Config	T = 5
0	4
1	19
2	12
3	20
4	10
5	20
6	14
7	21
8	17
9	27
10	26
11	17
12	14
13	16
14	16
15	3

Config	T = 4.99
0	6
1	17
2	10
3	13
4	13
5	14
6	28
7	15
8	21
9	29
10	32
11	11
12	14
13	15
14	11
15	7

Config	T = 4.98
0	5
1	19
2	11
3	23
4	14
5	23
6	13
7	16
8	14
9	19
10	30
11	17
12	17
13	13
14	14
15	8

Config	T = 4.97
0	4
1	21
2	11
3	22
4	11
5	18
6	19
7	17
8	20
9	28
10	19
11	16
12	14
13	15
14	14
15	7

Config	T = 4.96
0	4
1	18
2	13
3	16
4	13
5	21
6	17
7	23
8	15
9	23
10	29
11	19
12	10
13	21
14	10
15	4

Config	T = 4.95
0	12
1	16
2	12
3	19
4	15
5	18
6	17
7	12
8	17
9	23
10	19
11	19
12	17
13	16
14	14
15	10

Config	T = 4.94
0	5
1	17
2	16
3	15
4	11
5	14
6	15
7	21
8	18
9	36
10	25
11	15
12	10
13	17
14	15
15	6

Config	T = 4.93
0	8
1	18
2	13
3	16
4	11
5	18
6	18
7	22
8	18
9	25
10	23
11	15
12	12
13	17
14	14
15	8

Config	T = 4.92
0	7
1	18
2	12
3	20
4	10
5	25
6	14
7	25
8	18
9	22
10	20
11	18
12	10
13	16
14	12
15	9

Config	T = 4.91
0	8
1	16
2	7
3	13
4	9
5	17
6	28
7	18
8	23
9	47
10	14
11	14
12	11
13	17
14	9
15	5

Config	T = 4.9
0	8
1	21
2	8
3	19
4	9
5	14
6	20
7	15
8	17
9	38
10	19
11	15
12	16
13	17
14	15
15	5

Config	T = 4.89
0	8
1	22
2	12
3	24
4	9
5	14
6	16
7	15
8	21
9	17
10	26
11	19
12	11
13	17
14	14
15	11

Config	T = 4.88
0	6
1	14
2	17
3	14
4	18
5	15
6	14
7	14
8	13
9	24
10	36
11	22
12	12
13	22
14	11
15	4

Config	T = 4.87
0	5
1	18
2	13
3	19
4	13
5	15
6	18
7	14
8	19
9	19
10	35
11	21
12	11
13	20
14	11
15	5

Config	T = 4.86
0	8
1	18
2	11
3	17
4	13
5	22
6	18
7	21
8	15
9	28
10	19
11	14
12	15
13	15
14	13
15	9

Config	T = 4.85
0	7
1	15
2	11
3	21
4	11
5	20
6	21
7	14
8	27
9	20
10	25
11	19
12	12
13	13
14	12
15	8

Config	T = 4.84
0	5
1	14
2	13
3	16
4	15
5	18
6	17
7	14
8	17
9	23
10	44
11	20
12	8
13	18
