Config	T = 5
0	59
1	197
2	115
3	185
4	119
5	163
6	175
7	171
8	159
9	272
10	208
11	168
12	138
13	180
14	134
15	57

Config	T = 4.99
0	66
1	184
2	114
3	185
4	103
5	178
6	163
7	188
8	175
9	283
10	211
11	157
12	129
13	156
14	140
15	68

Config	T = 4.98
0	60
1	173
2	127
3	178
4	133
5	182
6	149
7	171
8	148
9	249
10	253
11	176
12	141
13	171
14	135
15	54

Config	T = 4.97
0	64
1	152
2	137
3	161
4	137
5	172
6	170
7	163
8	179
9	213
10	299
11	187
12	113
13	178
14	113
15	62

Config	T = 4.96
0	49
1	170
2	122
3	164
4	119
5	172
6	169
7	181
8	166
9	305
10	271
11	146
12	125
13	152
14	128
15	61

Config	T = 4.95
0	51
1	153
2	135
3	159
4	140
5	169
6	178
7	158
8	179
9	277
10	265
11	178
12	119
13	172
14	114
15	53

Config	T = 4.94
0	47
1	187
2	133
3	176
4	117
5	154
6	163
7	181
8	168
9	259
10	272
11	161
12	115
13	172
14	131
15	64

Config	T = 4.93
0	54
1	166
2	125
3	167
4	107
5	154
6	187
7	171
8	206
9	290
10	251
11	173
12	104
13	172
14	122
15	51

Config	T = 4.92
0	50
1	153
2	143
3	166
4	134
5	169
6	172
7	165
8	194
9	259
10	252
11	182
12	115
13	169
14	124
15	53

Config	T = 4.91
0	50
1	187
2	117
3	176
4	129
5	167
6	193
7	166
8	170
9	271
10	228
11	150
12	142
13	161
14	130
15	63

Config	T = 4.9
0	64
1	153
2	129
3	165
4	125
5	198
6	157
7	190
8	173
9	256
10	244
11	190
12	110
13	178
14	114
15	54

Config	T = 4.89
0	61
1	180
2	117
3	180
4	116
5	178
6	174
7	179
8	175
9	249
10	237
11	170
12	126
13	170
14	127
15	61

Config	T = 4.88
0	60
1	173
2	117
3	179
4	138
5	165
6	186
7	138
8	171
9	264
10	238
11	186
12	135
13	180
14	114
15	56

Config	T = 4.87
0	63
1	174
2	126
3	161
4	124
5	156
6	176
7	171
8	165
9	246
10	284
11	183
12	108
13	196
14	110
15	57

Config	T = 4.86
0	53
1	166
2	134
3	170
4	130
5	167
6	157
7	167
8	165
9	267
10	271
11	176
12	124
13	172
14	128
15	53

Config	T = 4.85
0	59
1	188
2	118
3	177
4	121
5	181
6	180
7	189
8	166
9	205
