Config	T = 5
0	23
1	62
2	33
3	65
4	41
5	65
6	68
7	54
8	63
9	114
10	78
11	69
12	47
13	66
14	39
15	13

Config	T = 4.99
0	24
1	70
2	35
3	71
4	40
5	75
6	63
7	69
8	59
9	90
10	65
11	52
12	58
13	51
14	53
15	25

Config	T = 4.98
0	43
1	58
2	44
3	52
4	44
5	58
6	64
7	64
8	58
9	63
10	89
11	69
12	49
13	75
14	49
15	21

Config	T = 4.97
0	21
1	67
2	44
3	71
4	42
5	67
6	46
7	65
8	52
9	102
10	83
11	68
12	40
13	64
14	42
15	26

Config	T = 4.96
0	22
1	58
2	53
3	53
4	45
5	52
6	62
7	65
8	65
9	100
10	97
11	58
12	37
13	63
14	45
15	25

Config	T = 4.95
0	21
1	67
2	53
3	65
4	46
5	53
6	52
7	62
8	57
9	79
10	100
11	69
12	35
13	71
14	42
15	28

Config	T = 4.94
0	14
1	58
2	58
3	59
4	56
5	69
6	43
7	70
8	46
9	98
10	89
11	70
12	40
13	69
14	42
15	19

Config	T = 4.93
0	20
1	63
2	43
3	59
4	52
5	57
6	72
7	52
8	59
9	87
10	102
11	64
12	44
13	68
14	35
15	23

Config	T = 4.92
0	22
1	57
2	41
3	66
4	42
5	66
6	58
7	56
8	66
9	108
10	87
11	62
12	49
13	53
14	48
15	19

Config	T = 4.91
0	15
1	71
2	39
3	67
4	39
5	58
6	65
7	62
8	61
9	113
10	80
11	56
12	49
13	60
14	49
15	16

Config	T = 4.9
0	24
1	59
2	46
3	58
4	44
5	52
6	81
7	55
8	82
9	60
10	106
11	66
12	38
13	67
14	40
15	22

Config	T = 4.89
0	19
1	51
2	56
3	52
4	61
5	69
6	65
7	63
8	61
9	69
10	97
11	65
12	46
13	64
14	41
15	21

Config	T = 4.88
0	19
1	54
2	51
3	53
4	47
5	47
6	63
7	52
8	66
9	94
10	131
11	57
12	42
13	58
14	46
15	20

Config	T = 4.87
0	21
1	56
2	61
3	59
4	52
5	58
6	48
7	64
8	60
9	71
10	104
11	63
12	45
13	60
14	54
15	24

Config	T = 4.86
0	18
1	66
2	41
3	72
4	50
5	70
6	57
7	55
8	54
9	96
10	86
11	67
12	43
13	61
14	34
15	30

Config	T = 4.85
0	27
1	65
2	46
3	59
4	38
5	53
6	61
7	67
8	63
9	80
10	96
11	61
12	46
13	67
14	54
15	17

Config	T = 4.84
0	23
1	61
2	37
3	64
4	43
5	59
6	76
7	50
8	73
9	85
10	95
11	65
12	48
13	62
14	42
15	17

Config	T = 4.83
0	21
1	63
2	46
3	67
4	47
5	60
6	60
7	55
8	63
9	102
10	75
11	59
12	52
13	55
14	51
15	24

Config	T = 4.82
0	19
1	64
2	48
3	70
4	50
5	66
6	59
7	58
8	63
9	79
10	81
11	63
12	49
13	57
14	47
15	27

Config	T = 4.81
0	22
1	65
2	36
3	64
4	41
5	61
6	60
7	57
8	54
9	119
10	89
11	61
12	48
13	62
14	43
15	18

Config	T = 4.8
0	28
1	60
2	41
3	62
4	41
5	64
6	55
7	62
8	57
9	106
10	88
11	60
12	47
13	58
14	47
15	24

Config	T = 4.79
0	25
1	62
2	51
3	58
4	52
5	54
6	66
7	57
8	61
9	83
10	90
11	62
12	41
13	66
14	40
15	32

Config	T = 4.78
0	24
1	53
2	46
3	61
4	42
5	48
6	67
7	44
8	79
9	98
10	104
11	70
12	41
13	62
14	45
15	16

Config	T = 4.77
0	27
1	61
2	40
3	60
4	37
5	57
6	66
7	61
8	68
9	82
10	110
11	62
12	41
13	63
14	44
15	21

Config	T = 4.76
0	23
1	58
2	52
3	59
4	47
5	67
6	61
7	71
8	67
9	74
10	83
11	54
12	51
13	53
14	56
15	24

Config	T = 4.75
0	23
1	71
2	47
3	56
4	39
5	48
6	76
7	71
8	69
9	82
10	81
11	52
12	44
13	67
14	52
15	22

Config	T = 4.74
0	16
1	52
2	52
3	65
4	48
5	68
6	45
7	59
8	62
9	96
10	111
11	71
12	35
13	58
14	39
15	23

Config	T = 4.73
0	24
1	69
2	37
3	69
4	48
5	79
6	60
7	68
8	49
9	81
10	74
11	60
12	52
13	60
14	41
15	29

Config	T = 4.72
0	23
1	71
2	43
3	63
4	43
5	53
6	59
7	61
8	51
9	73
10	111
11	71
12	41
13	79
14	41
15	17

Config	T = 4.71
0	22
1	67
2	40
3	62
4	53
5	62
6	75
7	54
8	57
9	79
10	86
11	61
12	53
13	66
14	40
15	23

Config	T = 4.7
0	26
1	53
2	53
3	52
4	54
5	65
6	54
7	65
8	52
9	83
10	102
11	68
12	41
13	69
14	40
15	23

Config	T = 4.69
0	21
1	65
2	45
3	67
4	46
5	61
6	64
7	58
8	65
9	105
10	66
11	58
12	48
13	56
14	47
15	28

Config	T = 4.68
0	18
1	66
2	44
3	60
4	48
5	56
6	74
7	58
8	64
9	96
10	91
11	51
12	46
13	57
14	42
15	29

Config	T = 4.67
0	22
1	68
2	38
3	65
4	45
5	71
6	60
7	67
8	50
9	82
10	95
