Config	T = 5
0	11
1	31
2	18
3	30
4	19
5	28
6	24
7	28
8	22
9	36
10	44
11	26
12	23
13	27
14	22
15	11

Config	T = 4.99
0	15
1	31
2	13
3	33
4	21
5	31
6	29
7	21
8	23
9	52
10	21
11	24
12	27
13	22
14	19
15	18

Config	T = 4.98
0	5
1	24
2	23
3	29
4	22
5	28
6	28
7	24
8	34
9	49
10	32
11	29
12	21
13	24
14	22
15	6

Config	T = 4.97
0	11
1	26
2	22
3	22
4	20
5	20
6	35
7	26
8	33
9	28
10	53
11	28
12	17
13	32
14	19
15	8

Config	T = 4.96
0	7
1	25
2	23
3	22
4	18
5	22
6	28
7	30
8	30
9	62
10	41
11	19
12	18
13	22
14	23
15	10

Config	T = 4.95
0	10
1	32
2	16
3	33
4	19
5	23
6	36
7	19
8	34
9	45
10	30
11	25
12	20
13	24
14	17
15	17

Config	T = 4.94
0	15
1	26
2	23
3	24
4	15
5	20
6	31
7	30
8	37
9	54
10	23
11	23
12	15
13	25
14	23
15	16

Config	T = 4.93
0	8
1	27
2	12
3	26
4	16
5	26
6	37
7	23
8	32
9	56
10	46
11	25
12	19
13	26
14	15
15	6

Config	T = 4.92
0	11
1	34
2	12
3	34
4	19
5	23
6	36
7	16
8	29
9	44
10	32
11	25
12	28
13	25
14	21
15	11

Config	T = 4.91
0	8
1	29
2	18
3	31
4	15
5	25
6	27
7	26
8	32
9	51
10	35
11	20
12	28
13	18
14	31
15	6

Config	T = 4.9
0	13
1	23
2	18
3	24
4	23
5	28
6	27
7	22
8	23
9	46
10	52
11	26
12	21
13	25
14	16
15	13

Config	T = 4.89
0	10
1	26
2	18
3	32
4	23
5	36
6	26
7	25
8	27
9	37
10	32
11	32
12	22
13	26
14	17
15	11

Config	T = 4.88
0	9
1	32
2	17
3	35
4	16
5	29
6	21
7	27
8	25
9	49
10	37
11	27
12	18
13	24
14	19
15	15

Config	T = 4.87
0	9
1	22
2	22
3	23
4	21
5	28
6	26
7	28
8	28
9	38
10	58
11	28
12	16
13	27
14	17
15	9

Config	T = 4.86
0	13
1	19
2	20
3	27
4	21
5	36
6	19
7	27
8	26
9	35
10	51
11	36
12	18
13	28
14	17
15	7

Config	T = 4.85
0	11
1	29
2	18
3	29
4	19
5	31
6	24
7	30
8	23
9	49
10	32
11	25
12	22
13	25
14	21
15	12

Config	T = 4.84
0	12
1	27
2	23
3	21
4	22
5	23
6	29
7	30
8	24
9	26
10	56
11	29
12	16
13	35
14	17
15	10

Config	T = 4.83
0	8
1	33
2	13
3	30
4	16
5	28
6	40
7	28
8	34
9	43
10	31
11	18
12	24
13	21
14	21
15	12

Config	T = 4.82
0	7
1	26
2	26
3	26
4	27
5	26
6	28
7	25
8	27
9	19
10	55
11	32
12	17
13	32
14	16
15	11

Config	T = 4.81
0	12
1	32
2	15
3	25
4	17
5	33
6	26
7	38
8	17
9	40
10	39
11	22
12	25
13	29
14	23
15	7

Config	T = 4.8
0	17
1	24
2	18
3	25
4	20
5	29
6	30
7	26
8	29
9	30
10	42
11	25
12	26
13	24
14	24
15	11

Config	T = 4.79
0	6
1	36
2	21
3	32
4	15
5	18
6	26
7	28
8	28
9	39
10	41
11	34
12	13
13	38
14	19
15	6

Config	T = 4.78
0	15
1	29
2	17
3	26
4	19
5	27
6	24
7	28
8	19
9	41
10	45
11	27
12	22
13	30
14	20
15	11

Config	T = 4.77
0	10
1	22
2	22
3	26
4	24
5	34
6	26
7	28
8	28
9	35
10	42
11	33
12	16
13	29
14	14
15	11

Config	T = 4.76
0	11
1	27
2	18
3	28
4	20
5	38
6	19
7	35
8	18
9	43
10	36
11	30
12	21
13	29
14	19
15	8

Config	T = 4.75
0	9
1	23
2	14
3	17
4	20
5	29
6	43
7	29
8	31
9	30
10	69
11	24
12	16
13	30
14	10
15	6

Config	T = 4.74
0	8
1	27
2	22
3	22
4	23
5	24
6	35
7	28
8	29
9	38
10	40
11	31
12	16
13	36
14	15
15	6

Config	T = 4.73
0	10
1	32
2	16
3	30
4	18
5	19
6	38
7	19
8	34
9	46
10	29
11	23
12	28
13	25
14	26
15	7

Config	T = 4.72
0	8
1	35
2	18
3	34
4	18
5	27
6	26
7	28
8	25
9	44
10	26
11	20
12	30
13	21
14	30
15	10

Config	T = 4.71
0	17
1	26
2	22
3	25
4	19
5	23
6	25
7	27
8	27
9	34
10	38
11	33
12	19
13	34
14	22
15	9

Config	T = 4.7
0	6
1	30
2	24
3	31
4	16
5	17
6	21
7	24
8	30
9	62
10	38
11	20
12	21
13	19
14	29
15	12

Config	T = 4.69
0	8
1	21
2	27
3	27
4	21
5	24
6	28
7	24
8	40
9	42
10	33
11	35
12	14
13	29
14	20
15	7

Config	T = 4.68
0	4
1	26
2	21
3	27
4	18
5	24
6	35
7	26
8	39
9	47
10	43
11	23
12	16
13	22
14	19
15	10

Config	T = 4.67
0	13
1	23
2	24
3	27
4	26
5	30
6	19
7	24
8	21
9	31
10	49
11	32
12	21
13	28
14	19
15	13

Config	T = 4.66
0	15
1	23
2	19
3	28
4	26
5	28
6	35
7	16
8	33
9	31
10	32
11	30
12	27
13	25
14	20
15	12

Config	T = 4.65
0	8
1	23
2	23
3	22
4	21
5	22
6	24
7	25
8	25
9	67
10	43
11	28
12	15
13	29
14	17
15	8

Config	T = 4.64
0	9
1	28
2	28
3	16
4	25
5	19
6	32
7	34
8	23
9	35
10	45
11	25
12	16
13	37
14	19
15	9

Config	T = 4.63
0	6
1	26
2	24
3	22
4	21
5	32
6	31
7	39
8	30
9	28
10	41
11	25
12	19
13	29
14	22
15	5

Config	T = 4.62
0	11
1	30
2	16
3	28
4	12
5	25
6	31
7	31
8	33
9	39
10	46
11	25
12	16
13	27
14	20
15	10

Config	T = 4.61
0	6
1	27
2	20
3	28
4	24
5	28
6	20
7	23
8	17
9	47
10	54
11	28
12	25
13	27
14	21
15	5

Config	T = 4.6
0	6
1	23
2	25
3	19
4	30
5	31
6	32
7	30
8	23
9	41
10	42
11	21
12	23
13	25
14	18
15	11

Config	T = 4.59
0	4
1	23
2	22
3	24
4	19
5	28
6	32
7	30
8	36
9	43
10	53
11	24
12	13
13	23
14	16
15	10

Config	T = 4.58
0	10
1	30
2	19
3	19
4	20
5	27
6	34
7	37
8	22
9	38
10	45
11	20
12	20
13	31
14	19
15	9

Config	T = 4.57
0	7
1	30
2	22
3	31
4	22
5	26
6	27
7	25
8	28
9	38
10	30
11	29
12	26
13	28
14	26
15	5

Config	T = 4.56
0	7
1	25
2	13
3	27
4	14
5	29
6	26
7	26
8	27
9	47
10	74
11	25
12	15
13	23
14	14
15	8

Config	T = 4.55
0	7
1	29
2	15
3	26
4	11
5	21
6	33
7	28
8	34
9	63
10	43
11	22
12	17
13	25
14	21
15	5

Config	T = 4.54
0	8
1	23
2	18
3	34
4	17
5	38
6	21
7	28
8	33
9	37
10	41
11	35
12	18
13	24
14	19
15	6

Config	T = 4.53
0	10
1	27
2	20
3	27
4	23
5	29
6	28
7	26
8	25
9	42
10	33
11	29
12	24
13	29
14	21
15	7

Config	T = 4.52
0	10
1	23
2	18
3	29
4	23
5	34
6	23
7	23
8	24
9	53
10	33
11	30
12	26
13	24
14	21
15	6

Config	T = 4.51
0	6
1	39
2	17
3	30
4	13
5	27
6	18
7	40
8	13
9	61
10	37
11	20
12	17
13	29
14	21
15	12

Config	T = 4.5
0	8
1	25
2	19
3	25
4	23
5	34
6	30
7	30
8	26
9	34
10	43
11	30
12	21
13	30
14	17
15	5

Config	T = 4.49
0	11
1	26
2	14
3	30
4	20
5	32
6	29
7	22
8	27
9	42
10	41
11	34
12	21
13	30
14	15
15	6

Config	T = 4.48
0	5
1	32
2	21
3	34
4	18
5	26
6	20
7	27
8	25
9	50
10	31
11	31
12	22
13	29
14	25
15	4

Config	T = 4.47
0	7
1	28
2	26
3	25
4	17
5	27
6	22
7	39
8	28
9	44
10	34
11	23
12	19
13	26
14	28
15	7

Config	T = 4.46
0	9
1	28
2	26
3	22
4	28
5	27
6	26
7	31
8	18
9	24
10	54
11	26
12	18
13	32
14	16
15	15

Config	T = 4.45
0	14
1	32
2	16
3	31
4	17
5	24
6	28
7	24
8	26
9	46
10	33
11	28
12	19
13	29
14	18
15	15

Config	T = 4.44
0	15
1	26
2	19
3	28
4	14
5	29
6	29
7	32
8	36
9	29
10	35
11	28
12	20
13	26
14	25
15	9

Config	T = 4.43
0	12
1	28
2	24
3	21
4	23
5	19
6	30
7	27
8	24
9	33
10	50
11	28
12	17
13	35
14	18
15	11

Config	T = 4.42
0	4
1	27
2	21
3	29
4	26
5	26
6	31
7	19
8	28
9	35
10	48
11	31
12	23
13	29
14	18
15	5

Config	T = 4.41
0	13
1	21
2	14
3	26
4	18
5	38
6	26
7	29
8	27
9	49
10	42
11	27
12	22
13	22
14	18
15	8

Config	T = 4.4
0	7
1	27
2	19
3	32
4	20
5	33
6	21
7	27
8	25
9	39
10	45
11	30
12	22
13	25
14	21
15	7

Config	T = 4.39
0	14
1	24
2	13
3	24
4	18
5	31
6	30
7	26
8	25
9	43
10	49
11	28
12	24
13	28
14	19
15	4

Config	T = 4.38
0	14
1	23
2	19
3	23
4	18
5	23
6	33
7	24
8	34
9	34
10	56
11	29
12	14
13	29
14	15
15	12

Config	T = 4.37
0	11
1	26
2	16
3	27
4	14
5	25
6	26
7	26
8	29
9	43
10	61
11	29
12	14
13	28
14	16
15	9

Config	T = 4.36
0	13
1	25
2	18
3	24
4	14
5	29
6	30
7	34
8	33
9	45
10	38
11	23
12	18
13	24
14	22
15	10

Config	T = 4.35
0	8
1	31
2	19
3	31
4	18
5	38
6	18
7	39
8	19
9	22
10	47
11	33
12	19
13	33
14	20
15	5

Config	T = 4.34
0	10
1	26
2	13
3	28
4	15
5	40
6	23
7	36
8	23
9	55
10	32
11	26
12	24
13	24
14	22
15	3

Config	T = 4.33
0	11
1	29
2	20
3	21
4	23
5	21
6	38
7	26
8	27
9	29
10	46
11	25
12	24
13	33
14	21
15	6

Config	T = 4.32
0	12
1	26
2	21
3	29
4	20
5	31
6	27
7	29
8	31
9	39
10	25
11	28
12	23
13	25
14	24
15	10

Config	T = 4.31
0	6
1	27
2	17
3	30
4	24
5	38
6	29
7	28
8	25
9	48
10	28
11	26
12	24
13	23
14	17
15	10

Config	T = 4.3
0	7
1	19
2	22
3	25
4	21
5	23
6	40
7	18
8	47
9	24
10	60
11	34
12	12
13	28
14	13
15	7

Config	T = 4.29
0	5
1	25
2	18
3	30
4	22
5	31
6	32
7	22
8	33
9	33
10	53
11	29
12	19
13	24
14	15
15	9

Config	T = 4.28
0	8
1	24
2	18
3	25
4	19
5	22
6	31
7	20
8	31
9	56
10	49
11	27
12	20
13	26
14	19
15	5

Config	T = 4.27
0	5
1	28
2	21
3	27
4	24
5	20
6	36
7	18
8	32
9	37
10	50
11	28
12	20
13	29
14	17
15	8

Config	T = 4.26
0	11
1	24
2	23
3	25
4	17
5	28
6	23
7	33
8	30
9	42
10	43
11	29
12	14
13	28
14	20
15	10

Config	T = 4.25
0	7
1	27
2	25
3	26
4	25
5	29
6	29
7	30
8	28
9	27
10	41
11	32
12	15
13	33
14	15
15	11

Config	T = 4.24
0	9
1	28
2	21
3	31
4	21
5	30
6	21
7	27
8	24
9	25
10	52
11	32
12	21
13	29
14	21
15	8

Config	T = 4.23
0	3
1	30
2	20
3	26
4	19
5	20
6	34
7	25
8	31
9	42
10	55
11	20
12	22
13	24
14	23
15	6

Config	T = 4.22
0	7
1	24
2	22
3	28
4	24
5	25
6	24
7	19
8	26
9	54
10	42
11	33
12	19
13	29
14	17
15	7

Config	T = 4.21
0	4
1	27
2	18
3	27
4	18
5	28
6	30
7	28
8	30
9	56
10	44
11	23
12	18
13	23
14	18
15	8

Config	T = 4.2
0	15
1	28
2	22
3	21
4	23
5	14
6	32
7	20
8	24
9	41
10	44
11	27
12	24
13	34
14	23
15	8

Config	T = 4.19
0	14
1	28
2	20
3	26
4	22
5	30
6	25
7	30
8	21
9	31
10	45
11	27
12	19
13	29
14	17
15	16

Config	T = 4.18
0	11
1	27
2	21
3	29
4	19
5	22
6	27
7	22
8	31
9	39
10	39
11	40
12	14
13	38
14	16
15	5

Config	T = 4.17
0	6
1	25
2	13
3	32
4	16
5	30
6	27
7	20
8	31
9	69
10	39
11	23
12	25
13	16
14	22
15	6

Config	T = 4.16
0	10
1	29
2	23
3	29
4	16
5	21
6	30
7	28
8	37
9	30
10	38
11	34
12	13
13	34
