Config	T = 5
0	39
1	118
2	77
3	124
4	74
5	125
6	97
7	122
8	106
9	167
10	131
11	96
12	90
13	90
14	93
15	51

Config	T = 4.99
0	35
1	113
2	80
3	103
4	83
5	122
6	100
7	129
8	87
9	170
10	167
11	102
12	81
13	112
14	78
15	38

Config	T = 4.98
0	41
1	111
2	76
3	116
4	71
5	113
6	104
7	113
8	114
9	170
10	159
11	106
12	78
13	101
14	83
15	44

Config	T = 4.97
0	37
1	110
2	77
3	105
4	86
5	110
6	120
7	106
8	106
9	152
10	183
11	104
12	80
13	109
14	71
15	44

Config	T = 4.96
0	32
1	108
2	80
3	107
4	86
5	110
6	113
7	105
8	106
9	168
10	174
11	110
12	81
13	111
14	75
15	34

Config	T = 4.95
0	32
1	111
2	99
3	110
4	86
5	106
6	102
7	120
8	114
9	157
10	142
11	106
12	73
13	107
14	86
15	49

Config	T = 4.94
0	34
1	108
2	81
3	121
4	73
5	120
6	95
7	115
8	116
9	202
10	131
11	108
12	73
13	95
14	81
15	47

Config	T = 4.93
0	45
1	101
2	73
3	104
4	76
5	129
6	114
7	123
8	114
9	178
10	137
11	103
12	84
13	100
14	81
15	38

Config	T = 4.92
0	32
1	109
2	89
3	101
4	77
5	104
6	100
7	124
8	104
9	169
10	195
11	100
12	66
13	108
14	78
15	44

Config	T = 4.91
0	38
1	109
2	90
3	106
4	79
5	97
6	114
7	111
8	122
9	152
10	165
11	109
12	71
13	112
14	82
15	43

Config	T = 4.9
0	46
1	100
2	81
3	103
4	87
5	122
6	102
7	113
8	99
9	156
10	168
11	119
12	77
13	116
14	71
15	40

Config	T = 4.89
0	41
1	110
2	74
3	107
4	82
5	101
6	121
7	96
8	110
9	150
10	175
11	118
12	90
13	121
14	82
15	22

Config	T = 4.88
0	38
1	109
2	82
3	109
4	81
5	137
6	82
7	138
8	83
9	165
10	161
11	102
12	84
13	102
14	85
15	42

Config	T = 4.87
0	31
1	115
2	85
3	109
4	78
5	107
6	116
7	120
8	117
9	186
10	129
11	97
12	79
13	103
14	86
15	42

Config	T = 4.86
0	36
1	116
2	71
3	123
4	77
5	119
6	108
7	106
8	109
9	153
10	170
11	102
12	87
13	95
14	81
15	47

Config	T = 4.85
0	37
1	112
2	77
3	111
4	89
5	108
6	120
7	97
8	107
9	134
10	192
11	107
12	83
13	108
14	71
15	47

Config	T = 4.84
0	37
1	104
2	78
3	110
4	74
5	113
6	119
7	111
8	129
9	138
10	176
11	110
12	82
13	104
14	86
15	29

Config	T = 4.83
0	40
1	104
2	86
3	115
4	88
5	124
6	101
7	111
8	110
9	155
10	148
11	106
12	82
13	95
14	80
15	55

Config	T = 4.82
0	34
