Config	T = 5
0	22
1	56
2	52
3	53
4	51
5	65
6	64
7	69
8	62
9	82
10	90
11	62
12	42
13	65
14	43
15	22

Config	T = 4.99
0	29
1	63
2	43
3	67
4	44
5	60
6	50
7	55
8	53
9	76
10	109
11	70
12	46
13	66
14	45
15	24

Config	T = 4.98
0	28
1	57
2	54
3	61
4	50
5	63
6	52
7	63
8	60
9	77
10	91
11	62
12	43
13	58
14	47
15	34

Config	T = 4.97
0	16
1	68
2	39
3	70
4	34
5	60
6	54
7	63
8	61
9	113
10	97
11	62
12	40
13	60
14	45
15	18

Config	T = 4.96
0	17
1	57
2	54
3	60
4	43
5	62
6	53
7	70
8	67
9	85
10	101
11	63
12	40
13	60
14	51
15	17

Config	T = 4.95
0	28
1	56
2	46
3	51
4	48
5	69
6	57
7	72
8	50
9	75
10	108
11	69
12	41
13	74
14	39
15	17

Config	T = 4.94
0	20
1	63
2	44
3	56
4	48
5	42
6	77
7	45
8	66
9	113
10	92
11	56
12	51
13	63
14	47
15	17

Config	T = 4.93
0	23
1	53
2	46
3	54
4	51
5	67
6	61
7	61
8	57
9	82
10	114
11	70
12	39
13	69
14	34
15	19

Config	T = 4.92
0	20
1	67
2	43
3	63
4	48
5	61
6	62
7	60
8	53
9	83
10	101
11	63
12	46
13	67
14	41
15	22

Config	T = 4.91
0	31
1	55
2	46
3	46
4	49
5	52
6	82
7	58
8	70
9	73
10	101
11	62
12	43
13	71
14	40
15	21

Config	T = 4.9
0	21
1	67
2	42
3	63
4	49
5	59
6	64
7	56
8	53
9	82
10	106
11	57
12	51
13	61
14	44
15	25

Config	T = 4.89
0	26
1	58
2	48
3	61
4	47
5	60
6	57
7	58
8	61
9	69
10	111
11	78
12	34
13	75
14	35
15	22

Config	T = 4.88
0	18
1	58
2	51
3	56
4	48
5	52
6	64
7	57
8	65
9	74
10	130
11	61
12	39
13	63
14	42
15	22

Config	T = 4.87
0	22
1	65
2	39
3	58
4	50
5	63
6	73
7	59
8	55
9	98
10	81
11	59
12	52
13	66
14	41
15	19

Config	T = 4.86
0	17
1	57
2	54
3	54
4	51
5	54
6	58
7	60
8	58
9	97
10	114
11	68
12	30
13	71
14	33
15	24

Config	T = 4.85
0	24
1	68
2	46
3	62
4	48
5	54
6	56
7	58
8	48
9	94
10	90
11	63
12	51
13	69
14	49
15	20

Config	T = 4.84
0	19
1	40
2	51
3	52
4	44
5	63
6	54
7	58
8	73
9	98
10	139
11	63
12	36
13	51
14	43
15	16

Config	T = 4.83
0	27
1	55
2	47
3	57
4	49
5	72
6	51
7	68
8	51
9	89
10	102
11	59
12	44
13	57
14	42
15	30

Config	T = 4.82
0	17
1	59
2	44
3	56
4	44
5	54
6	69
7	57
8	66
9	93
10	129
11	56
12	36
13	59
14	36
15	25

Config	T = 4.81
0	22
1	68
2	41
3	61
4	44
5	51
6	59
7	55
8	49
9	111
10	105
11	55
12	48
13	62
14	45
15	24

Config	T = 4.8
0	13
1	56
2	48
3	52
4	48
5	62
6	66
7	66
8	62
9	91
10	122
11	57
12	40
13	61
14	40
15	16

Config	T = 4.79
0	17
1	65
2	50
3	56
4	53
5	45
6	74
7	51
8	62
9	105
10	84
11	61
12	45
13	70
14	42
15	20

Config	T = 4.78
0	28
1	66
2	43
3	62
4	45
5	57
6	70
7	59
8	64
9	88
10	76
11	53
12	52
13	57
14	50
15	30

Config	T = 4.77
0	17
1	68
2	35
3	72
4	45
5	61
6	72
7	47
8	66
9	94
10	91
11	62
12	50
13	58
14	40
15	22

Config	T = 4.76
0	23
1	68
2	37
3	69
4	39
5	65
6	55
7	62
8	54
9	84
10	100
11	68
12	48
13	67
14	46
15	15

Config	T = 4.75
0	20
1	65
2	48
3	58
4	42
5	53
6	56
7	66
8	55
9	105
10	103
11	57
12	39
13	64
14	45
15	24

Config	T = 4.74
0	14
1	60
2	54
3	63
4	52
5	61
6	55
7	60
8	60
9	89
10	104
11	65
12	35
13	62
14	37
15	29

Config	T = 4.73
0	31
1	54
2	46
3	58
4	42
5	71
6	52
7	71
8	60
9	94
10	80
11	67
12	43
13	63
14	47
15	21

Config	T = 4.72
0	26
1	69
2	36
3	70
4	40
5	70
6	53
7	65
8	50
9	110
10	71
11	54
12	55
13	53
14	51
15	27

Config	T = 4.71
0	24
1	54
2	50
3	57
4	50
5	66
6	57
7	63
8	60
9	72
10	107
11	73
12	39
13	70
14	39
15	19

Config	T = 4.7
0	23
1	59
2	42
3	66
4	46
5	58
6	53
7	47
8	56
9	92
10	114
11	69
12	51
13	62
14	47
15	15

Config	T = 4.69
0	17
1	71
2	32
3	68
4	33
5	47
6	76
7	49
8	72
9	127
10	89
11	52
12	47
13	55
14	46
15	19

Config	T = 4.68
0	14
1	60
2	46
3	62
4	47
5	69
6	49
7	66
8	50
9	103
10	104
11	66
12	44
13	64
14	43
15	13

Config	T = 4.67
0	17
1	66
2	49
3	62
4	55
5	51
6	68
7	49
8	58
9	81
10	100
11	64
12	48
13	68
14	42
15	22

Config	T = 4.66
0	22
1	60
2	43
3	64
4	46
5	67
6	60
7	60
8	61
9	98
10	88
11	58
12	48
13	54
14	45
15	26

Config	T = 4.65
0	26
1	61
2	41
3	65
4	38
5	58
6	65
7	57
8	72
9	90
10	86
11	70
12	43
13	66
14	46
15	16

Config	T = 4.64
0	22
1	61
2	53
3	57
4	50
5	51
6	69
7	58
8	68
9	61
10	110
11	65
12	39
13	69
14	42
15	25

Config	T = 4.63
0	17
1	57
2	45
3	60
4	46
5	72
6	64
7	68
8	66
9	86
10	103
11	56
12	41
13	53
14	40
15	26

Config	T = 4.62
0	19
1	54
2	52
3	57
4	45
5	68
6	47
7	72
8	57
9	76
10	119
11	64
12	45
13	61
14	52
15	12

Config	T = 4.61
0	24
1	67
2	38
3	66
4	41
5	59
6	62
7	57
8	58
9	106
