Config	T = 5
0	10
1	17
2	9
3	21
4	14
5	20
6	22
7	11
8	21
9	29
10	10
11	21
12	15
13	17
14	10
15	9

Config	T = 4.99
0	6
1	19
2	8
3	18
4	10
5	18
6	20
7	17
8	17
9	34
10	26
11	14
12	16
13	15
14	14
15	4

Config	T = 4.98
0	8
1	15
2	14
3	11
4	12
5	12
6	17
7	18
8	15
9	28
10	43
11	13
12	13
13	17
14	15
15	5

Config	T = 4.97
0	5
1	24
2	12
3	24
4	17
5	14
6	21
7	9
8	16
9	25
10	17
11	15
12	16
13	15
14	11
15	15

Config	T = 4.96
0	5
1	17
2	12
3	20
4	14
5	28
6	16
7	23
8	17
9	25
10	11
11	20
12	14
13	17
14	12
15	5

Config	T = 4.95
0	6
1	16
2	14
3	18
4	18
5	20
6	22
7	14
8	20
9	15
10	21
11	20
12	16
13	18
14	12
15	6

Config	T = 4.94
0	8
1	17
2	10
3	22
4	10
5	16
6	11
7	11
8	16
9	41
10	26
11	14
12	19
13	9
14	19
15	7

Config	T = 4.93
0	9
1	18
2	14
3	17
4	19
5	14
6	25
7	10
8	19
9	20
10	16
11	16
12	18
13	17
14	13
15	11

Config	T = 4.92
0	6
1	22
2	10
3	22
4	11
5	20
6	19
7	19
8	18
9	22
10	17
11	19
12	13
13	19
14	12
15	7

Config	T = 4.91
0	7
1	17
2	15
3	17
4	12
5	17
6	13
7	20
8	16
9	30
10	24
11	17
12	12
13	17
14	15
15	7

Config	T = 4.9
0	10
1	17
2	11
3	14
4	9
5	13
6	17
7	18
8	16
9	41
10	23
11	14
12	15
13	17
14	17
15	4

Config	T = 4.89
0	6
1	19
2	10
3	15
4	14
5	18
6	21
7	18
8	13
9	16
10	41
11	20
12	10
13	24
14	6
15	5

Config	T = 4.88
0	9
1	17
2	13
3	16
4	11
5	15
6	18
7	18
8	19
9	15
10	32
11	23
12	11
13	24
14	13
15	2

Config	T = 4.87
0	4
1	17
2	15
3	17
4	15
5	16
6	17
7	16
8	17
9	23
10	34
11	19
12	10
13	19
14	10
15	7

Config	T = 4.86
0	11
1	20
2	16
3	20
4	13
5	20
6	5
7	23
8	8
9	12
10	30
11	16
12	15
13	16
14	18
15	13

Config	T = 4.85
0	9
1	19
2	13
3	19
4	12
5	11
6	19
7	12
8	20
9	24
10	22
11	22
12	13
13	22
14	14
15	5

Config	T = 4.84
0	5
1	19
2	10
3	18
4	10
5	21
6	13
7	22
8	12
9	45
10	20
11	12
12	15
13	13
14	15
15	6

Config	T = 4.83
0	4
1	12
2	14
3	14
4	16
5	19
6	18
7	15
8	18
9	34
10	31
11	19
12	12
13	17
14	10
15	3

Config	T = 4.82
0	11
1	20
2	14
3	21
4	11
5	18
6	11
7	20
8	15
9	22
10	16
11	16
12	16
13	15
14	19
15	11

Config	T = 4.81
0	10
1	12
2	16
3	14
4	17
5	21
6	21
7	18
8	22
9	14
10	21
11	21
12	11
13	19
14	10
15	9

Config	T = 4.8
0	7
1	23
2	16
3	16
4	9
5	11
6	20
7	25
8	20
9	28
10	15
11	6
12	14
13	13
14	21
15	12

Config	T = 4.79
0	6
1	13
2	13
3	18
4	13
5	19
6	11
7	14
8	16
9	37
10	31
11	16
12	17
13	11
14	17
15	4

Config	T = 4.78
0	7
1	17
2	12
3	18
4	14
5	16
6	23
7	13
8	22
9	27
10	19
11	14
12	18
13	13
14	16
15	7

Config	T = 4.77
0	4
1	18
2	13
3	14
4	10
5	17
6	19
7	24
8	18
9	18
10	40
11	15
12	11
13	19
14	14
15	2

Config	T = 4.76
0	9
1	18
2	12
3	13
4	11
5	10
6	20
7	16
8	16
9	24
10	38
11	22
12	8
13	27
14	9
15	3

Config	T = 4.75
0	7
1	16
2	12
3	18
4	10
5	21
6	14
7	21
8	18
9	24
10	27
11	21
12	12
13	19
14	14
15	2

Config	T = 4.74
0	8
1	18
2	15
3	18
4	13
5	13
6	13
7	15
8	15
9	16
10	39
11	22
12	10
13	22
14	12
15	7

Config	T = 4.73
0	6
1	21
2	11
3	19
4	13
5	11
6	24
7	11
8	20
9	19
10	33
11	16
12	14
13	18
14	12
15	8

Config	T = 4.72
0	6
1	19
2	10
3	16
4	10
5	23
6	17
7	26
8	14
9	28
10	26
11	16
12	10
13	19
14	10
15	6

Config	T = 4.71
0	5
1	21
2	12
3	19
4	12
5	13
6	19
7	15
8	17
9	33
10	23
11	14
12	15
13	16
14	15
15	7

Config	T = 4.7
0	1
1	14
2	16
3	14
4	17
5	18
6	12
7	17
8	11
9	28
10	48
11	19
12	10
13	19
14	9
15	3

Config	T = 4.69
0	7
1	15
2	13
3	17
4	16
5	20
6	18
7	15
8	17
9	25
