5	223.893
4.99	241.065
4.98	204.459
4.97	253.429
4.96	227.176
4.95	205.619
4.94	215.002
4.93	210.089
4.92	221.531
4.91	219.539
4.9	257.887
4.89	212.655
4.88	249.324
4.87	220.563
4.86	220.574
4.85	226.692
4.84	260.11
4.83	245.893
4.82	226.77
4.81	259.022
4.8	257.147
4.79	254.189
4.78	220.615
4.77	233.392
4.76	265.044
4.75	264.508
4.74	254.14
4.73	242.006
4.72	205.083
4.71	265.737
4.7	208.626
4.69	280.341
4.68	226.751
4.67	241.568
4.66	223.35
4.65	247.777
4.64	254.328
4.63	222.62
4.62	277.475
4.61	240.774
4.6	272.304
4.59	269.961
4.58	248.928
4.57	270.74
4.56	271.453
4.55	259.77
4.54	251.998
4.53	300.698
4.52	275.937
4.51	262.31
4.5	252.169
4.49	259.998
4.48	238.552
4.47	299.943
4.46	297.685
4.45	233.104
4.44	277.432
4.43	254.961
4.42	267.255
4.41	267.537
4.4	296.393
4.39	260.438
4.38	282.942
4.37	288.483
4.36	268.209
4.35	294.581
4.34	281.931
4.33	303.195
4.32	308.751
4.31	279.062
4.3	282.894
4.29	282.905
4.28	259.569
4.27	287.632
4.26	288.746
4.25	266.226
4.24	316.95
4.23	278.777
4.22	301.289
4.21	303.411
4.2	282.363
4.19	291.927
4.18	280.354
4.17	265.045
4.16	281.803
4.15	270.438
4.14	276.899
4.13	290.599
4.12	273.374
4.11	278.241
4.1	317.665
4.09	302.655
4.08	336.221
4.07	309.372
4.06	326.498
4.05	331.508
4.04	317.998
4.03	309.656
4.02	350.622
4.01	313.179
4	306.464
3.99	315.057
3.98	341.695
3.97	319.779
3.96	315.153
3.95	344.392
3.94	332.26
3.93	326.665
3.92	342.901
3.91	338.028
3.9	334.931
3.89	305.095
3.88	331.785
3.87	293.128
3.86	337.673
3.85	331.632
3.84	343.807
3.83	347.294
3.82	315.143
3.81	333.407
3.8	356.971
3.79	327.554
3.78	336.104
3.77	345.615
3.76	313.296
3.75	353.851
3.74	329.458
3.73	325.517
3.72	354.216
3.71	292.942
3.7	339.475
3.69	327.143
3.68	370.927
3.67	352.38
3.66	372.116
3.65	348.757
3.64	377.202
3.63	354.48
3.62	356.652
3.61	361.331
3.6	398.034
3.59	375.904
3.58	355.712
3.57	355.521
3.56	309.033
3.55	355.226
3.54	384.879
3.53	363.496
3.52	370.677
3.51	392.699
3.5	356.662
3.49	363.911
3.48	382.142
3.47	372.168
3.46	386.258
3.45	398.14
3.44	396.337
3.43	367.241
3.42	385.585
3.41	384.859
3.4	405.163
3.39	361.252
3.38	385.528
3.37	406.396
3.36	337.47
3.35	378.126
3.34	422.226
3.33	384.117
3.32	404.461
3.31	386.518
3.3	429.774
3.29	418.435
3.28	416.669
3.27	438.127
3.26	450.057
3.25	412.842
3.24	387.494
3.23	430.4
3.22	425.184
3.21	388.779
3.2	398.979
3.19	401.825
3.18	407.808
3.17	466.119
3.16	425.554
3.15	431.794
3.14	479.851
3.13	441.848
3.12	428.562
3.11	448.069
3.1	466.087
3.09	417.096
3.08	465.267
3.07	443.43
3.06	471.345
3.05	431.177
3.04	445.486
3.03	495.366
3.02	494.954
3.01	482.609
3	455.307
2.99	471.444
2.98	484.517
2.97	430.393
2.96	511.908
