5	0.0577819
4.9	0.0593978
4.8	0.0606612
4.7	0.0628593
4.6	0.0644741
4.5	0.0665162
4.4	0.0687741
4.3	0.0698732
4.2	0.0735292
4.1	0.0753656
4	0.0780568
3.9	0.0809182
3.8	0.0830288
3.7	0.0862327
3.6	0.0890451
3.5	0.0927071
3.4	0.0966317
3.3	0.0996608
3.2	0.104116
3.1	0.107187
3	0.112005
2.9	0.11587
2.8	0.120752
2.7	0.12714
2.6	0.131186
2.5	0.137574
2.4	0.143896
2.3	0.149298
2.2	0.155892
2.1	0.164071
2	0.171832
1.9	0.177028
1.8	0.185493
1.7	0.194685
1.6	0.203767
1.5	0.213636
1.4	0.21857
1.3	0.226504
1.2	0.231522
1.1	0.229721
1	0.228619
0.9	0.214415
0.8	0.19829
0.7	0.171824
0.6	0.166234
0.5	0.113815
0.4	0.847312
0.3	0.000460745
0.2	-5.08749e-08
0.1	-2.03636e-07
