Config	T = 5
0	5
1	22
2	12
3	18
4	13
5	17
6	15
7	20
8	10
9	29
10	24
11	17
12	15
13	21
14	14
15	4

Config	T = 4.99
0	5
1	20
2	7
3	26
4	10
5	20
6	17
7	11
8	20
9	26
10	25
11	19
12	18
13	13
14	15
15	4

Config	T = 4.98
0	12
1	19
2	15
3	14
4	16
5	17
6	20
7	21
8	14
9	9
10	24
11	18
12	11
13	23
14	10
15	13

Config	T = 4.97
0	4
1	20
2	17
3	17
4	15
5	18
6	17
7	23
8	16
9	22
10	14
11	17
12	15
13	20
14	17
15	4

Config	T = 4.96
0	8
1	15
2	14
3	14
4	15
5	20
6	18
7	20
8	16
9	25
10	22
11	20
12	12
13	21
14	11
15	5

Config	T = 4.95
0	8
1	16
2	14
3	17
4	13
5	23
6	17
7	23
8	19
9	20
10	19
11	18
12	11
13	17
14	12
15	9

Config	T = 4.94
0	9
1	20
2	8
3	21
4	5
5	25
6	11
7	27
8	15
9	40
10	14
11	12
12	12
13	11
14	15
15	11

Config	T = 4.93
0	5
1	14
2	20
3	12
4	17
5	9
6	18
7	14
8	19
9	17
10	42
11	20
12	10
13	22
14	13
15	4

Config	T = 4.92
0	3
1	17
2	11
3	19
4	12
5	24
6	12
7	21
8	13
9	31
10	32
11	22
12	8
13	20
14	7
15	4

Config	T = 4.91
0	5
1	19
2	12
3	19
4	15
5	18
6	15
7	15
8	12
9	21
10	35
11	21
12	13
13	21
14	10
15	5

Config	T = 4.9
0	8
1	19
2	11
3	19
4	12
5	20
6	17
7	19
8	16
9	28
10	19
11	17
12	13
13	17
14	12
15	9

Config	T = 4.89
0	4
1	20
2	17
3	17
4	19
5	13
6	19
7	14
8	14
9	25
10	21
11	18
12	14
13	21
14	12
15	8

Config	T = 4.88
0	8
1	18
2	13
3	12
4	14
5	21
6	22
7	26
8	15
9	26
10	13
11	17
12	12
13	23
14	11
15	5

Config	T = 4.87
0	10
1	22
2	16
3	18
4	9
5	9
6	18
7	20
8	21
9	17
10	19
11	17
12	12
13	21
14	19
15	8

Config	T = 4.86
0	6
1	18
2	13
3	20
4	12
5	24
6	16
7	23
8	19
9	18
10	20
11	21
12	9
13	19
14	10
15	8

Config	T = 4.85
0	4
1	17
2	15
3	18
4	14
5	20
6	9
7	20
8	11
9	26
10	38
11	20
12	8
13	19
14	9
15	8

Config	T = 4.84
0	5
1	18
2	14
3	15
4	10
5	10
6	21
7	17
8	22
9	38
10	25
11	12
12	12
13	15
14	16
15	6

Config	T = 4.83
0	6
1	16
2	17
3	16
4	15
5	17
6	14
7	19
8	16
9	20
10	33
11	18
12	10
13	18
14	12
15	9

Config	T = 4.82
0	7
1	22
2	10
3	19
4	11
5	17
6	18
7	19
8	14
9	31
10	19
11	17
12	13
13	20
14	12
15	7

Config	T = 4.81
0	4
1	15
2	14
3	14
4	15
5	20
6	19
7	20
8	17
9	19
10	39
11	20
12	7
13	21
14	6
15	6

Config	T = 4.8
0	14
1	14
2	11
3	17
4	13
5	25
6	13
7	20
8	14
9	22
10	22
11	16
12	16
13	13
14	14
15	12

Config	T = 4.79
0	10
1	11
2	17
3	12
4	13
5	16
6	14
7	19
8	19
9	15
10	41
11	21
12	10
13	20
14	14
15	4

Config	T = 4.78
0	6
1	18
2	13
3	15
4	14
5	9
6	23
7	11
8	19
9	25
10	36
11	17
12	13
13	20
14	12
15	5

Config	T = 4.77
0	3
1	15
2	14
3	16
4	19
5	27
6	14
7	21
8	10
9	16
10	40
11	19
12	10
13	18
14	5
15	9

Config	T = 4.76
0	6
1	16
2	16
3	13
4	12
5	10
6	24
7	17
8	25
9	36
10	21
11	14
12	8
13	17
14	12
15	9

Config	T = 4.75
0	5
1	22
2	10
3	24
4	6
5	15
6	13
7	17
8	19
9	32
10	27
11	18
12	11
13	16
14	15
15	6

Config	T = 4.74
0	5
1	22
2	14
3	22
4	12
5	8
6	17
7	10
8	19
9	23
10	28
11	20
12	15
13	20
14	17
15	4

Config	T = 4.73
0	5
1	15
2	12
3	19
4	8
5	20
6	12
7	20
8	20
9	46
10	20
11	18
12	9
13	14
14	13
15	5

Config	T = 4.72
0	5
1	15
2	12
3	20
4	16
5	27
6	16
7	18
8	17
9	14
10	30
11	22
12	12
13	17
14	8
15	7

Config	T = 4.71
0	11
1	21
2	13
3	17
4	8
5	11
6	20
7	20
8	21
9	22
10	21
11	14
12	12
13	18
14	17
15	10

Config	T = 4.7
0	6
1	24
2	7
3	20
4	13
5	19
6	25
7	17
8	15
9	24
10	17
11	15
12	17
13	19
14	11
15	7

Config	T = 4.69
0	7
1	15
2	15
3	11
4	17
5	18
6	24
7	20
8	18
9	14
10	32
11	18
12	10
13	22
14	8
15	7

Config	T = 4.68
0	5
1	18
2	12
3	15
4	14
5	17
6	17
7	18
8	12
9	24
10	40
11	18
12	11
13	21
14	9
15	5

Config	T = 4.67
0	6
1	19
2	16
3	16
4	11
5	16
6	18
7	24
8	20
9	16
10	26
11	19
12	8
13	22
14	13
15	6

Config	T = 4.66
0	6
1	19
2	12
3	21
4	10
5	18
6	14
7	18
8	18
9	24
10	29
11	17
12	13
13	15
14	15
15	7

Config	T = 4.65
0	2
1	23
2	11
3	21
4	11
5	21
6	15
7	23
8	13
9	28
10	23
11	17
12	12
13	19
14	12
15	5

Config	T = 4.64
0	10
1	13
2	14
3	14
4	16
5	21
6	16
7	18
8	15
9	16
10	32
11	23
12	11
13	22
14	9
15	6

Config	T = 4.63
0	5
1	20
2	17
3	21
4	11
5	10
6	17
7	15
8	24
9	30
10	14
11	15
12	15
13	14
14	21
15	7

Config	T = 4.62
0	8
1	16
2	14
3	15
4	14
5	13
6	30
7	14
8	29
9	14
10	22
11	23
12	6
13	24
14	6
15	8

Config	T = 4.61
0	4
1	16
2	11
3	18
4	14
5	28
6	11
7	23
8	10
9	33
10	28
11	13
12	16
13	11
14	13
15	7

Config	T = 4.6
0	8
1	11
2	11
3	17
4	13
5	21
6	20
7	13
8	24
9	34
10	21
11	20
12	13
13	14
14	11
15	5

Config	T = 4.59
0	6
1	24
2	8
3	23
4	3
5	10
6	27
7	16
8	31
9	33
10	13
11	13
12	11
13	14
14	16
15	8

Config	T = 4.58
0	7
1	11
2	13
3	15
4	14
5	22
6	18
7	17
8	21
9	30
10	25
11	17
12	15
13	13
14	14
15	4

Config	T = 4.57
0	3
1	16
2	17
3	20
4	12
5	21
6	12
7	22
8	21
9	22
10	24
11	21
12	9
13	17
14	14
15	5

Config	T = 4.56
0	4
1	23
2	11
3	19
4	10
5	14
6	19
7	19
8	16
9	32
10	22
11	15
12	14
13	19
14	15
15	4

Config	T = 4.55
0	6
1	16
2	18
3	16
4	16
5	17
6	14
7	19
8	16
9	16
10	32
11	20
12	10
13	20
14	12
15	8

Config	T = 4.54
0	8
1	14
2	10
3	18
4	13
5	21
6	16
7	14
8	17
9	27
10	32
11	20
12	14
13	16
14	11
15	5

Config	T = 4.53
0	6
1	17
2	16
3	13
4	15
5	9
6	23
7	14
8	20
9	22
10	34
11	17
12	11
13	21
14	12
15	6

Config	T = 4.52
0	6
1	15
2	13
3	17
4	13
5	22
6	17
7	20
8	19
9	34
10	13
11	14
12	19
13	12
14	19
15	3

Config	T = 4.51
0	5
1	20
2	9
3	21
4	12
