Config	T = 5
0	31
1	63
2	40
3	57
4	50
5	78
6	59
7	74
8	43
9	91
10	71
11	57
12	52
13	63
14	42
15	29

Config	T = 4.99
0	27
1	64
2	55
3	57
4	53
5	54
6	60
7	63
8	55
9	57
10	101
11	67
12	41
13	74
14	43
15	29

Config	T = 4.98
0	29
1	61
2	40
3	65
4	32
5	61
6	65
7	65
8	77
9	109
10	67
11	62
12	37
13	58
14	45
15	27

Config	T = 4.97
0	23
1	59
2	48
3	61
4	45
5	45
6	59
7	46
8	64
9	114
10	93
11	67
12	46
13	65
14	49
15	16

Config	T = 4.96
0	22
1	68
2	37
3	71
4	43
5	62
6	66
7	53
8	63
9	99
10	84
11	58
12	47
13	55
14	41
15	31

Config	T = 4.95
0	26
1	61
2	44
3	58
4	44
5	52
6	66
7	55
8	63
9	80
10	115
11	58
12	47
13	61
14	47
15	23

Config	T = 4.94
0	27
1	65
2	47
3	65
4	45
5	64
6	54
7	66
8	56
9	85
10	80
11	59
12	48
13	59
14	50
15	30

Config	T = 4.93
0	32
1	52
2	46
3	64
4	41
5	83
6	45
7	76
8	62
9	85
10	72
11	70
12	42
13	58
14	47
15	25

Config	T = 4.92
0	20
1	66
2	48
3	64
4	44
5	63
6	52
7	69
8	54
9	110
10	71
11	63
12	42
13	65
14	46
15	23

Config	T = 4.91
0	22
1	70
2	38
3	65
4	37
5	64
6	66
7	70
8	62
9	91
10	73
11	62
12	50
13	67
14	51
15	12

Config	T = 4.9
0	24
1	60
2	40
3	61
4	47
5	66
6	71
7	58
8	65
9	78
10	96
11	64
12	46
13	63
14	39
15	22

Config	T = 4.89
0	21
1	55
2	54
3	57
4	47
5	49
6	65
7	54
8	74
9	77
10	115
11	60
12	42
13	58
14	49
15	23

Config	T = 4.88
0	25
1	57
2	44
3	62
4	42
5	68
6	53
7	65
8	60
9	104
10	89
11	61
12	44
13	56
14	46
15	24

Config	T = 4.87
0	24
1	70
2	32
3	66
4	33
5	59
6	61
7	62
8	56
9	105
10	101
11	59
12	46
13	63
14	45
15	18

Config	T = 4.86
0	26
1	62
2	45
3	56
4	41
5	63
6	66
7	73
8	64
9	86
10	85
11	58
12	42
13	64
14	46
15	23

Config	T = 4.85
0	22
1	61
2	46
3	58
4	43
5	65
6	57
7	71
8	57
9	96
10	90
11	62
12	43
13	65
14	46
15	18

Config	T = 4.84
0	13
1	63
2	43
3	63
4	50
5	55
6	71
7	48
8	64
9	93
10	102
11	68
12	48
13	68
14	41
15	10

Config	T = 4.83
0	17
1	59
2	48
3	68
4	55
5	65
6	53
7	49
8	55
9	103
10	82
11	68
12	54
13	59
14	47
15	18

Config	T = 4.82
0	19
1	74
2	34
3	66
4	38
5	74
6	58
7	78
8	46
9	95
10	90
11	54
12	47
13	62
14	43
15	22

