Config	T = 5
0	12
1	30
2	23
3	26
4	20
5	25
6	26
7	32
8	25
9	43
10	32
11	21
12	20
13	25
14	23
15	17

Config	T = 4.99
0	9
1	25
2	23
3	23
4	18
5	24
6	30
7	31
8	33
9	35
10	49
11	24
12	19
13	26
14	24
15	7

Config	T = 4.98
0	13
1	29
2	19
3	27
4	20
5	27
6	30
7	28
8	27
9	34
10	35
11	28
12	22
13	30
14	21
15	10

Config	T = 4.97
0	12
1	24
2	15
3	32
4	19
5	35
6	26
7	23
8	30
9	33
10	44
11	33
12	23
13	25
14	19
15	7

Config	T = 4.96
0	10
1	28
2	19
3	29
4	12
5	24
6	19
7	30
8	27
9	60
10	40
11	28
12	17
13	27
14	24
15	6

Config	T = 4.95
0	12
1	34
2	19
3	29
4	20
5	23
6	25
7	27
8	19
9	44
10	33
11	21
12	29
13	26
14	28
15	11

Config	T = 4.94
0	11
1	23
2	19
3	26
4	18
5	24
6	35
7	22
8	39
9	33
10	52
11	29
12	16
13	26
14	17
15	10

Config	T = 4.93
0	11
1	31
2	21
3	26
4	21
5	19
6	33
7	24
8	28
9	41
10	38
11	24
12	20
13	29
14	20
15	14

Config	T = 4.92
0	7
1	34
2	19
3	31
4	18
5	23
6	30
7	27
8	28
9	45
10	29
11	28
12	21
13	31
14	22
15	7

Config	T = 4.91
0	7
1	33
2	19
3	32
4	19
5	24
6	25
7	25
8	24
9	51
10	32
11	25
12	25
13	26
14	25
15	8

Config	T = 4.9
0	6
1	27
2	25
3	28
4	23
5	26
6	29
7	27
8	32
9	32
10	38
11	31
12	18
13	30
14	20
15	8

Config	T = 4.89
0	12
1	27
2	12
3	25
4	13
5	27
6	36
7	28
8	33
9	47
10	45
11	25
12	19
13	27
14	18
15	6

Config	T = 4.88
0	7
1	27
2	14
3	31
4	16
5	28
6	25
7	22
8	27
9	58
10	47
11	28
12	22
13	24
14	20
15	4

Config	T = 4.87
0	11
1	27
2	24
3	31
4	23
5	33
6	21
7	30
8	26
9	23
10	45
11	30
12	14
13	26
14	15
15	21

Config	T = 4.86
0	8
1	30
2	22
3	27
4	20
5	25
6	29
7	30
8	28
9	39
10	35
11	29
12	18
13	32
14	20
15	8

Config	T = 4.85
0	5
1	26
2	22
3	28
4	22
5	26
6	25
7	24
8	27
9	30
10	64
11	32
12	16
13	30
14	16
15	7

Config	T = 4.84
0	6
1	30
2	20
3	29
4	22
5	33
6	21
7	32
8	18
9	54
10	32
11	26
12	21
13	27
14	19
15	10

Config	T = 4.83
0	11
1	31
2	19
3	31
4	18
5	18
6	25
7	19
8	26
9	58
10	34
11	22
12	27
13	22
14	28
15	11

Config	T = 4.82
0	7
1	29
2	22
3	31
4	24
5	27
6	22
7	23
8	22
9	32
10	48
11	31
12	24
13	29
14	22
15	7

Config	T = 4.81
0	13
1	31
2	23
3	30
4	19
5	24
6	19
7	29
8	22
9	28
10	44
11	31
12	20
13	32
14	24
15	11

Config	T = 4.8
0	10
1	26
2	21
3	27
4	21
5	33
6	23
7	32
8	24
9	42
10	39
11	26
12	19
13	25
14	19
15	13

Config	T = 4.79
0	6
1	31
2	22
3	30
4	15
5	27
6	20
7	35
8	26
9	49
10	40
11	18
12	22
13	19
14	29
15	11

Config	T = 4.78
0	12
1	23
2	27
3	22
4	17
5	20
6	28
7	31
8	37
9	33
10	46
11	30
12	12
13	31
14	22
15	9

Config	T = 4.77
0	7
1	28
2	14
