Config	T = 5
0	11
1	26
2	19
3	27
4	15
5	23
6	34
7	26
8	39
9	39
10	38
11	30
12	17
13	29
14	21
15	6

Config	T = 4.99
0	10
1	26
2	20
3	26
4	20
5	22
6	36
7	22
8	36
9	33
10	53
11	24
12	16
13	24
14	16
15	16

Config	T = 4.98
0	9
1	33
2	19
3	30
4	23
5	28
6	25
7	27
8	18
9	48
10	25
11	25
12	29
13	28
14	25
15	8

Config	T = 4.97
0	9
1	24
2	21
3	28
4	23
5	29
6	29
7	23
8	31
9	29
10	48
11	31
12	21
13	27
14	19
15	8

Config	T = 4.96
0	11
1	27
2	21
3	23
4	17
5	22
6	33
7	30
8	33
9	34
10	48
11	23
12	19
13	27
14	23
15	9

Config	T = 4.95
0	6
1	31
2	18
3	28
4	20
5	29
6	35
7	30
8	30
9	33
10	42
11	27
12	16
13	30
14	14
15	11

Config	T = 4.94
0	11
1	29
2	28
3	31
4	23
5	26
6	22
7	29
8	29
9	26
10	30
11	33
12	15
13	31
14	20
15	17

Config	T = 4.93
0	5
1	29
2	18
3	31
4	17
5	20
6	28
7	19
8	31
9	73
10	28
11	29
12	20
13	27
14	21
15	4

Config	T = 4.92
0	15
1	27
2	20
3	25
4	24
5	29
6	33
7	27
8	27
9	16
10	46
11	33
12	16
13	35
14	12
15	15

Config	T = 4.91
0	12
1	23
2	21
3	29
4	23
5	32
6	25
7	24
8	29
9	38
10	32
11	32
12	24
13	26
14	22
15	8

Config	T = 4.9
0	13
1	27
2	18
3	29
4	20
5	27
6	27
7	23
8	27
9	44
10	32
11	32
12	23
13	30
14	21
15	7

Config	T = 4.89
0	7
1	30
2	16
3	25
4	19
5	27
6	32
7	29
8	24
9	48
10	45
11	24
12	21
13	29
14	18
15	6

Config	T = 4.88
0	9
1	32
2	16
3	36
4	19
5	27
6	28
7	20
8	29
9	30
10	45
11	33
12	19
13	29
14	16
15	12

Config	T = 4.87
0	14
1	34
2	16
3	29
4	17
5	29
6	23
7	33
8	17
9	44
10	36
11	26
12	18
13	31
14	17
15	16

Config	T = 4.86
0	12
1	32
2	16
3	33
4	14
5	24
6	30
7	25
8	33
9	30
10	39
11	32
12	20
13	31
14	22
15	7

Config	T = 4.85
0	11
1	37
2	17
3	30
4	18
5	29
6	25
7	35
8	17
9	38
10	34
11	25
12	19
13	32
14	18
15	15

Config	T = 4.84
0	11
1	27
2	18
3	27
4	26
5	27
6	34
7	19
8	26
9	36
10	42
11	28
12	23
13	28
14	15
15	13

Config	T = 4.83
0	3
1	30
2	19
3	32
4	24
5	34
6	24
7	27
8	21
9	42
10	40
11	31
12	21
13	29
14	16
15	7

Config	T = 4.82
0	7
1	28
2	21
3	33
4	24
5	36
6	15
7	28
8	17
9	38
10	43
11	33
12	21
13	28
14	18
15	10

Config	T = 4.81
0	12
1	20
2	21
3	23
4	20
5	29
6	30
7	27
8	34
9	39
10	44
11	33
12	15
13	30
14	16
15	7

Config	T = 4.8
0	12
1	29
2	14
3	34
4	12
5	29
6	23
7	26
8	30
9	56
10	31
11	29
12	20
13	24
14	22
15	9

Config	T = 4.79
0	8
1	32
2	17
3	26
4	17
5	27
6	40
7	33
8	34
9	38
10	32
11	20
12	19
13	26
14	19
15	12

Config	T = 4.78
0	17
1	30
2	18
3	25
4	19
5	17
6	40
7	21
8	34
9	22
10	39
11	27
12	26
13	32
14	25
15	8

Config	T = 4.77
0	12
1	27
2	20
3	28
4	21
5	29
6	30
7	27
8	30
9	26
10	39
11	36
12	16
13	35
14	15
15	9

Config	T = 4.76
0	13
1	26
2	19
3	24
4	21
5	33
6	32
7	33
8	28
9	31
10	33
11	28
12	21
13	30
14	19
15	9

Config	T = 4.75
0	6
1	28
2	17
3	29
4	22
5	37
6	30
7	31
8	26
9	43
10	32
11	26
12	22
13	25
14	17
15	9

Config	T = 4.74
0	6
1	31
2	16
3	33
4	20
5	36
6	27
7	30
8	25
9	38
10	34
11	31
12	20
13	29
14	16
15	8

Config	T = 4.73
0	9
1	28
2	15
3	30
4	16
5	32
6	18
7	29
8	19
9	67
10	39
11	24
12	22
13	22
14	21
15	9

Config	T = 4.72
0	11
1	37
