Config	T = 5
0	23
1	68
2	46
3	76
4	44
5	77
6	45
7	71
8	55
9	74
10	74
11	72
12	38
13	64
14	40
15	33

Config	T = 4.99
0	24
1	51
2	48
3	58
4	48
5	77
6	39
7	70
8	46
9	83
10	114
11	77
12	42
13	70
14	42
15	11

Config	T = 4.98
0	30
1	70
2	43
3	58
4	45
5	53
6	71
7	63
8	57
9	78
10	89
11	57
12	43
13	69
14	41
15	33

Config	T = 4.97
0	26
1	62
2	42
3	53
4	44
5	65
6	63
7	72
8	52
9	103
10	83
11	52
12	53
13	61
14	51
15	18

Config	T = 4.96
0	14
1	62
2	52
3	64
4	42
5	68
6	59
7	76
8	71
9	73
10	90
11	61
12	40
13	59
14	50
15	19

Config	T = 4.95
0	12
1	61
2	54
3	56
4	49
5	59
6	55
7	69
8	55
9	84
10	118
11	61
12	40
13	66
14	45
15	16

Config	T = 4.94
0	15
1	72
2	46
3	73
4	42
5	61
6	60
7	64
8	65
9	97
10	69
11	60
12	43
13	59
14	47
15	27

Config	T = 4.93
0	22
1	58
2	47
3	64
4	49
5	64
6	56
7	56
8	60
9	84
10	99
11	64
12	50
13	58
14	48
15	21

Config	T = 4.92
0	20
1	63
2	40
3	62
4	40
5	60
6	66
7	61
8	65
9	98
10	101
11	61
12	40
13	62
14	40
15	21

Config	T = 4.91
0	35
1	51
2	52
3	53
4	69
5	65
6	66
7	46
8	51
9	53
10	91
11	71
12	59
13	69
14	42
15	27

Config	T = 4.9
0	11
1	60
2	60
3	60
4	53
5	51
6	64
7	58
8	71
9	87
10	89
11	68
12	37
13	68
14	44
15	19

Config	T = 4.89
0	21
1	59
2	48
3	64
4	56
5	66
6	59
7	53
8	56
9	81
10	90
11	68
12	51
13	63
14	43
15	22

Config	T = 4.88
0	18
1	54
2	46
3	52
4	43
5	70
6	56
7	75
8	57
9	97
10	118
11	65
12	31
13	67
14	34
15	17

Config	T = 4.87
0	21
1	60
2	46
3	64
4	40
5	69
6	52
7	71
8	62
9	93
10	96
11	57
12	42
13	53
14	48
15	26

Config	T = 4.86
0	22
1	63
2	47
3	65
4	50
5	57
6	63
7	52
8	62
9	100
10	81
11	60
12	46
13	58
14	43
15	31

Config	T = 4.85
0	32
1	54
2	52
3	61
4	47
5	68
6	58
7	66
8	70
9	79
10	64
11	67
12	44
13	60
14	49
15	29

Config	T = 4.84
0	23
1	66
2	44
3	60
4	38
5	63
6	56
7	75
8	56
9	78
10	110
11	59
12	39
13	65
14	45
15	23

Config	T = 4.83
0	19
1	69
2	39
3	68
4	43
5	56
6	62
7	53
8	57
9	86
10	110
11	64
12	47
13	65
14	43
15	19

Config	T = 4.82
0	24
1	66
2	48
3	62
4	44
5	58
6	62
7	66
8	62
9	73
10	90
11	61
12	46
13	65
14	50
15	23

Config	T = 4.81
0	19
1	66
2	38
3	70
4	46
5	64
6	67
7	52
8	63
9	93
10	89
11	59
12	51
13	55
14	43
15	25

Config	T = 4.8
0	22
1	57
2	45
3	59
4	41
5	63
6	64
7	65
8	70
9	88
10	98
11	63
12	41
13	61
14	45
15	18

Config	T = 4.79
0	19
1	57
2	40
3	50
4	50
5	59
6	89
7	56
8	72
9	86
10	104
11	59
12	43
13	66
14	33
15	17

Config	T = 4.78
0	24
1	65
2	37
3	63
4	43
5	68
6	71
7	64
8	63
9	94
10	76
11	57
12	49
13	59
14	43
15	24

Config	T = 4.77
0	22
1	60
2	41
3	65
4	41
5	53
6	65
7	48
8	70
9	103
10	100
11	64
12	45
13	59
14	45
15	19

Config	T = 4.76
0	25
1	67
2	49
3	65
4	43
5	68
6	54
7	76
8	58
9	66
10	76
11	64
12	48
13	66
14	54
15	21

Config	T = 4.75
0	22
1	62
2	43
3	60
4	48
5	60
6	67
7	57
8	60
9	93
10	90
11	67
12	44
13	69
14	39
15	19

Config	T = 4.74
0	23
1	62
2	37
3	60
4	40
5	62
6	64
7	61
8	59
9	108
10	98
11	61
12	43
13	63
14	40
15	19

Config	T = 4.73
0	19
1	68
2	41
3	65
4	43
5	65
6	59
7	66
8	54
9	96
10	92
11	57
12	47
13	60
14	45
15	23

Config	T = 4.72
0	21
1	54
2	37
3	61
4	41
5	66
6	63
7	55
8	66
9	84
10	133
11	67
12	40
13	60
14	36
15	16

Config	T = 4.71
0	23
1	60
2	52
3	63
4	47
5	59
6	49
7	61
8	57
9	94
10	86
11	63
12	51
13	60
14	56
15	19

Config	T = 4.7
0	24
1	61
2	42
3	60
4	45
5	72
6	56
7	70
8	52
9	99
10	83
11	49
12	60
13	50
14	57
15	20

Config	T = 4.69
0	23
1	65
2	35
3	58
4	40
5	55
6	65
7	57
8	53
9	123
10	101
11	63
12	39
13	70
14	34
15	19

Config	T = 4.68
0	19
1	72
2	40
3	59
4	45
5	52
6	79
7	60
8	61
9	106
10	76
11	52
12	48
13	65
14	43
15	23

Config	T = 4.67
0	16
1	67
2	42
3	72
4	53
5	55
6	59
7	39
8	53
9	92
10	108
11	70
12	49
13	65
14	38
15	22

Config	T = 4.66
0	24
1	65
2	47
3	59
4	42
5	49
6	71
7	60
8	70
9	108
10	69
11	58
12	42
13	64
14	47
15	25

Config	T = 4.65
0	20
1	64
2	39
3	62
4	42
5	60
6	66
7	59
8	61
9	102
10	97
11	61
12	44
13	63
14	41
15	19

Config	T = 4.64
0	20
1	59
2	47
3	59
4	42
5	61
6	60
7	66
8	65
9	86
10	105
11	62
12	42
13	62
14	47
15	17

Config	T = 4.63
0	18
1	64
2	44
3	57
4	50
5	64
6	71
7	65
8	58
9	82
10	92
11	60
12	49
13	67
14	43
15	16

Config	T = 4.62
0	19
1	61
2	43
3	57
4	47
5	77
6	58
7	77
8	50
9	95
10	83
11	64
12	46
13	68
14	42
15	13

Config	T = 4.61
0	21
1	60
2	42
3	53
4	40
5	58
6	66
7	67
8	61
9	112
10	101
11	53
12	43
13	60
14	45
15	18

Config	T = 4.6
0	16
1	65
2	41
3	70
4	44
5	76
6	57
7	68
8	59
9	90
10	89
11	65
12	38
13	60
14	35
15	27

Config	T = 4.59
0	15
1	64
2	38
3	61
4	45
5	67
6	66
7	63
8	56
9	79
10	121
11	57
