5	0.0141927	0.000202923
4.99	0.0146273	0.00021274
4.98	0.0136466	0.000189389
4.97	0.0140411	0.00019589
4.96	0.0146761	0.000210589
4.95	0.0144708	0.00020215
4.94	0.0143778	0.000202029
4.93	0.0143222	0.000202974
4.92	0.0141929	0.000204651
4.91	0.0145556	0.000205811
4.9	0.0143812	0.000204285
4.89	0.0146407	0.000204835
4.88	0.0149627	0.000209615
4.87	0.0147028	0.000210034
4.86	0.0147886	0.000205727
4.85	0.0146343	0.000210746
4.84	0.0147213	0.000206719
4.83	0.0147572	0.000207549
4.82	0.0148358	0.000210352
4.81	0.0152959	0.000219414
4.8	0.0149207	0.000211751
4.79	0.0151755	0.000208036
4.78	0.0153699	0.000219528
4.77	0.0152338	0.000219258
4.76	0.0151295	0.000212891
4.75	0.0152258	0.000218143
4.74	0.0152424	0.000211274
4.73	0.0156241	0.00022135
4.72	0.0152242	0.000212879
4.71	0.0154146	0.000215422
4.7	0.0155139	0.000217773
4.69	0.0157162	0.000216639
4.68	0.0155021	0.000215372
4.67	0.0157397	0.000218046
4.66	0.0155681	0.000219894
4.65	0.0150658	0.000216226
4.64	0.0156386	0.00022245
4.63	0.0157433	0.00022068
4.62	0.0159579	0.000225015
4.61	0.0158196	0.000223738
4.6	0.0157233	0.000222067
4.59	0.0160908	0.000223497
4.58	0.0159471	0.000224341
4.57	0.0159642	0.000230443
4.56	0.0160678	0.00022648
4.55	0.016571	0.0002321
4.54	0.0155776	0.000223108
4.53	0.0158389	0.0002274
4.52	0.0160578	0.00022878
4.51	0.0159938	0.000226941
4.5	0.016548	0.000238595
4.49	0.0168561	0.000238375
4.48	0.0162499	0.000227793
4.47	0.01644	0.00023453
4.46	0.016606	0.000230736
4.45	0.016643	0.00024103
4.44	0.0167538	0.000231617
4.43	0.0163509	0.0002328
4.42	0.0165768	0.000231674
4.41	0.0171427	0.000243263
4.4	0.0164538	0.000234083
4.39	0.0166969	0.000239751
4.38	0.017035	0.000238215
4.37	0.0167557	0.0002376
4.36	0.0169444	0.000243092
4.35	0.0171679	0.000245546
4.34	0.0176055	0.000249331
4.33	0.0172309	0.000242435
4.32	0.0176077	0.000247107
4.31	0.0171002	0.000243419
4.3	0.0172804	0.000241254
4.29	0.017564	0.00024645
4.28	0.0173432	0.000248714
4.27	0.0172436	0.000238279
4.26	0.0181619	0.000256085
4.25	0.0179039	0.000249269
4.24	0.017739	0.000256403
4.23	0.0177646	0.000253144
4.22	0.0182077	0.000255513
4.21	0.0177243	0.000252817
4.2	0.0182355	0.000261922
4.19	0.0180058	0.000257651
4.18	0.0181717	0.00025504
4.17	0.0182659	0.000258024
4.16	0.0183846	0.000266369
4.15	0.018589	0.000263404
4.14	0.0185821	0.000268959
4.13	0.0182685	0.000255068
4.12	0.0189687	0.000269245
4.11	0.0189227	0.000266041
4.1	0.0188597	0.000264922
4.09	0.0189263	0.000260989
4.08	0.0187006	0.000264053
4.07	0.0185997	0.000258545
4.06	0.0189451	0.000269416
