Config	T = 5
0	22
1	55
2	55
3	55
4	43
5	55
6	61
7	67
8	73
9	88
10	90
11	61
12	43
13	61
14	55
15	16

Config	T = 4.99
0	17
1	79
2	41
3	71
4	42
5	57
6	70
7	64
8	61
9	80
10	78
11	48
12	55
13	56
14	54
15	27

Config	T = 4.98
0	24
1	59
2	47
3	62
4	43
5	51
6	69
7	52
8	76
9	94
10	78
11	71
12	44
13	68
14	48
15	14

Config	T = 4.97
0	21
1	62
2	48
3	62
4	51
5	64
6	62
7	61
8	59
9	75
10	98
11	60
12	46
13	60
14	43
15	28

Config	T = 4.96
0	24
1	60
2	48
3	61
4	53
5	56
6	64
7	50
8	60
9	66
10	115
11	64
12	47
13	63
14	42
15	27

Config	T = 4.95
0	24
1	62
2	45
3	65
4	45
5	58
6	51
7	55
8	54
9	112
10	89
11	67
12	42
13	64
14	42
15	25

Config	T = 4.94
0	23
1	65
2	45
3	70
4	38
5	59
6	54
7	61
8	66
9	86
10	90
11	61
12	49
13	56
14	56
15	21

Config	T = 4.93
0	26
1	60
2	39
3	63
4	45
5	64
6	60
7	55
8	57
9	91
10	104
11	73
12	38
13	70
14	32
15	23

Config	T = 4.92
0	14
1	61
2	52
3	55
4	51
5	56
6	70
7	63
8	65
9	68
10	117
11	71
12	30
13	77
14	31
15	19

Config	T = 4.91
0	18
1	62
2	55
3	59
4	50
5	47
6	61
7	55
8	63
9	104
10	84
11	66
12	41
13	69
14	46
15	20

Config	T = 4.9
0	26
1	73
2	35
3	66
4	40
5	57
6	64
7	59
8	52
9	105
10	79
11	60
12	50
13	67
14	45
15	22

Config	T = 4.89
0	17
1	54
2	45
3	56
4	46
5	61
6	66
7	58
8	67
9	95
10	116
11	63
12	40
13	61
14	39
15	16

Config	T = 4.88
0	17
1	59
2	51
3	58
4	49
5	61
6	56
7	64
8	57
9	98
10	98
11	56
12	49
13	57
14	51
15	19

Config	T = 4.87
0	23
1	57
2	51
3	56
4	51
5	55
6	70
7	56
8	69
9	75
10	92
11	73
12	41
13	74
14	41
15	16

Config	T = 4.86
0	14
1	68
2	41
3	62
4	42
5	60
6	65
7	65
8	58
9	105
10	96
11	53
12	48
13	59
14	47
15	17

Config	T = 4.85
0	20
1	70
2	46
3	63
4	43
5	61
6	64
7	71
8	60
9	81
10	86
11	50
12	49
13	57
14	52
15	27

Config	T = 4.84
0	17
1	67
2	55
3	56
4	48
5	54
6	55
7	72
8	51
9	81
10	102
11	71
12	32
13	82
14	39
15	18

Config	T = 4.83
0	24
1	66
2	39
3	64
4	43
5	79
6	64
7	77
8	58
9	89
10	63
11	66
12	39
13	68
14	35
15	26

Config	T = 4.82
0	20
1	74
2	44
3	63
4	43
5	57
6	62
7	69
8	52
9	83
10	90
11	61
12	44
13	72
14	45
15	21

Config	T = 4.81
0	22
1	70
2	29
3	68
4	32
5	59
6	73
7	58
8	68
9	138
10	62
11	45
12	55
13	47
14	52
15	22

Config	T = 4.8
0	18
1	69
2	35
3	67
4	39
5	64
6	68
7	62
8	62
9	104
10	92
11	58
12	40
13	60
14	36
15	26

Config	T = 4.79
0	13
1	64
2	49
3	61
4	48
5	58
6	67
7	62
8	65
9	80
10	106
11	54
12	47
13	57
14	48
15	21

Config	T = 4.78
0	27
1	66
2	43
3	60
4	37
5	61
6	62
7	73
8	62
9	85
10	94
11	59
12	35
13	65
14	41
15	30

Config	T = 4.77
0	18
1	64
2	39
3	63
4	48
5	60
6	62
7	52
8	52
9	120
10	94
11	59
12	48
13	60
14	39
15	22

Config	T = 4.76
0	21
1	65
2	37
3	75
4	51
5	75
6	58
7	51
8	54
9	91
10	76
11	70
12	53
13	60
14	39
15	24

Config	T = 4.75
0	19
1	65
2	42
3	69
4	49
5	65
6	65
7	54
8	62
9	98
10	75
11	59
12	52
13	55
14	45
15	26

Config	T = 4.74
0	23
1	58
2	42
3	57
4	44
5	67
6	69
7	66
8	66
9	100
10	85
11	65
12	35
13	66
14	33
15	24

Config	T = 4.73
0	20
1	58
2	48
3	64
4	40
5	55
6	65
7	57
8	79
9	93
10	90
11	64
12	41
13	58
14	49
15	19

Config	T = 4.72
0	15
1	61
2	45
3	69
4	54
5	71
6	58
7	54
8	57
9	94
10	90
11	62
12	49
13	54
14	40
15	27

Config	T = 4.71
0	14
1	72
2	32
3	73
4	38
5	73
6	67
7	66
8	62
9	86
10	95
11	64
12	40
13	63
14	34
15	21

Config	T = 4.7
0	17
1	57
2	48
3	60
4	50
5	60
6	65
7	55
8	66
9	95
10	98
11	61
12	46
13	58
14	44
15	20

Config	T = 4.69
0	24
1	58
2	49
3	54
4	39
5	48
6	65
7	62
8	71
9	100
10	103
11	57
12	39
13	61
14	49
15	21

Config	T = 4.68
0	27
1	64
2	40
3	66
4	46
5	67
6	60
7	59
8	56
9	92
10	79
11	62
12	51
13	60
14	45
15	26

Config	T = 4.67
0	15
1	73
2	41
3	70
4	43
5	56
6	68
7	57
8	63
9	107
10	71
11	53
12	54
13	56
14	52
15	21

Config	T = 4.66
0	20
1	67
2	39
3	68
4	35
5	69
6	56
7	72
8	61
9	109
10	79
11	55
12	44
13	54
14	48
15	24

Config	T = 4.65
0	17
1	61
2	42
3	59
4	46
5	57
6	76
7	55
8	70
9	84
10	109
11	63
12	41
13	65
14	37
15	18

Config	T = 4.64
0	16
1	66
2	37
3	62
4	40
5	68
6	58
7	69
8	51
9	111
10	105
11	56
12	42
13	60
14	39
15	20

Config	T = 4.63
0	19
1	74
2	35
3	62
4	37
5	50
6	88
7	60
8	74
9	98
10	71
11	54
12	50
13	66
14	48
15	14

Config	T = 4.62
0	22
1	65
2	38
3	71
4	35
