Config	T = 5
0	10
1	25
2	18
3	31
4	18
5	32
6	25
7	26
8	31
9	47
10	38
11	29
12	17
13	23
14	17
15	13

Config	T = 4.99
0	12
1	29
2	21
3	29
4	20
5	28
6	24
7	29
8	25
9	30
10	41
11	29
12	21
13	29
14	22
15	11

Config	T = 4.98
0	8
1	25
2	19
3	27
4	17
5	23
6	31
7	23
8	35
9	56
10	37
11	30
12	17
13	28
14	19
15	5

Config	T = 4.97
0	9
1	23
2	17
3	27
4	18
5	37
6	29
7	32
8	32
9	44
10	35
11	28
12	20
13	24
14	19
15	6

Config	T = 4.96
0	8
1	29
2	18
3	29
4	22
5	33
6	22
7	29
8	18
9	56
10	31
11	26
12	24
13	26
14	20
15	9

Config	T = 4.95
0	11
1	32
2	17
3	28
4	15
5	32
6	19
7	38
8	17
9	51
10	32
11	24
12	24
13	28
14	26
15	6

Config	T = 4.94
0	7
1	29
2	13
3	35
4	11
5	32
6	26
7	28
8	34
9	66
10	24
11	26
12	20
13	20
14	22
15	7

Config	T = 4.93
0	12
1	31
2	15
3	28
4	18
5	32
6	33
7	32
8	27
9	37
10	29
11	25
12	23
13	28
14	20
15	10

Config	T = 4.92
0	9
1	24
2	25
3	25
4	26
5	25
6	30
7	23
8	30
9	37
10	38
11	29
12	21
13	28
14	20
15	10

Config	T = 4.91
0	11
1	31
2	16
3	27
4	18
5	28
6	29
7	30
8	23
9	39
10	44
11	22
12	24
13	26
14	22
15	10

Config	T = 4.9
0	13
1	25
2	22
3	27
4	20
5	24
6	25
7	24
8	29
9	33
10	44
11	37
12	17
13	35
14	19
15	6

Config	T = 4.89
0	16
1	25
2	23
3	24
4	15
5	13
6	28
7	22
8	35
9	43
10	46
11	30
12	16
13	31
14	24
15	9

Config	T = 4.88
0	6
1	33
2	20
3	27
4	21
5	27
6	27
7	32
8	20
9	46
10	40
11	25
12	17
13	31
14	16
15	12

Config	T = 4.87
0	9
1	29
2	26
3	27
4	21
5	29
6	19
7	36
8	22
9	33
10	45
11	26
12	14
13	28
14	19
15	17

Config	T = 4.86
0	8
1	27
2	22
3	29
4	22
5	31
6	22
7	29
8	24
9	32
10	52
11	29
12	16
13	27
14	16
15	14

Config	T = 4.85
0	11
1	25
2	20
3	25
4	13
5	23
6	22
7	30
8	29
9	56
10	43
11	28
12	19
13	28
14	26
15	2

Config	T = 4.84
0	9
1	22
2	27
3	25
4	19
5	33
6	15
7	38
8	26
9	43
10	41
11	32
12	12
13	29
14	20
15	9

Config	T = 4.83
