Config	T = 5
0	32
1	108
2	102
3	110
4	94
5	96
6	102
7	102
8	112
9	136
10	172
11	122
12	70
13	120
14	78
15	44

Config	T = 4.99
0	46
1	110
2	79
3	114
4	80
5	108
6	107
7	103
8	110
9	167
10	143
11	121
12	77
13	117
14	76
15	42

Config	T = 4.98
0	45
1	116
2	65
3	109
4	72
5	111
6	124
7	111
8	110
9	190
10	136
11	99
12	86
13	106
14	79
15	41

Config	T = 4.97
0	38
1	100
2	76
3	98
4	77
5	119
6	104
7	120
8	101
9	192
10	178
11	104
12	79
13	106
14	78
15	30

Config	T = 4.96
0	30
1	109
2	80
3	108
4	88
5	106
6	118
7	99
8	109
9	170
10	184
11	101
12	79
13	102
14	71
15	46

Config	T = 4.95
0	36
1	112
2	79
3	103
4	78
5	107
6	103
7	117
8	95
9	173
10	187
11	110
12	73
13	119
14	74
15	34

Config	T = 4.94
0	39
1	115
2	82
3	104
4	86
5	97
6	113
7	104
8	98
9	167
10	176
11	103
12	80
13	114
14	76
15	46

Config	T = 4.93
0	38
1	108
2	70
3	113
4	75
5	121
6	109
7	111
8	109
9	169
10	167
11	117
12	77
13	112
14	72
15	32

Config	T = 4.92
0	35
1	101
2	97
3	104
4	91
5	123
6	83
7	126
8	92
9	134
10	196
11	117
12	68
13	114
14	74
15	45

Config	T = 4.91
0	41
1	106
2	80
3	109
4	91
5	121
6	96
7	107
8	88
9	158
10	182
11	126
12	68
13	123
14	57
15	47

Config	T = 4.9
0	33
1	124
2	68
3	120
4	68
5	103
6	112
7	107
8	108
9	189
10	156
11	106
12	81
13	110
14	81
15	34

Config	T = 4.89
0	33
1	122
2	73
3	115
4	76
5	106
6	105
7	110
8	95
9	178
10	170
11	110
12	79
13	117
14	76
15	35

Config	T = 4.88
0	41
1	110
2	77
3	110
4	80
5	108
6	128
7	105
8	125
9	151
10	144
11	116
12	77
13	116
14	74
15	38

Config	T = 4.87
0	45
1	109
2	77
3	117
4	77
5	111
6	114
7	103
8	122
9	158
10	132
11	115
12	89
13	107
14	89
15	35

Config	T = 4.86
0	41
1	119
2	70
3	119
4	77
5	111
6	111
7	104
8	104
9	170
10	141
11	129
12	74
13	129
14	67
15	34

Config	T = 4.85
0	42
1	106
2	78
3	105
4	79
5	121
6	111
7	121
8	109
9	156
10	149
11	114
12	83
13	115
14	82
15	29

Config	T = 4.84
0	42
1	116
2	70
3	120
4	75
5	103
6	118
7	94
8	117
9	165
10	151
11	120
12	81
13	116
14	76
15	36

Config	T = 4.83
0	36
1	123
2	86
3	114
4	72
5	106
6	106
7	129
8	111
9	163
10	130
11	106
12	73
13	115
14	87
15	43

Config	T = 4.82
0	46
1	114
2	65
3	113
4	67
5	110
6	123
7	109
8	120
9	187
10	135
11	107
12	79
13	108
14	77
15	40

Config	T = 4.81
0	33
1	112
2	85
3	113
4	80
5	112
6	106
7	116
8	112
9	152
10	161
11	107
12	81
13	106
14	86
15	38

Config	T = 4.8
0	39
1	108
2	77
3	99
4	74
5	110
6	106
7	122
8	100
9	222
10	145
11	90
12	84
13	99
14	87
15	38

Config	T = 4.79
0	29
1	112
2	71
3	102
4	79
5	108
6	127
7	110
8	109
9	174
10	182
11	101
12	84
13	111
14	76
15	25

Config	T = 4.78
0	37
1	114
2	85
3	116
4	74
5	87
6	117
7	96
8	130
9	173
10	138
11	124
12	73
13	122
14	84
15	30

Config	T = 4.77
0	34
1	125
2	64
3	116
4	63
5	124
6	119
7	134
8	111
9	147
10	161
11	101
12	78
13	110
14	79
15	34

Config	T = 4.76
0	38
1	110
2	77
3	110
4	70
5	109
6	112
7	116
8	119
9	148
10	177
11	117
12	72
13	117
14	79
15	29

Config	T = 4.75
0	39
1	117
2	69
3	112
4	78
5	127
