Config	T = 5
0	21
1	60
2	42
3	68
4	39
5	69
6	56
7	64
8	67
9	98
10	85
11	68
12	40
13	60
14	43
15	20

Config	T = 4.99
0	18
1	60
2	42
3	53
4	47
5	60
6	83
7	62
8	71
9	89
10	97
11	56
12	42
13	63
14	37
15	20

Config	T = 4.98
0	27
1	62
2	48
3	66
4	47
5	55
6	47
7	52
8	52
9	85
10	103
11	78
12	41
13	74
14	42
15	21

Config	T = 4.97
0	22
1	58
2	57
3	43
4	55
5	65
6	52
7	82
8	39
9	88
10	102
11	55
12	45
13	70
14	47
15	20

Config	T = 4.96
0	19
1	59
2	40
3	71
4	42
5	70
6	56
7	56
8	66
9	93
10	98
11	66
12	46
13	54
14	44
15	20

Config	T = 4.95
0	20
1	56
2	39
3	65
4	43
5	57
6	68
7	44
8	73
9	101
10	108
11	58
12	53
13	49
14	49
15	17

Config	T = 4.94
0	25
1	63
2	42
3	71
4	39
5	69
6	50
7	64
8	61
9	118
10	65
11	61
12	42
13	53
14	45
15	32

Config	T = 4.93
0	18
1	70
2	32
3	74
4	40
5	67
6	68
7	55
8	64
9	114
10	77
11	55
12	46
13	51
14	38
15	31

Config	T = 4.92
0	24
1	55
2	39
3	67
4	40
5	75
6	47
7	62
8	58
9	107
10	95
11	65
12	48
13	53
14	47
15	18

Config	T = 4.91
0	17
1	71
2	34
3	69
4	31
5	60
6	66
7	65
8	67
9	112
10	87
11	58
12	41
13	60
14	44
15	18

Config	T = 4.9
0	19
1	66
2	41
3	63
4	40
5	49
6	70
7	53
8	68
9	118
10	83
11	58
12	46
13	61
14	47
15	18

Config	T = 4.89
0	26
1	61
2	50
3	65
4	39
5	60
6	59
7	67
8	74
9	97
10	60
11	62
12	43
13	58
14	54
15	25

Config	T = 4.88
0	20
1	68
2	45
3	61
4	45
5	60
6	59
7	67
8	52
9	87
10	95
11	56
12	52
13	63
14	52
15	18

Config	T = 4.87
0	27
1	66
2	43
3	68
4	41
5	57
6	58
7	57
8	62
9	101
10	71
11	65
12	48
13	63
14	50
15	23

Config	T = 4.86
0	17
1	60
2	43
3	59
4	44
5	71
6	55
7	71
8	53
9	106
10	105
11	53
12	43
13	54
14	42
15	24

Config	T = 4.85
0	20
1	66
2	43
3	59
4	37
5	62
6	62
7	75
8	61
9	91
10	95
11	63
12	37
13	70
14	43
15	16

Config	T = 4.84
0	19
1	65
2	41
3	60
4	42
5	69
6	60
7	73
8	54
9	98
10	85
11	60
12	49
13	65
14	48
15	12

Config	T = 4.83
0	13
1	71
2	44
3	72
4	40
5	51
6	65
7	54
8	70
9	103
10	83
11	63
12	43
13	62
14	47
15	19

Config	T = 4.82
0	32
1	67
2	37
3	64
4	34
5	61
6	66
7	67
8	66
9	78
10	88
11	59
12	45
13	62
14	48
15	26

Config	T = 4.81
0	24
1	68
2	41
3	69
4	41
5	51
6	65
7	50
8	66
9	88
10	89
11	75
12	40
13	74
14	40
15	19

Config	T = 4.8
0	23
1	61
2	51
3	56
4	47
5	63
6	55
7	72
8	54
9	95
10	80
11	69
12	39
13	74
14	43
15	18

Config	T = 4.79
0	19
1	52
2	49
3	57
4	56
5	61
6	59
7	49
8	57
9	91
10	114
11	73
12	43
13	68
14	36
15	16

Config	T = 4.78
0	17
1	64
2	41
3	64
4	41
5	67
6	61
7	67
8	61
9	103
10	89
11	60
12	43
13	60
14	43
15	19

Config	T = 4.77
0	20
1	53
2	55
3	52
4	56
5	68
6	54
7	68
8	52
9	78
10	109
11	69
12	38
13	70
14	37
15	21

Config	T = 4.76
0	23
1	61
2	46
3	62
4	45
5	53
6	64
7	53
8	66
9	102
10	87
11	70
12	38
13	69
14	39
15	22

Config	T = 4.75
0	26
1	59
2	36
3	63
4	38
5	69
6	64
7	63
8	66
9	124
10	68
11	56
12	47
13	52
14	45
15	24

Config	T = 4.74
0	23
1	62
2	44
3	63
4	39
5	61
6	64
7	65
8	70
9	87
10	85
11	71
12	37
13	70
14	42
15	17

Config	T = 4.73
0	16
1	59
2	43
3	64
4	44
5	57
6	63
7	51
8	67
9	122
10	90
11	58
12	48
13	53
14	47
15	18

Config	T = 4.72
0	27
1	48
2	56
3	43
4	61
5	74
6	66
7	74
8	56
9	63
10	95
11	70
12	36
13	75
14	31
15	25

Config	T = 4.71
0	21
1	62
2	43
3	62
4	46
5	66
6	71
7	63
8	68
9	79
10	87
11	62
12	44
13	62
14	41
15	23

Config	T = 4.7
0	19
1	68
2	45
3	69
4	44
5	64
6	55
7	64
8	57
9	104
10	70
11	59
12	50
13	58
14	51
15	23

Config	T = 4.69
0	18
1	61
2	41
3	62
4	40
5	59
6	71
7	59
8	73
9	117
10	79
11	61
12	39
13	60
14	40
15	20

Config	T = 4.68
0	16
1	60
2	48
3	65
4	37
5	61
6	49
7	67
8	65
9	114
10	91
11	62
12	41
13	57
14	52
15	15

Config	T = 4.67
0	19
1	73
2	43
3	69
4	35
5	70
6	44
7	82
8	48
9	97
10	82
11	58
12	45
13	62
14	53
15	20

Config	T = 4.66
0	19
1	65
2	35
3	64
4	41
5	69
6	69
7	64
8	62
9	95
10	96
11	56
12	46
13	57
14	40
15	22

Config	T = 4.65
0	20
1	65
2	37
3	66
4	31
5	67
6	54
7	72
8	61
9	119
10	87
11	64
12	35
13	63
14	41
15	18

Config	T = 4.64
0	15
1	57
2	51
3	54
4	55
5	73
6	60
7	72
8	53
9	65
10	113
11	64
12	45
13	67
14	41
15	15

Config	T = 4.63
0	17
1	60
2	48
3	61
4	50
5	69
6	72
7	66
8	71
9	72
10	84
11	60
12	45
13	59
14	43
15	23

Config	T = 4.62
0	22
1	56
2	53
3	61
4	49
5	65
6	54
7	64
8	63
9	82
10	88
11	66
12	46
13	61
14	50
15	20

Config	T = 4.61
0	21
1	68
2	39
3	53
4	47
5	57
6	79
7	64
8	56
9	103
10	85
11	57
12	43
13	72
14	35
15	21

Config	T = 4.6
0	24
1	58
2	37
3	61
4	45
5	69
6	67
7	58
8	62
9	95
10	91
11	60
12	54
13	57
14	46
15	16

Config	T = 4.59
0	24
1	65
2	41
3	66
4	47
5	62
6	60
7	55
8	55
9	88
10	91
11	69
12	47
13	68
14	41
15	21

Config	T = 4.58
0	25
1	65
2	43
3	55
4	35
5	63
6	55
7	81
8	53
9	103
10	96
11	50
12	43
13	60
14	51
15	22

Config	T = 4.57
0	16
1	52
2	50
3	65
4	44
5	70
6	52
7	63
8	71
9	92
10	98
11	68
12	41
13	55
14	47
15	16

Config	T = 4.56
0	19
1	61
2	43
3	55
4	43
5	54
6	80
7	60
8	74
9	102
10	92
11	51
12	43
13	57
14	43
15	23

Config	T = 4.55
0	16
1	70
2	49
3	67
4	39
5	56
6	59
7	69
8	66
9	103
10	74
11	52
12	45
13	55
14	55
15	25

Config	T = 4.54
0	29
1	60
2	47
3	60
4	31
5	52
6	57
7	68
8	73
9	103
10	91
11	55
12	38
13	55
14	54
15	27

Config	T = 4.53
0	25
1	65
2	48
3	75
4	38
5	57
6	57
7	57
8	77
9	86
10	67
11	63
12	47
13	53
14	57
15	28

Config	T = 4.52
0	24
1	58
2	45
3	60
4	52
5	62
6	72
7	53
8	67
9	86
10	86
11	59
12	49
13	57
14	42
15	28

Config	T = 4.51
0	13
1	64
2	42
3	62
4	52
5	61
6	72
7	53
8	60
9	99
10	100
11	62
12	41
13	64
14	31
15	24

Config	T = 4.5
0	26
1	56
2	47
3	57
4	45
5	68
6	55
7	69
8	58
9	89
10	93
11	73
12	35
13	72
14	37
15	20

Config	T = 4.49
0	18
1	70
2	37
3	75
4	38
5	61
6	62
7	55
8	66
9	114
10	77
11	52
12	50
13	47
14	49
15	29

Config	T = 4.48
0	23
1	53
2	35
3	59
4	36
5	74
6	64
7	67
8	69
9	113
10	92
11	60
12	44
13	54
14	43
15	14

Config	T = 4.47
0	17
1	65
2	43
3	66
4	49
5	57
6	69
7	50
8	64
9	101
10	91
11	59
12	44
13	58
14	38
15	29

Config	T = 4.46
0	26
1	53
2	43
3	67
4	42
5	75
6	41
7	62
8	56
9	99
10	91
11	72
12	51
13	58
14	52
15	12

Config	T = 4.45
0	21
1	67
2	39
3	67
4	41
5	67
6	57
7	65
8	55
9	114
10	71
11	56
12	53
13	56
14	51
15	20

Config	T = 4.44
0	15
1	72
2	36
3	65
4	34
5	56
6	70
7	65
8	65
9	113
10	89
11	54
12	43
13	61
14	45
15	17

Config	T = 4.43
0	15
1	72
2	38
3	79
4	35
5	63
6	45
7	59
8	55
9	128
10	83
11	62
12	41
13	55
14	44
15	26

Config	T = 4.42
0	19
1	73
2	43
3	67
4	37
5	52
6	55
7	64
8	55
9	119
10	78
11	57
12	46
13	63
14	52
15	20

Config	T = 4.41
0	24
1	66
2	43
3	60
4	42
5	60
6	67
7	67
8	62
9	82
10	81
11	70
12	43
13	76
14	44
15	13

Config	T = 4.4
0	17
1	61
2	45
3	65
4	45
5	75
6	44
7	71
8	48
9	101
10	92
11	74
12	39
13	70
14	39
15	14

Config	T = 4.39
0	13
1	58
2	44
3	67
4	46
5	66
6	62
7	55
8	69
9	119
10	77
11	60
12	49
13	51
14	47
15	17

Config	T = 4.38
0	22
1	63
2	39
3	61
4	42
5	60
6	63
7	59
8	58
9	90
10	121
11	60
12	38
13	62
14	35
15	27

Config	T = 4.37
0	13
1	66
2	41
3	60
4	46
5	55
6	76
7	56
8	65
9	105
10	89
11	59
12	49
13	65
14	44
15	11

Config	T = 4.36
0	12
1	69
2	50
3	66
4	46
5	56
6	57
7	63
8	58
9	88
10	102
11	54
12	48
13	57
14	52
15	22

Config	T = 4.35
0	25
1	59
2	48
3	66
4	47
5	49
6	64
7	43
8	72
9	92
10	89
11	71
12	43
13	64
14	44
15	24

Config	T = 4.34
0	20
1	58
2	47
3	52
4	50
5	55
6	69
7	58
8	60
9	96
10	107
11	59
12	44
13	65
14	41
15	19

Config	T = 4.33
0	22
1	68
2	42
3	64
4	35
5	46
6	61
7	57
8	64
9	105
10	103
11	64
12	37
13	68
14	44
15	20

Config	T = 4.32
0	19
1	57
2	45
3	68
4	41
5	65
6	59
7	58
8	74
9	89
10	91
11	70
12	43
13	59
14	47
15	15

Config	T = 4.31
0	19
1	60
2	51
3	58
4	41
5	67
6	53
7	79
8	61
9	78
10	104
11	65
12	34
13	67
14	44
15	19

Config	T = 4.3
0	19
1	68
2	43
3	67
4	37
5	58
6	56
7	65
8	61
9	102
10	90
11	56
12	48
13	57
14	54
15	19

Config	T = 4.29
0	18
1	62
2	37
3	59
4	37
5	65
6	65
7	68
8	62
9	128
10	84
11	54
12	44
13	57
14	44
15	16

Config	T = 4.28
0	25
1	67
2	34
3	62
4	36
5	58
6	60
7	61
8	53
9	143
10	77
11	49
12	49
13	54
14	47
15	25

Config	T = 4.27
0	11
1	68
2	42
3	66
4	39
5	49
6	64
7	54
8	65
9	102
10	119
11	59
12	41
13	61
14	44
15	16

Config	T = 4.26
0	18
1	65
2	38
3	66
4	40
5	64
6	69
7	61
8	68
9	111
10	78
11	52
12	49
13	51
14	47
15	23

Config	T = 4.25
0	18
1	68
2	39
3	66
4	35
5	70
6	53
7	76
8	55
9	111
10	85
11	62
12	37
13	64
14	41
15	20

Config	T = 4.24
0	19
1	72
2	36
3	68
4	35
5	63
6	69
7	68
8	66
9	100
10	77
11	54
12	46
13	58
14	47
15	22

Config	T = 4.23
0	19
1	67
2	43
3	64
4	46
5	74
6	46
7	74
8	40
9	105
10	80
11	61
12	52
13	64
14	49
15	16

Config	T = 4.22
0	15
1	64
2	35
3	69
4	44
5	75
6	56
7	61
8	52
9	84
10	120
11	70
12	41
13	65
14	32
15	17

Config	T = 4.21
0	17
1	67
2	44
3	63
4	36
5	74
6	55
7	86
8	59
9	85
10	91
11	62
12	33
13	66
14	41
15	21

Config	T = 4.2
0	14
1	63
2	44
3	70
4	47
5	60
6	62
7	50
8	66
9	99
10	95
11	60
12	49
13	53
14	46
15	22

Config	T = 4.19
0	17
1	61
2	40
3	59
4	43
5	53
6	84
7	52
8	79
9	106
10	81
11	60
12	47
13	62
14	44
15	12

Config	T = 4.18
0	15
1	61
2	48
3	65
4	43
5	71
6	41
7	72
8	50
9	108
10	98
11	65
12	39
13	61
14	44
15	19

Config	T = 4.17
0	12
1	74
2	38
3	78
4	35
5	63
6	55
7	62
8	62
9	123
10	74
11	54
12	46
13	50
14	49
15	25

Config	T = 4.16
0	16
1	61
2	43
3	59
4	40
5	55
6	76
7	60
8	77
9	103
10	93
11	58
12	39
13	60
14	42
15	18

Config	T = 4.15
0	23
1	45
2	50
3	50
4	54
5	47
6	80
7	38
8	81
9	78
10	125
11	61
12	50
13	56
14	46
15	16

Config	T = 4.14
0	22
1	65
2	42
3	61
4	37
5	46
6	69
7	55
8	70
9	92
10	108
11	62
12	42
13	66
14	47
15	16

Config	T = 4.13
0	14
1	58
2	37
3	60
4	37
5	77
6	61
7	75
8	63
9	94
10	111
11	60
12	44
13	58
14	44
15	7

Config	T = 4.12
0	15
1	72
2	34
3	73
4	32
5	68
6	58
7	69
8	61
9	99
10	99
11	56
12	43
13	55
14	45
15	21

Config	T = 4.11
0	22
1	72
2	37
3	70
4	36
5	59
6	66
7	62
8	65
9	94
10	79
11	62
12	45
13	64
14	46
15	21

Config	T = 4.1
0	17
1	60
2	46
3	56
4	48
5	64
6	61
7	66
8	55
9	98
10	105
11	56
12	45
13	60
14	43
15	20

Config	T = 4.09
0	22
1	56
2	50
3	61
4	48
5	60
6	54
7	57
8	61
9	92
10	102
11	70
12	39
13	65
14	41
15	22

Config	T = 4.08
0	17
1	62
2	48
3	72
4	41
5	66
6	45
7	63
8	62
9	95
10	90
11	73
12	39
13	63
14	46
15	18

Config	T = 4.07
0	26
1	57
2	42
3	54
4	43
5	48
6	73
7	50
8	69
9	102
10	110
11	68
12	33
13	71
14	32
15	22

Config	T = 4.06
0	20
1	63
2	48
3	60
4	44
5	66
6	60
7	73
8	61
9	90
10	86
11	63
12	35
13	66
14	39
15	26

Config	T = 4.05
0	21
1	67
2	35
3	64
4	37
5	59
6	60
7	60
8	55
9	132
10	80
11	55
12	52
13	58
14	50
15	15

Config	T = 4.04
0	19
1	72
2	38
3	74
4	32
5	63
6	66
7	67
8	74
9	112
10	54
11	54
12	46
13	52
14	52
15	25

Config	T = 4.03
0	17
1	63
2	35
3	61
4	35
5	69
6	67
7	71
8	65
9	122
10	82
11	52
12	46
13	54
14	46
15	15

Config	T = 4.02
0	20
1	59
2	34
3	67
4	40
5	68
6	60
7	54
8	62
9	107
10	104
11	72
12	40
13	64
14	34
15	15

Config	T = 4.01
0	19
1	60
2	41
3	52
4	43
5	59
6	77
7	65
8	67
9	88
10	108
11	56
12	45
13	64
14	43
15	13

Config	T = 4
0	18
1	63
2	43
3	69
4	40
5	63
6	66
7	60
8	75
9	74
10	94
11	72
12	39
13	66
14	42
15	16

Config	T = 3.99
0	17
1	59
2	40
3	63
4	42
5	69
6	62
7	63
8	64
9	94
10	107
11	64
12	40
13	60
14	38
15	18

Config	T = 3.98
0	12
1	62
2	43
3	59
4	51
5	67
6	68
7	62
8	57
9	88
10	108
11	63
12	43
13	66
14	35
15	16

Config	T = 3.97
0	22
1	54
2	44
3	56
4	41
5	78
6	55
7	79
8	60
9	113
10	80
11	60
12	38
13	58
14	41
15	21

Config	T = 3.96
0	19
1	59
2	40
3	59
4	42
5	62
6	68
7	60
8	66
9	108
10	95
11	61
12	43
13	61
14	41
15	16

Config	T = 3.95
0	19
1	63
2	39
3	64
4	41
5	64
6	66
7	61
8	65
9	108
10	85
11	65
12	39
13	64
14	37
15	20

Config	T = 3.94
0	31
1	61
2	41
3	61
4	36
5	56
6	62
7	61
8	67
9	87
10	96
11	65
12	43
13	65
14	48
15	20

Config	T = 3.93
0	20
1	58
2	37
3	60
4	43
5	65
6	66
7	57
8	62
9	108
10	103
11	65
12	41
13	63
14	35
15	17

Config	T = 3.92
0	21
1	77
2	34
3	71
4	33
5	58
6	55
7	65
8	50
9	86
10	112
11	65
12	41
13	71
14	42
15	19

Config	T = 3.91
0	9
1	58
2	42
3	54
4	51
5	81
6	69
7	76
8	56
9	103
10	95
11	54
12	43
13	58
14	34
15	17

Config	T = 3.9
0	18
1	68
2	38
3	71
4	34
5	64
6	59
7	65
8	66
9	95
10	90
11	62
12	46
13	59
14	50
15	15

Config	T = 3.89
0	15
1	66
2	45
3	63
4	48
5	61
6	58
7	61
8	52
9	96
10	102
11	59
12	48
13	62
14	45
15	19

Config	T = 3.88
0	24
1	51
2	40
3	59
4	52
5	75
6	76
7	55
8	72
9	71
10	94
11	72
12	44
13	64
14	32
15	19

Config	T = 3.87
0	17
1	62
2	34
3	65
4	40
5	62
6	70
7	53
8	67
9	107
10	99
11	69
12	42
13	66
14	36
15	11

Config	T = 3.86
0	18
1	61
2	48
3	52
4	43
5	58
6	75
7	72
8	71
9	94
10	86
11	62
12	33
13	71
14	38
15	18

Config	T = 3.85
0	25
1	52
2	41
3	60
4	39
5	71
6	58
7	65
8	68
9	69
10	128
11	71
12	35
13	63
14	37
15	18

Config	T = 3.84
0	11
1	58
2	48
3	57
4	37
5	55
6	63
7	67
8	73
9	110
10	114
11	56
12	34
13	57
14	45
15	15

Config	T = 3.83
0	22
1	55
2	43
3	59
4	49
5	58
6	70
7	48
8	68
9	84
10	106
11	76
12	42
13	72
14	36
15	12

Config	T = 3.82
0	15
1	56
2	42
3	63
4	26
5	76
6	56
7	85
8	79
9	126
10	77
11	54
12	32
13	47
14	48
15	18

Config	T = 3.81
0	16
1	68
2	40
3	68
4	41
5	62
6	60
7	61
8	59
9	125
10	71
11	57
12	48
13	57
14	47
15	20

Config	T = 3.8
0	19
1	69
2	34
3	69
4	37
5	56
6	72
7	53
8	69
9	99
10	97
11	62
12	42
13	62
14	39
15	21

Config	T = 3.79
0	18
1	54
2	48
3	61
4	46
5	65
6	50
7	60
8	59
9	104
10	106
11	70
12	39
13	63
14	41
15	16

Config	T = 3.78
0	16
1	63
2	32
3	69
4	34
5	80
6	59
7	72
8	63
9	102
10	91
11	71
12	37
13	65
14	35
15	11

Config	T = 3.77
0	16
1	64
2	41
3	62
4	42
5	50
6	79
7	51
8	76
9	108
10	83
11	66
12	41
13	68
14	40
15	13

Config	T = 3.76
0	20
1	68
2	32
3	70
4	35
5	65
6	61
7	60
8	60
9	95
10	106
11	71
12	37
13	69
14	34
15	17

Config	T = 3.75
0	15
1	64
2	43
3	61
4	45
5	66
6	57
7	67
8	52
9	91
10	111
11	66
12	40
13	69
14	38
15	15

Config	T = 3.74
0	15
1	63
2	37
3	59
4	46
5	80
6	59
7	75
8	46
9	92
10	111
11	59
12	43
13	63
14	34
15	18

Config	T = 3.73
0	13
1	70
2	37
3	67
4	32
5	55
6	70
7	63
8	72
9	102
10	101
11	57
12	41
13	60
14	46
15	14

Config	T = 3.72
0	18
1	73
2	34
3	72
4	30
5	51
6	62
7	56
8	65
9	107
10	103
11	58
12	46
13	59
14	50
15	16

Config	T = 3.71
0	20
1	58
2	38
3	59
4	40
5	76
6	55
7	73
8	54
9	100
10	109
11	64
12	38
13	63
14	36
15	17

Config	T = 3.7
0	20
1	56
2	38
3	52
4	50
5	68
6	71
7	60
8	55
9	90
10	116
11	64
12	46
13	68
14	34
15	12

Config	T = 3.69
0	19
1	65
2	41
3	55
4	42
5	60
6	63
7	69
8	52
9	90
10	126
11	52
12	41
13	62
14	40
15	23

Config	T = 3.68
0	12
1	66
2	39
3	66
4	40
5	67
6	67
7	66
8	66
9	124
10	67
11	58
12	45
13	58
14	44
15	15

Config	T = 3.67
0	6
1	62
2	40
3	65
4	38
5	53
6	56
7	52
8	61
9	125
10	135
11	53
12	46
13	50
14	48
15	10

Config	T = 3.66
0	12
1	66
2	44
3	62
4	44
5	56
6	59
7	60
8	55
9	124
10	88
11	64
12	44
13	68
14	44
15	10

Config	T = 3.65
0	19
1	62
2	46
3	51
4	43
5	56
6	56
7	70
8	48
9	80
10	143
11	74
12	25
13	85
14	28
15	14

Config	T = 3.64
0	11
1	57
2	36
3	70
4	33
5	66
6	59
7	56
8	75
9	106
10	125
11	63
12	39
13	50
14	42
15	12

Config	T = 3.63
0	19
1	50
2	44
3	59
4	42
5	65
6	67
7	58
8	78
9	104
10	91
11	67
12	43
13	58
14	45
15	10

Config	T = 3.62
0	19
1	66
2	36
3	66
4	37
5	50
6	66
7	49
8	65
9	116
10	107
11	66
12	36
13	66
14	35
15	20

Config	T = 3.61
0	15
1	68
2	42
3	59
4	40
5	52
6	69
7	63
8	62
9	114
10	94
11	56
12	41
13	65
14	43
15	17

Config	T = 3.6
0	21
1	57
2	45
3	55
4	43
5	58
6	62
7	62
8	62
9	107
10	99
11	66
12	40
13	68
14	42
15	13

Config	T = 3.59
0	13
1	68
2	43
3	65
4	37
5	66
6	57
7	75
8	60
9	112
10	81
11	59
12	40
13	62
14	46
15	16

Config	T = 3.58
0	20
1	68
2	36
3	69
4	30
5	63
6	65
7	68
8	72
9	107
10	80
11	61
12	37
13	60
14	43
15	21

Config	T = 3.57
0	17
1	64
2	41
3	54
4	39
5	49
6	75
7	61
8	67
9	107
10	110
11	58
12	36
13	68
14	38
15	16

Config	T = 3.56
0	16
1	66
2	36
3	69
4	42
5	72
6	56
7	63
8	53
9	100
10	99
11	61
12	49
13	58
14	43
15	17

Config	T = 3.55
0	21
1	50
2	45
3	60
4	47
5	68
6	59
7	56
8	67
9	122
10	82
11	61
12	46
13	51
14	44
15	21

Config	T = 3.54
0	15
1	70
2	33
3	65
4	34
5	59
6	74
7	63
8	68
9	130
10	72
11	51
12	48
13	56
14	47
15	15

Config	T = 3.53
0	12
1	67
2	40
3	67
4	43
5	55
6	68
7	52
8	65
9	93
10	115
11	72
12	32
13	72
14	29
15	18

Config	T = 3.52
0	10
1	70
2	45
3	66
4	44
5	65
6	62
7	70
8	59
9	91
10	87
11	66
12	40
13	70
14	41
15	14

Config	T = 3.51
0	20
1	63
2	34
3	62
4	33
5	50
6	65
7	52
8	65
9	133
10	106
11	59
12	41
13	60
14	42
15	15

Config	T = 3.5
0	16
1	59
2	48
3	60
4	45
5	58
6	62
7	60
8	66
9	79
10	119
11	68
12	37
13	67
14	40
15	16

Config	T = 3.49
0	5
1	62
2	45
3	71
4	41
5	71
6	48
7	66
8	61
9	95
10	118
11	72
12	33
13	63
14	37
15	12

Config	T = 3.48
0	22
1	72
2	32
3	75
4	36
5	82
6	54
7	75
8	53
9	88
10	79
11	68
12	38
13	65
14	34
15	27

Config	T = 3.47
0	17
1	67
2	34
3	65
4	33
5	56
6	60
7	59
8	59
9	135
10	96
11	60
12	41
13	62
14	42
15	14

Config	T = 3.46
0	20
1	55
2	40
3	62
4	36
5	70
6	54
7	67
8	65
9	109
10	104
11	66
12	37
13	59
14	41
15	15

Config	T = 3.45
0	14
1	60
2	40
3	57
4	40
5	63
6	59
7	66
8	56
9	125
10	103
11	65
12	38
13	68
14	38
15	8

Config	T = 3.44
0	14
1	62
2	45
3	64
4	39
5	64
6	51
7	68
8	59
9	102
10	110
11	69
12	32
13	67
14	38
15	16

Config	T = 3.43
0	16
1	50
2	47
3	52
4	46
5	58
6	64
7	57
8	67
9	86
10	137
11	68
12	39
13	66
14	40
15	7

Config	T = 3.42
0	8
1	64
2	38
3	69
4	35
5	63
6	63
