Config	T = 5
0	9
1	28
2	18
3	24
4	19
5	28
6	38
7	31
8	33
9	40
10	35
11	20
12	22
13	24
14	21
15	10

Config	T = 4.99
0	13
1	25
2	18
3	20
4	20
5	34
6	26
7	37
8	19
9	43
10	46
11	27
12	16
13	32
14	14
15	10

Config	T = 4.98
0	7
1	26
2	25
3	21
4	24
5	26
6	26
7	32
8	22
9	35
10	52
11	31
12	15
13	36
14	16
15	6

Config	T = 4.97
0	10
1	25
2	22
3	25
4	19
5	26
6	23
7	29
8	26
9	58
10	33
11	27
12	20
13	27
14	23
15	7

Config	T = 4.96
0	15
1	29
2	18
3	30
4	18
5	33
6	25
7	32
8	26
9	29
10	29
11	29
12	25
13	28
14	25
15	9

Config	T = 4.95
0	10
1	31
2	14
3	30
4	13
5	27
6	34
7	29
8	34
9	54
10	24
11	25
12	20
13	26
14	21
15	8

Config	T = 4.94
0	12
1	35
2	15
3	33
4	17
5	31
6	28
7	31
8	24
9	41
10	23
11	26
12	22
13	28
14	20
15	14

Config	T = 4.93
0	13
1	28
2	17
3	29
4	20
5	27
6	29
7	23
8	27
9	36
10	42
11	29
12	22
13	28
14	19
15	11

Config	T = 4.92
0	19
1	30
2	22
3	23
4	20
5	20
6	25
7	29
8	20
9	37
10	35
11	24
12	25
13	31
14	27
15	13

Config	T = 4.91
0	10
1	21
2	21
3	25
4	30
5	40
6	26
7	27
8	21
9	34
10	38
11	37
12	18
13	33
14	9
15	10

Config	T = 4.9
0	7
1	24
2	22
3	24
4	22
5	25
6	27
7	25
8	27
9	48
10	55
11	25
12	16
13	25
14	16
15	12

Config	T = 4.89
0	8
1	23
2	28
3	24
4	24
5	22
6	30
7	25
8	35
9	27
10	50
11	31
12	14
13	30
14	18
15	11

Config	T = 4.88
0	6
1	24
2	23
3	24
4	20
5	25
6	29
7	28
8	32
9	42
10	51
11	24
12	19
13	24
14	22
15	7

Config	T = 4.87
0	15
1	27
2	19
3	27
4	19
5	19
6	32
7	19
8	32
9	44
10	38
11	29
12	19
13	29
14	19
15	13

Config	T = 4.86
0	12
1	27
2	17
3	23
4	20
5	20
6	34
7	21
8	27
9	52
10	44
11	26
12	21
13	30
14	18
15	8

Config	T = 4.85
0	16
1	28
2	23
3	32
4	14
5	28
6	18
7	33
8	31
9	31
10	29
11	35
12	15
13	31
14	24
15	12

Config	T = 4.84
0	7
1	35
2	11
3	36
4	15
5	26
6	31
7	21
8	28
9	52
10	37
11	19
12	29
13	18
14	25
15	10

Config	T = 4.83
0	7
1	32
2	14
3	34
4	21
5	33
6	30
7	24
8	25
9	36
10	35
11	26
12	30
13	24
14	23
15	6

Config	T = 4.82
0	10
1	30
2	17
3	28
4	20
5	22
6	34
7	21
8	29
9	39
10	41
11	33
12	19
13	35
14	16
15	6

Config	T = 4.81
0	15
1	21
2	19
3	23
4	18
5	36
6	23
7	35
8	26
9	42
10	43
11	24
12	20
13	22
14	21
15	12

Config	T = 4.8
0	6
1	28
2	20
3	32
4	22
5	29
6	31
7	23
8	33
9	31
10	43
11	31
12	17
13	27
14	15
15	12

Config	T = 4.79
0	9
1	25
2	19
3	28
4	20
5	35
6	22
7	31
8	24
9	32
10	59
11	30
12	13
13	27
14	12
15	14

Config	T = 4.78
0	8
1	30
2	18
3	32
4	21
5	30
6	22
7	25
8	21
9	30
10	53
11	33
12	21
13	31
14	18
15	7

Config	T = 4.77
0	6
1	36
2	12
3	33
4	19
5	25
6	33
7	21
8	23
9	43
10	41
11	32
12	22
13	35
14	15
15	4

Config	T = 4.76
0	8
1	32
2	19
3	27
4	16
5	24
6	25
7	32
8	23
9	41
10	50
11	19
12	25
13	24
14	28
15	7

Config	T = 4.75
0	10
1	25
2	19
3	23
4	21
5	42
6	28
7	42
8	24
9	31
10	32
11	33
12	16
13	35
14	14
15	5

Config	T = 4.74
0	9
1	29
2	22
3	26
4	20
5	25
6	26
7	30
8	25
9	35
10	48
11	28
12	17
13	31
14	19
15	10

Config	T = 4.73
0	9
1	26
2	23
3	32
4	20
5	38
6	18
7	35
8	27
9	34
10	30
11	32
12	18
13	26
14	21
15	11

Config	T = 4.72
0	12
1	22
2	26
3	25
4	24
5	25
6	25
7	24
8	30
9	29
10	48
11	32
12	18
13	29
14	20
15	11

Config	T = 4.71
0	8
1	28
2	16
3	30
4	21
5	25
6	33
7	18
8	30
9	48
10	40
11	29
12	22
13	27
14	17
15	8

Config	T = 4.7
0	12
1	34
2	13
3	34
4	15
5	29
6	21
7	27
8	19
9	59
10	26
11	23
12	29
13	23
14	27
15	9

Config	T = 4.69
0	12
1	26
2	16
3	30
4	16
5	25
6	31
7	21
8	35
9	45
10	40
11	30
12	19
13	26
14	19
15	9

Config	T = 4.68
0	8
1	22
2	24
3	24
4	24
5	28
6	30
7	26
8	32
9	28
10	51
11	31
12	18
13	29
14	18
15	7

Config	T = 4.67
0	7
1	26
2	20
3	28
4	16
5	28
6	27
7	30
8	33
9	40
10	44
11	28
12	20
13	26
14	24
15	3

Config	T = 4.66
0	14
1	22
2	23
3	17
4	24
5	29
6	35
7	33
8	29
9	25
10	44
11	33
12	13
13	38
14	12
15	9

Config	T = 4.65
0	6
1	29
2	16
3	29
4	20
5	32
6	23
7	28
8	19
9	55
10	41
11	25
12	26
13	25
14	22
15	4

Config	T = 4.64
0	11
1	31
2	21
3	27
4	19
5	27
6	28
7	33
8	26
9	39
10	29
11	29
12	17
13	33
14	19
15	11

Config	T = 4.63
0	6
1	31
2	18
3	30
4	18
5	25
6	29
7	26
8	28
9	52
10	34
11	28
12	20
13	29
14	20
15	6

Config	T = 4.62
0	5
1	31
2	20
3	34
4	21
5	29
6	23
7	25
8	25
9	38
10	38
11	31
12	24
13	28
14	23
15	5

Config	T = 4.61
0	7
1	36
2	13
3	38
4	15
5	26
6	29
7	22
8	29
9	50
10	33
11	25
12	21
13	23
14	19
15	14

Config	T = 4.6
0	8
1	28
2	15
3	33
4	23
5	36
6	26
7	23
8	23
9	38
10	40
11	33
12	23
13	28
14	15
15	8

Config	T = 4.59
0	7
1	26
2	21
3	31
4	21
5	21
6	29
7	16
8	34
9	38
10	52
11	33
12	17
13	28
14	17
15	9

Config	T = 4.58
0	10
1	28
2	19
3	29
4	25
5	23
6	34
7	16
8	29
9	38
10	42
11	27
12	23
13	26
14	17
15	14

Config	T = 4.57
0	10
1	18
2	26
3	18
4	30
5	28
6	31
7	24
8	27
9	24
10	60
11	27
12	23
13	27
14	19
15	8

Config	T = 4.56
0	3
1	30
2	17
3	28
4	18
5	31
6	28
7	32
8	25
9	49
10	45
11	24
12	20
13	26
14	19
15	5

Config	T = 4.55
0	5
1	30
2	19
3	30
4	14
5	21
6	26
7	26
8	31
9	57
10	46
11	27
12	14
13	27
14	19
15	8

Config	T = 4.54
0	17
1	22
2	22
3	28
4	19
5	21
6	22
7	18
8	31
9	33
10	50
11	37
12	19
13	31
14	22
15	8

Config	T = 4.53
0	2
1	35
2	17
3	34
4	13
5	28
6	26
7	33
8	29
9	46
10	39
11	26
12	18
13	27
14	22
15	5

Config	T = 4.52
0	6
1	26
2	26
3	27
4	23
5	22
6	29
7	24
8	33
9	36
10	43
11	26
12	21
13	25
14	24
15	9

Config	T = 4.51
0	7
1	29
2	24
3	24
4	22
5	26
6	25
7	33
8	22
9	31
10	52
11	26
12	19
13	31
14	21
15	8

Config	T = 4.5
0	10
1	26
2	15
3	27
4	23
5	37
6	32
7	28
8	25
9	45
10	31
11	20
12	30
13	19
14	22
15	10

Config	T = 4.49
0	5
1	37
2	15
3	32
4	17
5	23
6	31
7	26
8	24
9	52
10	36
11	23
12	22
13	28
14	20
15	9

Config	T = 4.48
0	9
1	24
2	26
3	25
4	27
5	26
6	29
7	24
8	29
9	23
10	52
11	33
12	14
13	32
14	13
15	14

Config	T = 4.47
0	7
1	28
2	20
3	29
4	18
5	25
6	26
7	26
8	29
9	43
10	50
11	30
12	14
13	29
14	16
15	10

Config	T = 4.46
0	10
1	28
2	16
3	26
4	17
5	19
6	33
7	20
8	30
9	52
10	49
11	20
12	26
13	22
14	25
15	7

Config	T = 4.45
0	5
1	30
2	18
3	31
4	17
5	36
6	23
7	36
8	25
9	43
10	38
11	33
12	12
13	32
14	13
15	8

Config	T = 4.44
0	8
1	26
2	27
3	25
4	18
5	21
6	22
7	31
8	30
9	36
10	53
11	29
12	13
13	30
14	22
15	9

Config	T = 4.43
0	11
1	24
2	17
3	28
4	21
5	34
6	34
7	26
8	34
9	36
10	31
11	29
12	23
13	25
14	19
15	8
