Config	T = 5
0	57
1	162
2	143
3	175
4	138
5	188
6	141
7	180
8	159
9	231
10	250
11	198
12	116
13	185
14	121
15	56

Config	T = 4.99
0	71
1	163
2	118
3	170
4	122
5	173
6	180
7	162
8	183
9	282
10	231
11	163
12	130
13	156
14	126
15	70

Config	T = 4.98
0	56
1	150
2	147
3	141
4	143
5	151
6	192
7	164
8	187
9	275
10	270
11	149
12	122
13	158
14	126
15	69

Config	T = 4.97
0	59
1	167
2	128
3	184
4	126
5	179
6	149
7	164
8	168
9	280
10	241
11	168
12	133
13	151
14	135
15	68

Config	T = 4.96
0	48
1	183
2	122
3	183
4	128
5	178
6	169
7	172
8	163
9	269
10	247
11	166
12	119
13	166
14	113
15	74

Config	T = 4.95
0	58
1	170
2	141
3	168
4	141
5	147
6	177
7	149
8	175
9	252
10	261
11	171
12	121
13	173
14	121
15	75

Config	T = 4.94
0	54
1	192
2	109
3	182
4	110
5	159
6	173
7	168
8	162
9	317
10	230
11	153
12	136
13	163
14	135
15	57

Config	T = 4.93
0	62
1	186
2	109
3	179
4	110
5	176
6	160
7	182
8	152
9	306
10	233
11	153
12	135
13	160
14	134
15	63

Config	T = 4.92
0	61
1	178
2	125
3	187
4	109
5	149
6	176
7	156
8	201
9	251
10	253
11	167
12	123
13	158
14	139
15	67

Config	T = 4.91
0	76
1	170
2	123
3	165
4	120
5	171
6	163
7	179
8	161
9	270
10	244
11	154
12	135
13	159
14	138
15	72

Config	T = 4.9
0	61
1	166
2	127
3	173
4	128
5	163
6	170
7	155
8	176
9	309
10	219
11	163
12	136
13	156
14	135
15	63

Config	T = 4.89
0	56
1	178
2	122
3	176
4	121
5	163
6	173
7	166
8	172
9	232
10	289
11	181
12	115
13	183
14	116
15	57

Config	T = 4.88
0	51
1	180
2	123
3	177
4	126
5	167
6	153
7	167
8	147
9	276
10	276
11	181
12	122
13	184
14	119
15	51

Config	T = 4.87
0	71
1	157
2	110
3	154
4	106
5	188
6	169
7	195
8	170
9	247
10	324
11	169
12	102
13	172
14	106
15	60

Config	T = 4.86
0	67
1	173
2	120
3	176
4	126
5	190
6	153
7	181
8	150
9	270
10	221
11	183
12	130
13	180
14	124
15	56

Config	T = 4.85
0	65
1	179
2	117
3	182
4	117
5	174
6	162
7	171
8	165
9	261
10	243
11	182
12	121
13	179
14	121
15	61

Config	T = 4.84
0	64
1	184
2	127
3	184
4	129
5	144
6	182
7	142
8	180
9	275
10	207
11	167
12	140
13	167
14	138
15	70

Config	T = 4.83
0	70
1	167
2	140
3	154
4	127
5	139
6	182
7	165
8	182
9	233
10	270
11	182
12	112
13	195
14	125
15	57

Config	T = 4.82
0	59
1	162
2	135
3	162
4	121
5	179
6	161
7	193
8	175
9	257
10	257
11	168
12	115
13	168
14	129
15	59

Config	T = 4.81
0	59
1	170
2	130
3	176
4	128
5	168
6	168
7	164
8	176
9	245
10	254
11	175
12	128
13	169
14	130
15	60

Config	T = 4.8
0	59
1	182
2	117
3	188
4	113
5	163
6	162
7	161
8	172
9	278
10	239
11	188
12	120
13	182
14	124
15	52

Config	T = 4.79
0	65
1	186
2	106
3	179
4	127
5	163
6	179
7	149
8	151
9	243
10	279
11	168
12	148
13	175
14	127
15	55

Config	T = 4.78
0	50
1	181
2	120
3	189
4	119
5	160
6	173
7	153
8	182
9	296
10	228
11	171
12	127
13	163
14	128
15	60

Config	T = 4.77
0	74
1	158
2	120
3	151
4	111
5	164
6	181
7	180
8	183
9	277
10	265
11	173
12	111
13	180
14	120
15	52

Config	T = 4.76
0	66
1	157
2	126
3	156
4	121
5	170
6	183
7	176
8	187
9	239
10	295
11	170
12	105
13	171
14	110
15	68

Config	T = 4.75
0	62
1	161
2	132
3	150
4	130
5	170
6	193
7	183
8	184
9	232
10	263
11	167
12	118
13	178
14	120
15	57

Config	T = 4.74
0	61
1	172
2	111
3	168
4	131
5	179
6	196
7	163
8	172
9	275
10	232
11	158
12	138
13	162
14	118
15	64

Config	T = 4.73
0	61
1	182
2	112
3	173
4	119
5	164
6	173
7	166
8	157
9	275
10	268
11	170
12	125
13	179
14	118
15	58

Config	T = 4.72
0	61
1	188
2	109
3	183
4	104
5	155
6	172
7	165
8	172
9	289
10	250
11	165
12	129
13	170
14	134
15	54

Config	T = 4.71
0	58
1	172
2	129
3	167
4	116
5	175
6	153
7	193
8	161
9	272
10	268
11	155
12	122
13	160
14	135
15	64

Config	T = 4.7
0	65
1	171
2	128
3	171
4	133
5	185
6	161
7	180
8	156
9	251
10	225
11	176
12	134
13	176
14	129
15	59

Config	T = 4.69
0	63
1	153
2	122
3	163
4	125
5	180
6	176
7	167
8	183
9	266
10	270
11	167
12	127
13	157
14	124
15	57

Config	T = 4.68
0	56
1	165
2	131
3	158
4	128
5	167
6	176
7	177
8	172
9	259
10	281
11	169
12	109
13	176
14	112
15	64

Config	T = 4.67
0	54
1	163
2	139
3	156
4	127
5	171
6	179
7	190
8	184
9	218
10	274
11	168
12	121
13	175
14	133
15	48

Config	T = 4.66
0	48
1	188
2	111
3	176
4	116
5	174
6	167
7	181
8	150
9	310
10	248
11	143
12	141
13	155
14	136
15	56

Config	T = 4.65
0	60
1	155
2	134
3	171
4	124
5	174
6	151
7	168
8	177
9	244
10	296
11	186
12	111
13	170
14	121
15	58

Config	T = 4.64
0	62
1	184
2	117
3	173
4	120
5	162
6	174
7	170
8	160
9	264
10	252
11	164
12	135
13	175
14	132
15	56

Config	T = 4.63
0	62
1	176
2	115
3	172
4	109
5	154
6	184
7	164
8	186
9	265
10	260
11	156
12	144
13	160
14	150
15	43

Config	T = 4.62
0	58
1	168
2	126
3	167
4	125
5	180
6	160
7	182
8	160
9	286
10	248
11	173
12	115
13	174
14	116
15	62

Config	T = 4.61
0	49
1	160
2	125
3	164
4	119
5	173
6	178
7	175
8	188
9	251
10	309
11	169
12	106
13	165
14	112
15	57

Config	T = 4.6
0	69
1	163
2	128
3	160
4	126
5	154
6	182
7	159
8	181
9	241
10	280
11	179
12	118
13	182
14	120
15	58

Config	T = 4.59
0	58
1	167
2	118
3	164
4	116
5	150
6	187
7	155
8	186
9	281
10	284
11	177
12	114
13	180
14	116
15	47

Config	T = 4.58
0	54
1	178
2	123
3	183
4	120
5	159
6	169
7	157
8	177
9	269
10	268
11	182
12	106
13	177
14	109
15	69

Config	T = 4.57
0	66
1	170
2	120
3	174
4	120
5	185
6	153
7	181
8	157
9	279
10	234
11	177
12	128
13	173
14	128
15	55

Config	T = 4.56
0	45
1	187
2	122
3	184
4	121
5	180
6	156
7	184
8	154
9	244
10	276
11	164
12	129
13	167
14	130
15	57

Config	T = 4.55
0	57
1	175
2	105
3	180
4	113
5	171
6	176
7	158
8	173
9	321
10	235
11	158
12	141
13	153
14	133
15	51

Config	T = 4.54
0	57
1	154
2	130
3	159
4	128
5	194
6	171
7	191
8	178
9	211
10	298
11	173
12	115
13	168
14	117
15	56

Config	T = 4.53
0	54
1	171
2	120
3	164
4	127
5	187
6	172
7	187
8	158
9	246
10	289
11	153
12	127
13	160
14	120
15	65

Config	T = 4.52
0	56
1	180
2	110
3	178
4	118
5	171
6	177
7	165
8	167
9	263
10	275
11	160
12	134
13	162
14	126
15	58

Config	T = 4.51
0	56
1	156
2	130
3	155
4	132
5	160
6	204
7	159
8	201
9	252
10	271
11	175
12	107
13	176
14	105
15	61

Config	T = 4.5
0	56
1	171
2	113
3	171
4	124
5	176
6	188
7	165
8	177
9	248
10	277
11	172
12	122
13	172
14	111
15	57

Config	T = 4.49
0	54
1	178
2	119
3	169
4	121
5	154
6	177
7	161
8	166
9	273
10	276
11	175
12	126
13	184
14	124
15	43

Config	T = 4.48
0	62
1	163
2	108
3	165
4	113
5	185
6	165
7	178
8	162
9	292
10	288
11	164
12	122
13	162
14	117
15	54

Config	T = 4.47
0	44
1	159
2	127
3	159
4	128
5	160
6	196
7	159
8	195
9	239
10	326
11	168
12	110
13	168
14	109
15	53

Config	T = 4.46
0	47
1	176
2	134
3	183
4	133
5	182
6	159
7	176
8	167
9	241
10	242
11	180
12	123
13	173
14	124
15	60

Config	T = 4.45
0	61
1	166
2	114
3	169
4	128
5	201
6	167
7	184
8	156
9	285
10	235
11	163
12	130
13	160
14	116
15	65

Config	T = 4.44
0	57
1	171
2	117
3	168
4	123
5	175
6	156
7	172
8	147
9	300
10	279
11	173
12	117
13	176
14	111
15	58

Config	T = 4.43
0	54
1	181
2	111
3	169
4	104
5	176
6	158
7	195
8	153
9	268
10	297
11	179
12	109
13	191
14	116
15	39

Config	T = 4.42
0	59
1	145
2	128
3	162
4	133
5	178
6	176
7	156
8	188
9	230
10	313
11	185
12	115
13	168
14	110
15	54

Config	T = 4.41
0	52
1	170
2	110
3	174
4	126
5	198
6	177
7	178
8	165
9	267
10	250
11	170
12	131
13	166
14	115
15	51

Config	T = 4.4
0	39
1	189
2	112
3	198
4	101
5	171
6	148
7	173
8	168
9	289
10	288
11	173
12	111
13	164
14	122
15	54

Config	T = 4.39
0	60
1	167
2	125
3	168
4	121
5	144
6	174
7	147
8	179
9	306
10	265
11	173
12	119
13	172
14	123
15	57

Config	T = 4.38
0	56
1	178
2	123
3	174
4	119
5	162
6	161
7	170
8	161
