Config	T = 5
0	9
1	31
2	18
3	36
4	21
5	28
6	23
7	20
8	25
9	44
10	36
11	25
12	26
13	20
14	23
15	15

Config	T = 4.99
0	12
1	21
2	21
3	20
4	20
5	31
6	31
7	33
8	31
9	39
10	44
11	28
12	15
13	29
14	16
15	9

Config	T = 4.98
0	9
1	23
2	23
3	26
4	23
5	29
6	27
7	26
8	30
9	38
10	45
11	31
12	15
13	28
14	15
15	12

Config	T = 4.97
0	20
1	28
2	17
3	24
4	16
5	20
6	27
7	25
8	24
9	49
10	34
11	27
12	24
13	31
14	25
15	9

Config	T = 4.96
0	5
1	24
2	25
3	23
4	24
5	33
6	29
7	35
8	29
9	34
10	45
11	25
12	15
13	26
14	16
15	12

Config	T = 4.95
0	8
1	24
2	25
3	22
4	19
5	25
6	23
7	33
8	27
9	52
10	45
11	26
12	14
13	28
14	20
15	9

Config	T = 4.94
0	7
1	28
2	18
3	26
4	19
5	33
6	24
7	34
8	21
9	46
10	42
11	26
12	23
13	28
14	22
15	3

Config	T = 4.93
0	10
1	26
2	22
3	26
4	20
5	33
6	23
7	35
8	25
9	31
10	45
11	28
12	18
13	28
14	20
15	10

Config	T = 4.92
0	11
1	24
2	18
3	30
4	18
5	32
6	34
7	26
8	40
9	34
10	33
11	27
12	20
13	21
14	20
15	12

Config	T = 4.91
0	11
1	30
2	18
3	29
4	19
5	29
6	27
7	29
8	25
9	57
10	24
11	24
12	19
13	25
14	18
15	16

Config	T = 4.9
0	15
1	30
2	20
3	27
4	17
5	22
6	26
7	28
8	26
9	51
10	23
11	26
12	24
13	29
14	27
15	9

Config	T = 4.89
0	6
1	29
2	21
3	30
4	17
5	30
6	22
7	33
8	27
9	45
10	37
11	33
12	14
13	32
14	18
15	6

Config	T = 4.88
0	9
1	22
2	24
3	20
4	18
5	25
6	25
7	33
8	29
9	41
10	56
11	33
12	10
13	35
14	16
15	4

Config	T = 4.87
0	10
1	24
2	21
3	27
4	21
5	25
6	24
7	22
8	27
9	43
10	50
11	29
12	22
13	26
14	22
15	7

Config	T = 4.86
0	11
1	33
2	15
3	35
4	14
5	31
6	21
7	30
8	24
9	49
10	27
11	29
12	22
13	27
14	23
15	9

Config	T = 4.85
0	8
1	24
2	25
3	25
4	22
5	35
6	19
7	37
8	23
9	43
10	40
11	27
12	15
13	26
14	18
15	13

Config	T = 4.84
0	10
1	27
2	19
3	30
4	16
5	19
6	26
7	19
8	32
9	56
10	39
11	31
12	20
13	28
14	23
15	5

Config	T = 4.83
0	10
1	27
2	20
3	28
4	19
5	28
6	22
7	28
8	24
9	54
10	39
11	24
12	20
13	23
14	21
15	13

Config	T = 4.82
0	11
1	22
2	29
3	22
4	29
5	26
6	22
7	26
8	22
9	25
10	52
11	35
12	17
13	35
14	17
15	10

Config	T = 4.81
0	4
1	30
2	22
3	28
4	16
5	31
6	29
7	39
8	33
