Config	T = 5
0	34
1	109
2	83
3	107
4	82
5	108
6	115
7	111
8	114
9	183
10	140
11	101
12	87
13	103
14	88
15	35

Config	T = 4.99
0	39
1	106
2	82
3	110
4	82
5	113
6	101
7	109
8	105
9	159
10	177
11	111
12	79
13	107
14	79
15	41

Config	T = 4.98
0	33
1	97
2	89
3	99
4	98
5	105
6	127
7	94
8	120
9	137
10	186
11	117
12	79
13	115
14	70
15	34

Config	T = 4.97
0	44
1	105
2	94
3	105
4	84
5	94
6	117
7	104
8	127
9	154
10	139
11	115
12	75
13	115
14	85
15	43

Config	T = 4.96
0	48
1	118
2	76
3	104
4	69
5	93
6	123
7	114
8	116
9	160
10	154
11	102
12	81
13	116
14	88
15	38

Config	T = 4.95
0	57
1	109
2	74
3	97
4	83
5	102
6	125
7	105
8	104
9	172
10	140
11	109
12	83
13	121
14	74
15	45

Config	T = 4.94
0	43
1	112
2	78
3	118
4	78
5	108
6	110
7	102
8	116
9	162
10	153
11	107
12	80
13	101
14	80
15	52

Config	T = 4.93
0	47
1	105
2	79
3	109
4	80
5	114
6	106
7	109
8	109
9	160
10	151
11	107
12	93
13	103
14	92
15	36

Config	T = 4.92
0	38
1	113
2	84
3	111
4	73
5	108
6	98
7	121
8	107
9	162
10	162
11	104
12	84
13	106
14	95
15	34

Config	T = 4.91
0	28
1	103
2	85
3	105
4	84
5	123
6	106
7	122
8	109
9	190
10	147
11	97
12	85
13	95
14	86
15	35

Config	T = 4.9
0	34
1	109
2	86
3	108
4	87
5	116
6	97
7	116
8	95
9	151
10	186
11	115
12	71
13	116
14	70
15	43

Config	T = 4.89
0	52
1	94
2	82
3	98
4	77
5	114
6	93
7	115
8	102
9	152
10	205
11	114
12	74
13	110
14	79
15	39

Config	T = 4.88
0	35
1	109
2	77
3	110
4	80
5	119
6	100
7	115
8	98
9	182
10	163
11	103
12	88
13	102
14	85
15	34

Config	T = 4.87
0	39
1	98
2	80
3	96
4	89
5	124
6	106
7	117
8	95
9	162
10	182
11	114
12	81
13	116
14	72
15	29

