Config	T = 5
0	38
1	110
2	76
3	113
4	81
5	104
6	106
7	96
8	104
9	181
10	170
11	108
12	89
13	105
14	84
15	35

Config	T = 4.99
0	38
1	108
2	79
3	94
4	89
5	96
6	123
7	100
8	99
9	177
10	187
11	100
12	85
13	114
14	75
15	36

Config	T = 4.98
0	43
1	105
2	76
3	107
4	85
5	116
6	105
7	105
8	98
9	170
10	178
11	100
12	88
13	98
14	79
15	47

Config	T = 4.97
0	40
1	118
2	85
3	119
4	71
5	90
6	99
7	103
8	114
9	163
10	170
11	107
12	78
13	106
14	92
15	45

Config	T = 4.96
0	35
1	104
2	81
3	109
4	93
5	113
6	99
7	96
8	92
9	202
10	156
11	102
12	98
13	97
14	86
15	37

Config	T = 4.95
0	33
1	104
2	84
3	121
4	72
5	107
6	96
7	102
8	125
9	182
10	166
11	118
12	69
13	101
14	81
15	39

Config	T = 4.94
0	41
1	112
2	79
3	116
4	70
5	87
6	110
7	92
8	123
9	182
10	170
11	119
12	67
13	115
14	76
15	41

Config	T = 4.93
0	31
1	115
2	84
3	103
4	84
5	102
6	126
7	114
8	114
9	152
10	166
11	100
12	79
13	112
14	79
15	39

Config	T = 4.92
0	47
1	95
2	95
3	99
4	84
5	103
6	100
7	110
8	115
9	163
10	157
11	116
12	79
13	112
14	90
15	35

Config	T = 4.91
0	32
1	110
2	81
3	111
4	74
5	101
6	106
7	107
8	114
9	187
10	173
11	112
12	69
13	111
14	76
15	36

Config	T = 4.9
0	37
1	115
2	68
3	118
4	78
5	113
6	100
7	100
8	93
9	180
10	176
11	106
12	96
13	103
14	86
15	31

Config	T = 4.89
0	42
1	111
2	75
3	111
4	68
5	115
6	94
7	122
8	101
9	166
10	186
11	103
12	78
13	103
14	85
15	40

Config	T = 4.88
0	35
1	117
2	76
3	114
4	77
5	99
6	114
7	101
8	110
9	182
10	167
11	101
12	79
13	104
14	78
15	46

Config	T = 4.87
0	56
1	101
2	84
3	100
4	80
5	115
6	105
7	120
8	108
9	151
10	146
11	105
12	88
13	106
14	92
15	43

Config	T = 4.86
0	39
1	95
2	90
3	103
4	92
5	100
6	122
7	90
8	128
9	161
10	165
11	108
12	83
13	100
14	81
15	43

