Config	T = 5
0	6
1	27
2	25
3	28
4	21
5	27
6	27
7	30
8	32
9	41
10	35
11	23
12	20
13	22
14	24
15	12

Config	T = 4.99
0	7
1	22
2	18
3	27
4	29
5	36
6	27
7	20
8	21
9	43
10	47
11	34
12	22
13	29
14	11
15	7

Config	T = 4.98
0	6
1	25
2	23
3	31
4	23
5	31
6	19
7	25
8	25
9	37
10	46
11	35
12	20
13	29
14	20
15	5

Config	T = 4.97
0	9
1	25
2	22
3	25
4	24
5	23
6	29
7	21
8	27
9	59
10	34
11	26
12	20
13	26
14	18
15	12

Config	T = 4.96
0	6
1	25
2	23
3	27
4	20
5	20
6	31
7	21
8	36
9	46
10	50
11	29
12	12
13	27
14	15
15	12

Config	T = 4.95
0	16
1	19
2	25
3	23
4	27
5	27
6	24
7	21
8	26
9	31
10	50
11	30
12	21
13	26
14	19
15	15

Config	T = 4.94
0	10
1	25
2	22
3	19
4	21
5	18
6	31
7	25
8	26
9	43
10	63
11	22
12	18
13	28
14	19
15	10

Config	T = 4.93
0	6
1	28
2	22
3	35
4	27
5	34
6	16
7	22
8	18
9	29
10	54
11	33
12	20
13	26
14	15
15	15

Config	T = 4.92
0	13
1	27
2	13
3	27
4	15
5	27
6	33
7	25
8	31
9	46
10	43
11	29
12	18
13	29
14	16
15	8

Config	T = 4.91
0	11
1	31
2	15
3	32
4	15
5	32
6	25
7	31
8	26
9	44
10	31
11	29
12	21
13	28
14	21
15	8

Config	T = 4.9
0	14
1	21
2	18
3	22
4	19
5	26
6	32
7	24
8	32
9	39
10	53
11	33
12	14
13	32
14	13
15	8

Config	T = 4.89
0	11
1	30
2	17
3	29
4	20
5	30
6	16
7	28
8	12
9	50
10	49
11	27
12	23
13	28
14	20
15	10

Config	T = 4.88
0	7
1	27
2	15
3	29
4	18
5	29
6	31
7	24
8	30
9	72
10	26
11	22
12	21
13	20
14	18
15	11

Config	T = 4.87
0	11
1	23
2	20
3	26
4	17
5	26
6	27
7	26
8	33
9	52
10	39
11	24
12	22
13	21
14	25
15	8

Config	T = 4.86
0	10
1	31
2	20
3	30
4	22
5	27
