Config	T = 5
0	9
1	30
2	15
3	27
4	19
5	29
6	35
7	28
8	28
9	43
10	41
11	20
12	22
13	23
14	18
15	13

Config	T = 4.99
0	13
1	34
2	15
3	32
4	15
5	25
6	31
7	27
8	29
9	50
10	22
11	23
12	22
13	25
14	22
15	15

Config	T = 4.98
0	8
1	34
2	17
3	27
4	15
5	24
6	29
7	33
8	24
9	47
10	43
11	14
12	26
13	21
14	28
15	10

Config	T = 4.97
0	8
1	26
2	22
3	28
4	18
5	36
6	21
7	38
8	27
9	48
10	33
11	25
12	14
13	23
14	18
15	15

Config	T = 4.96
0	7
1	20
2	25
3	25
4	27
5	38
6	23
7	31
8	26
9	32
10	41
11	30
12	23
13	25
14	21
15	6

Config	T = 4.95
0	10
1	31
2	15
3	25
4	19
5	21
6	40
7	23
8	30
9	49
10	35
11	24
12	22
13	30
14	18
15	8

Config	T = 4.94
0	10
1	29
2	24
3	26
4	25
5	23
6	26
7	25
8	22
9	49
10	34
11	24
12	20
13	27
14	19
15	17

Config	T = 4.93
0	6
1	31
2	12
3	37
4	13
5	22
6	35
7	15
8	40
9	62
10	32
11	24
12	22
13	18
14	21
15	10

Config	T = 4.92
0	8
1	24
2	22
3	26
4	22
5	26
6	40
7	24
8	42
9	27
10	41
11	32
12	12
13	30
14	12
15	12

Config	T = 4.91
0	11
1	27
2	27
3	21
4	30
5	25
6	27
7	28
8	18
9	39
10	33
11	23
12	26
13	29
14	23
15	13

Config	T = 4.9
0	11
1	26
2	14
3	25
4	15
5	31
6	21
7	31
8	19
9	66
10	44
11	19
12	27
13	20
14	26
15	5

Config	T = 4.89
0	8
1	31
2	19
3	29
4	21
5	25
6	30
7	25
8	26
9	27
10	52
11	32
12	17
13	34
14	15
15	9

Config	T = 4.88
0	9
1	27
2	18
3	31
4	20
5	35
6	27
7	29
8	29
9	38
10	34
11	28
12	21
13	24
14	19
15	11

Config	T = 4.87
0	12
1	22
2	19
3	17
4	24
5	27
6	36
7	27
8	26
9	41
10	53
11	26
12	17
13	31
14	12
15	10

Config	T = 4.86
0	8
1	23
2	21
3	23
4	20
5	28
6	26
7	29
8	27
9	38
10	61
11	31
12	13
13	31
14	14
15	7

Config	T = 4.85
0	5
1	29
2	20
3	33
4	18
5	27
6	23
7	25
8	29
9	56
10	34
11	27
12	20
13	23
14	22
15	9

Config	T = 4.84
0	7
1	36
2	11
3	37
4	16
5	30
6	26
7	24
8	22
9	48
10	37
11	28
12	24
13	27
14	19
15	8

Config	T = 4.83
0	10
1	25
2	22
3	25
4	19
5	24
6	30
7	27
8	33
9	53
10	35
11	27
12	13
13	27
14	16
15	14

Config	T = 4.82
0	12
1	22
2	15
3	27
4	20
5	38
6	28
7	28
8	28
9	39
10	45
11	30
12	19
13	25
14	14
15	10

Config	T = 4.81
0	5
1	27
2	16
3	32
4	18
5	34
6	23
7	27
8	26
9	64
10	31
11	26
12	23
13	21
14	21
15	6

Config	T = 4.8
0	11
1	30
2	16
3	28
4	19
5	23
6	27
7	22
8	22
9	45
10	49
11	29
12	22
13	31
14	19
15	7

Config	T = 4.79
0	18
1	22
2	17
3	25
4	14
5	32
6	25
7	32
8	31
9	40
10	38
11	26
12	23
13	23
14	26
15	8

Config	T = 4.78
0	11
1	24
2	20
3	23
4	22
5	26
6	30
7	25
8	27
9	48
10	47
11	22
12	20
13	23
14	18
15	14

Config	T = 4.77
0	12
1	28
2	15
3	25
4	20
5	33
6	32
7	31
8	24
9	50
10	28
11	21
12	26
13	24
14	21
15	10

Config	T = 4.76
0	6
1	26
2	24
3	31
4	23
5	31
6	21
7	27
8	27
9	30
10	49
11	34
12	15
13	29
14	16
15	11

Config	T = 4.75
0	8
1	24
2	16
3	28
4	17
5	30
6	27
7	25
8	30
9	71
10	31
11	22
12	23
13	18
14	22
15	8

Config	T = 4.74
0	8
1	31
2	23
3	29
4	19
5	16
6	36
7	22
8	38
9	33
10	41
11	26
12	16
13	28
14	20
15	14

Config	T = 4.73
0	7
1	22
2	20
3	28
4	20
5	33
6	28
7	27
8	34
9	44
10	40
11	30
12	18
13	24
14	18
15	7

Config	T = 4.72
0	9
1	18
2	18
3	22
4	23
5	25
6	40
7	16
8	39
9	37
10	62
11	26
12	20
13	22
14	15
15	8

Config	T = 4.71
0	5
1	24
2	20
3	24
4	26
5	30
6	27
7	24
8	21
9	51
10	48
11	27
12	24
13	27
14	18
15	4

Config	T = 4.7
0	5
1	27
2	23
3	28
4	21
5	25
6	30
7	26
8	33
9	40
10	38
11	30
12	19
13	29
14	21
