Config	T = 5
0	8
1	15
2	11
3	15
4	14
5	28
6	15
7	25
8	12
9	24
10	27
11	17
12	11
13	17
14	8
15	9

Config	T = 4.99
0	7
1	11
2	17
3	12
4	17
5	27
6	15
7	26
8	16
9	7
10	37
11	20
12	9
13	19
14	9
15	7

Config	T = 4.98
0	7
1	12
2	17
3	14
4	14
5	21
6	14
7	22
8	19
9	22
10	30
11	16
12	12
13	14
14	15
15	7

Config	T = 4.97
0	5
1	20
2	11
3	17
4	11
5	14
6	24
7	17
8	21
9	33
10	17
11	16
12	14
13	19
14	14
15	3

Config	T = 4.96
0	6
1	20
2	11
3	22
4	12
5	19
6	14
7	16
8	15
9	32
10	18
11	21
12	13
13	19
14	12
15	6

Config	T = 4.95
0	8
1	18
2	9
3	16
4	11
5	23
6	19
7	23
8	15
9	24
10	25
11	17
12	13
13	19
14	11
15	5

Config	T = 4.94
0	5
1	18
2	13
3	19
4	8
5	15
6	13
7	19
8	19
9	33
10	29
11	21
12	8
13	20
14	13
15	3

Config	T = 4.93
0	6
1	20
2	8
3	17
4	8
5	17
6	22
7	20
8	19
9	27
10	31
11	18
12	9
13	21
14	9
15	4

Config	T = 4.92
0	5
1	16
2	11
3	13
4	12
5	19
6	21
7	21
8	17
9	27
10	36
11	11
12	15
13	14
14	14
15	4

Config	T = 4.91
0	6
1	20
2	11
3	16
4	13
5	18
6	24
7	20
8	18
9	20
10	25
11	13
12	15
13	17
14	13
15	7

Config	T = 4.9
0	4
1	18
2	13
3	15
4	14
5	21
6	15
7	23
8	11
9	20
10	37
11	17
12	13
13	20
14	12
15	3

Config	T = 4.89
0	6
1	15
2	18
3	14
4	16
5	13
6	21
7	16
8	22
9	22
10	28
11	14
12	12
13	15
14	14
15	10

Config	T = 4.88
0	4
1	20
2	12
3	17
4	8
5	20
6	11
7	27
8	12
9	48
10	15
11	14
12	12
13	17
14	16
15	3

Config	T = 4.87
0	7
1	21
2	14
3	15
4	14
5	23
6	16
7	29
8	10
9	13
10	25
11	16
12	11
13	22
14	11
15	9

Config	T = 4.86
0	5
1	19
2	10
3	15
4	10
5	15
6	21
7	19
8	17
9	35
10	31
11	12
12	13
13	16
14	13
15	5

Config	T = 4.85
0	5
1	17
2	13
3	24
4	11
5	21
6	10
7	16
8	19
9	29
10	20
11	22
12	14
13	15
14	16
15	4

Config	T = 4.84
0	7
1	15
2	11
3	18
4	16
5	23
6	19
7	15
8	17
9	22
10	26
11	22
12	12
13	19
14	7
15	7

Config	T = 4.83
0	6
1	14
2	11
3	14
4	12
5	22
6	17
7	21
8	16
9	27
10	36
11	17
12	12
13	17
14	11
15	3

Config	T = 4.82
0	6
1	15
2	14
3	12
4	15
5	17
6	18
7	19
8	14
9	30
10	37
11	14
12	10
13	17
14	9
15	9

Config	T = 4.81
0	4
1	23
2	13
3	19
4	13
5	15
6	19
7	19
8	15
9	30
10	17
11	13
12	16
13	17
14	16
15	7

Config	T = 4.8
0	7
1	14
2	11
3	14
4	8
5	18
6	21
7	21
8	24
9	20
10	41
11	23
12	2
13	23
14	5
15	4

Config	T = 4.79
0	7
1	15
2	14
3	17
4	17
5	17
6	17
7	12
8	16
9	19
10	34
11	21
12	14
13	19
14	11
15	6

Config	T = 4.78
0	5
1	15
2	11
3	21
4	9
5	15
6	19
7	11
8	27
9	22
10	41
11	23
12	6
13	17
14	8
15	6

Config	T = 4.77
0	7
1	18
2	8
3	19
4	14
5	22
6	19
7	15
8	14
9	27
10	26
11	15
12	19
13	14
14	13
15	6

Config	T = 4.76
0	3
1	20
2	16
3	15
4	15
5	17
6	13
7	23
8	9
9	24
10	35
11	14
12	13
13	19
14	14
15	6

Config	T = 4.75
0	6
1	24
2	13
3	19
4	14
5	7
6	29
7	11
8	23
9	28
10	8
11	13
12	18
13	18
14	17
15	8

Config	T = 4.74
0	8
1	16
2	9
3	17
4	12
5	14
6	31
7	10
8	29
9	22
10	21
11	21
12	13
13	20
14	10
15	3

Config	T = 4.73
0	8
1	20
2	9
3	19
4	7
5	11
6	20
7	14
8	21
9	27
10	33
11	19
12	11
13	20
14	13
15	4

Config	T = 4.72
0	7
1	16
2	15
3	18
4	12
5	15
6	15
7	16
8	20
9	20
10	33
11	20
12	11
13	18
14	14
15	6

Config	T = 4.71
0	10
1	9
2	16
3	13
4	14
5	15
6	17
7	13
8	23
9	28
10	32
11	19
12	12
13	15
14	14
15	6

Config	T = 4.7
0	4
1	16
2	14
3	14
4	14
5	17
6	18
7	19
8	16
9	29
10	35
11	14
12	12
13	16
14	12
15	6

Config	T = 4.69
0	6
1	17
2	10
3	17
4	10
5	22
6	17
7	22
8	17
9	29
10	26
11	15
12	15
13	15
14	15
15	3

Config	T = 4.68
0	4
1	20
2	11
3	20
4	9
5	16
6	17
7	18
8	19
9	37
10	22
11	14
12	14
13	14
14	16
15	5

Config	T = 4.67
0	2
1	14
2	18
3	15
4	14
5	16
6	12
7	19
8	17
9	29
10	38
11	21
12	7
13	20
14	11
15	3

Config	T = 4.66
0	6
1	25
2	9
3	23
4	9
5	13
6	17
7	15
8	15
9	33
10	19
11	17
12	15
13	19
14	15
15	6

Config	T = 4.65
0	6
1	16
2	11
3	19
4	8
5	20
6	12
7	20
8	18
9	34
10	28
11	17
12	14
13	14
14	17
15	2

Config	T = 4.64
0	7
1	14
2	10
3	18
4	7
5	21
6	16
7	20
8	23
9	42
10	19
11	16
12	12
13	12
14	15
15	4

Config	T = 4.63
0	11
1	14
2	13
3	15
4	11
5	13
6	21
7	14
8	24
9	29
10	23
11	19
12	11
13	18
14	13
15	7

Config	T = 4.62
0	7
1	17
2	18
3	15
4	17
5	18
6	13
7	21
8	12
9	19
10	33
11	12
12	12
13	14
14	13
15	15

Config	T = 4.61
0	3
1	25
2	10
3	24
4	9
5	13
6	19
7	15
8	19
9	29
10	23
11	20
12	9
13	21
14	10
15	7

Config	T = 4.6
0	2
1	12
2	12
3	14
4	14
5	22
6	19
7	18
8	19
9	27
10	47
11	19
12	5
13	17
14	3
15	6

Config	T = 4.59
0	5
1	15
2	14
3	9
4	15
5	20
6	20
7	25
8	13
9	28
10	35
11	14
12	9
13	20
14	8
15	6

Config	T = 4.58
0	2
1	19
2	13
3	20
4	11
5	17
6	14
7	18
8	17
9	46
10	18
11	13
12	14
13	12
14	16
15	6

Config	T = 4.57
0	8
1	20
2	5
3	18
4	8
5	22
6	19
7	21
8	14
9	26
10	31
11	14
12	17
13	16
14	14
15	3

Config	T = 4.56
0	8
1	21
2	12
3	18
4	12
5	12
6	24
7	15
8	21
9	22
10	19
11	19
12	12
13	22
14	12
15	7

Config	T = 4.55
0	4
1	17
2	13
3	18
4	12
5	24
6	13
7	24
8	15
9	19
10	32
11	17
12	14
13	16
14	15
15	3

Config	T = 4.54
0	4
1	18
2	15
3	20
4	13
5	20
6	14
7	20
8	18
9	25
10	26
11	16
12	10
13	14
14	12
15	11

Config	T = 4.53
0	3
1	19
2	13
3	19
4	14
5	20
6	15
7	19
8	14
9	24
10	31
11	19
12	11
13	19
14	10
15	6

Config	T = 4.52
0	9
1	15
2	14
3	13
4	11
5	19
6	13
7	24
8	14
9	18
10	38
11	26
12	4
13	28
14	7
15	3

Config	T = 4.51
0	1
1	17
2	19
3	18
4	10
5	12
6	18
7	20
8	28
9	25
10	28
11	15
12	8
13	14
14	17
15	6

Config	T = 4.5
0	4
1	17
2	17
3	17
4	12
5	22
6	12
7	27
8	17
9	31
10	17
11	9
12	16
13	9
14	21
15	8

Config	T = 4.49
0	4
1	24
2	10
3	21
4	10
5	12
6	23
7	15
8	20
9	18
10	31
11	15
12	15
13	18
14	15
15	5

Config	T = 4.48
0	3
1	17
2	13
3	21
4	13
5	19
6	18
7	15
8	22
9	32
10	19
11	18
12	13
13	14
14	13
15	6

Config	T = 4.47
0	6
1	18
2	10
3	16
4	11
5	28
6	10
7	29
8	7
9	32
10	28
11	12
12	15
13	14
14	14
15	6

Config	T = 4.46
0	4
1	17
2	14
3	17
4	11
5	13
6	14
7	16
8	17
9	41
10	30
11	16
12	11
13	16
14	14
15	5

Config	T = 4.45
0	5
1	14
2	16
3	14
4	14
5	18
6	13
7	20
8	15
9	27
10	38
11	17
12	10
13	17
14	12
15	6

Config	T = 4.44
0	5
1	22
2	8
3	16
4	9
5	18
6	22
7	23
8	15
9	53
10	7
11	9
12	14
13	15
14	13
15	7

Config	T = 4.43
0	6
1	17
2	11
3	23
4	11
5	22
6	13
7	16
8	19
9	23
10	29
11	20
12	12
13	14
14	12
15	8

Config	T = 4.42
0	5
1	23
2	9
3	24
4	11
5	17
6	18
7	14
8	17
9	27
10	20
11	20
12	14
13	19
14	12
15	6

Config	T = 4.41
0	3
1	16
2	14
3	21
4	14
5	22
6	15
7	17
8	20
9	30
10	19
11	19
12	13
13	14
14	13
15	6

Config	T = 4.4
0	3
1	10
2	17
3	15
4	18
5	24
6	8
7	18
8	12
9	21
10	47
11	26
12	7
13	21
14	6
15	3

Config	T = 4.39
0	3
1	16
2	18
3	17
4	15
5	17
6	15
7	19
8	19
9	21
10	29
11	21
12	9
13	20
14	12
15	5

Config	T = 4.38
0	4
1	21
2	15
3	15
4	12
5	11
6	19
7	20
8	16
9	27
10	32
11	14
12	10
13	20
14	13
15	7

Config	T = 4.37
0	1
1	20
2	10
3	18
4	12
5	13
6	19
7	13
8	15
9	34
10	43
11	16
12	11
13	18
14	9
15	4

Config	T = 4.36
0	8
1	12
2	11
3	15
4	15
5	20
6	22
7	13
8	21
9	21
10	32
11	21
12	14
13	18
14	10
15	3

Config	T = 4.35
0	6
1	17
2	14
3	17
4	11
5	17
6	17
7	20
8	20
9	25
10	26
11	20
12	9
13	20
14	12
15	5

Config	T = 4.34
0	7
1	16
2	17
3	14
4	15
5	11
6	16
7	15
8	16
9	28
10	29
11	20
12	12
13	22
14	14
15	4

Config	T = 4.33
0	4
1	15
2	17
3	18
4	15
5	14
6	13
7	13
8	18
9	36
10	27
11	19
12	11
13	16
14	13
15	7

Config	T = 4.32
0	8
1	24
2	12
3	20
4	9
5	9
6	18
7	16
8	17
9	24
10	21
11	20
12	14
13	24
14	17
15	3

Config	T = 4.31
0	4
1	23
2	12
3	19
4	15
5	9
6	26
7	10
8	19
9	24
10	22
11	21
12	13
13	25
14	10
15	4

Config	T = 4.3
0	3
1	9
2	14
3	8
4	17
5	19
6	27
7	17
8	23
9	28
10	39
11	19
12	7
13	20
14	4
15	2

Config	T = 4.29
0	3
1	19
2	11
3	21
4	13
5	23
6	23
7	19
8	23
9	20
10	15
11	19
12	14
13	17
14	12
15	4

Config	T = 4.28
0	4
1	19
2	6
3	22
4	9
5	15
6	20
7	9
8	20
9	43
10	31
11	18
12	11
13	15
14	8
15	6

Config	T = 4.27
0	8
1	17
2	14
3	15
4	13
5	17
6	23
7	20
8	22
9	20
10	20
11	19
12	9
13	21
14	10
15	8

Config	T = 4.26
0	4
1	19
2	10
3	20
4	10
5	22
6	12
7	21
8	13
9	40
10	21
11	18
12	13
13	17
14	13
15	3

Config	T = 4.25
0	5
1	18
2	13
3	16
4	13
5	26
6	16
7	28
8	14
9	19
10	22
11	20
12	10
13	22
14	10
15	4

Config	T = 4.24
0	3
1	18
2	14
3	22
4	12
5	26
6	8
7	24
8	14
9	26
10	24
11	21
12	9
13	17
14	11
15	7

Config	T = 4.23
0	10
1	16
2	15
3	9
4	12
5	15
6	17
7	25
8	13
9	29
10	28
11	16
12	10
13	23
14	13
15	5

Config	T = 4.22
0	2
1	17
2	14
3	12
4	17
5	12
6	27
7	14
8	19
9	17
10	47
11	12
12	13
13	17
14	10
15	6

Config	T = 4.21
0	7
1	17
2	12
3	20
4	9
5	16
6	14
7	16
8	20
9	25
10	34
11	20
12	10
13	17
14	13
15	6

