Config	T = 5
0	50
1	108
2	75
3	104
4	66
5	106
6	107
7	119
8	112
9	193
10	147
11	92
12	88
13	96
14	97
15	40

Config	T = 4.99
0	46
1	98
2	76
3	115
4	72
5	106
6	107
7	93
8	128
9	148
10	188
11	126
12	77
13	109
14	81
15	30

Config	T = 4.98
0	30
1	98
2	89
3	108
4	84
5	98
6	99
7	93
8	114
9	178
10	199
11	115
12	78
13	105
14	83
15	29

Config	T = 4.97
0	36
1	118
2	83
3	110
4	80
5	110
6	95
7	121
8	90
9	169
10	159
11	108
12	84
13	116
14	87
15	34

Config	T = 4.96
0	49
1	102
2	70
3	108
4	65
5	116
6	94
7	115
8	105
9	183
10	180
11	115
12	77
13	109
14	82
15	30

Config	T = 4.95
0	42
1	95
2	93
3	94
4	90
5	102
6	110
7	106
8	112
9	150
10	187
11	108
12	81
13	109
14	84
15	37

Config	T = 4.94
0	36
1	109
2	78
3	107
4	86
5	119
6	112
7	113
8	102
9	151
10	185
11	102
12	77
13	104
14	69
15	50

Config	T = 4.93
0	36
1	114
2	72
3	113
4	81
5	120
6	109
7	112
8	99
9	172
10	160
11	109
12	81
13	110
14	72
15	40

Config	T = 4.92
0	32
1	113
2	87
3	106
4	85
5	103
6	113
7	112
8	108
9	158
10	158
11	106
12	87
13	113
14	89
15	30

Config	T = 4.91
0	38
1	96
2	74
3	105
4	78
5	113
6	103
7	100
8	108
9	181
10	194
11	119
12	83
13	110
14	79
15	19

Config	T = 4.9
0	44
1	110
2	87
3	104
4	79
5	98
6	104
7	112
8	106
9	174
10	156
11	93
12	92
13	99
14	100
15	42

Config	T = 4.89
0	38
1	110
2	82
3	105
4	83
5	94
6	126
7	98
8	120
9	174
10	160
11	101
12	79
13	106
14	78
15	46

Config	T = 4.88
0	37
1	100
2	86
3	110
4	82
5	121
6	93
7	115
8	107
9	173
10	148
11	120
12	85
13	110
14	89
15	24

Config	T = 4.87
0	49
1	115
2	70
3	115
4	78
5	113
6	117
7	105
8	109
9	157
10	136
11	117
12	85
13	117
14	77
15	40

Config	T = 4.86
0	45
1	110
2	71
3	106
4	85
5	124
6	123
7	114
8	105
9	134
10	156
11	101
12	100
13	105
14	86
15	35

Config	T = 4.85
0	35
1	115
2	78
3	109
4	86
5	120
6	108
7	118
8	94
9	146
10	172
11	113
12	78
13	119
14	70
15	39

Config	T = 4.84
0	35
1	99
2	87
3	100
4	89
5	91
6	123
7	88
8	122
9	181
10	174
11	110
12	80
13	109
14	78
15	34

Config	T = 4.83
0	44
1	105
2	70
3	103
4	82
5	103
6	121
7	93
8	107
9	203
10	156
11	108
12	86
13	110
14	74
15	35

Config	T = 4.82
0	40
1	100
2	71
3	113
4	90
5	111
6	130
7	79
8	124
9	165
10	167
11	118
12	81
13	105
14	62
15	44

Config	T = 4.81
0	41
1	116
2	76
3	121
4	64
5	106
6	89
7	113
8	106
9	180
10	172
11	101
12	82
13	96
14	94
15	43

Config	T = 4.8
0	38
1	102
2	94
3	94
4	97
5	104
6	108
7	109
8	97
9	168
10	173
11	96
12	86
13	104
14	83
15	47

Config	T = 4.79
0	47
1	93
2	89
3	88
4	83
5	103
6	120
7	114
8	121
9	172
10	164
11	96
12	81
13	101
14	87
15	41

Config	T = 4.78
0	32
1	116
2	95
3	101
4	89
5	92
6	100
7	113
8	91
9	162
10	171
11	104
12	91
13	119
14	97
15	27

Config	T = 4.77
0	43
1	99
2	98
3	92
4	100
5	102
6	101
7	107
8	92
9	156
10	168
11	112
12	90
13	119
14	88
15	33

Config	T = 4.76
0	40
1	101
2	94
3	100
4	87
5	122
6	89
7	130
8	95
9	157
10	165
11	115
12	70
13	116
14	77
15	42

Config	T = 4.75
0	40
1	115
2	76
3	111
4	86
5	111
6	107
7	105
8	93
9	156
10	173
11	107
12	89
13	111
14	79
15	41

Config	T = 4.74
0	47
1	91
2	83
3	96
4	81
5	114
6	111
7	111
8	118
9	137
10	203
11	129
12	58
13	124
14	60
15	37

Config	T = 4.73
0	42
1	102
2	81
3	102
4	81
5	101
6	108
7	101
8	108
9	159
10	203
11	105
12	82
13	105
14	82
15	38

Config	T = 4.72
0	36
1	117
2	76
3	117
4	72
5	95
6	123
7	99
8	127
9	172
10	159
11	105
12	73
13	105
14	77
15	47

Config	T = 4.71
0	41
1	107
2	89
3	111
4	83
5	90
6	101
7	92
8	111
9	169
10	175
11	114
12	80
13	110
14	86
15	41

Config	T = 4.7
0	38
1	111
2	80
3	107
4	84
5	108
6	108
7	108
8	100
9	179
10	158
11	105
12	85
13	109
14	81
15	39

Config	T = 4.69
0	46
1	99
2	90
3	105
4	77
5	88
6	104
7	95
8	123
9	158
10	186
11	113
12	81
13	107
14	94
15	34

Config	T = 4.68
0	34
1	111
2	84
3	113
4	76
5	106
6	97
7	112
8	107
9	171
10	176
11	103
12	81
13	101
14	89
15	39

Config	T = 4.67
0	37
1	116
2	73
3	113
4	84
5	114
6	121
7	106
8	107
9	150
10	154
11	107
12	92
13	110
14	81
15	35

Config	T = 4.66
0	38
1	108
2	85
3	103
4	91
5	103
6	119
7	102
8	108
9	132
10	190
11	116
12	74
13	121
14	68
15	42

Config	T = 4.65
0	39
1	104
2	88
3	106
4	93
5	133
6	102
7	126
8	99
9	153
10	136
11	111
12	79
13	109
14	74
15	48

Config	T = 4.64
0	42
1	97
2	96
3	91
4	94
5	107
6	113
7	115
8	109
9	116
10	186
11	127
12	72
13	133
14	74
15	28

Config	T = 4.63
0	27
1	113
2	76
3	109
4	78
5	112
6	107
7	114
8	101
9	172
10	183
11	106
12	86
13	110
14	84
15	22

Config	T = 4.62
0	42
1	115
2	85
3	114
4	80
5	104
6	103
7	110
8	107
9	155
10	158
11	112
12	73
13	113
14	78
15	51

Config	T = 4.61
0	40
1	124
2	76
3	102
4	75
5	81
6	120
7	104
8	99
9	204
10	150
11	94
12	91
13	116
14	92
15	32

Config	T = 4.6
0	49
1	99
2	83
3	100
4	85
5	117
6	103
7	114
8	102
9	148
10	180
11	118
12	71
13	117
14	69
15	45

Config	T = 4.59
0	44
1	118
2	79
3	102
4	77
5	94
6	115
7	112
8	101
9	163
10	174
11	102
12	78
13	118
14	80
15	43

Config	T = 4.58
0	30
1	114
2	77
3	104
4	83
5	97
6	114
7	101
8	98
9	183
10	193
11	103
12	82
13	113
14	76
15	32

Config	T = 4.57
0	30
1	96
2	84
3	108
4	83
5	112
6	104
7	101
8	117
9	163
10	200
11	121
12	71
13	109
14	72
15	29

Config	T = 4.56
0	37
1	105
2	98
3	95
4	97
5	93
6	120
7	104
8	111
9	132
10	182
11	118
12	68
13	128
14	69
15	43

Config	T = 4.55
0	44
1	107
2	83
3	111
4	88
5	114
6	101
7	105
8	100
9	140
10	178
11	116
12	79
13	112
14	74
15	48

Config	T = 4.54
0	33
1	118
2	76
3	116
4	85
5	104
6	124
7	97
8	113
9	179
10	140
11	103
12	85
13	105
14	76
15	46

Config	T = 4.53
0	41
1	101
2	76
3	98
4	85
5	118
6	110
7	112
8	98
9	141
10	209
11	119
12	74
13	122
14	65
15	31

Config	T = 4.52
0	36
1	115
2	70
3	107
4	87
5	102
6	129
7	93
8	104
9	170
10	178
11	113
12	75
13	121
14	58
15	42

Config	T = 4.51
0	38
1	112
2	69
3	112
4	69
5	116
6	101
7	116
8	101
9	170
10	190
11	112
12	75
13	112
14	75
15	32

Config	T = 4.5
0	42
1	92
2	94
3	96
4	89
5	101
6	115
7	102
8	124
9	131
10	200
11	114
12	72
13	110
14	77
15	41

Config	T = 4.49
0	43
1	119
2	71
3	114
4	71
5	102
6	106
7	107
8	101
9	199
10	150
11	97
12	87
13	102
14	87
15	44

Config	T = 4.48
0	42
1	125
2	70
3	126
4	68
5	105
6	105
7	106
8	108
9	155
10	155
11	106
12	92
13	105
14	94
15	38

Config	T = 4.47
0	45
1	105
2	86
3	108
4	77
5	129
6	79
7	135
8	91
9	166
10	160
11	113
12	70
13	110
14	79
15	47

Config	T = 4.46
0	48
1	88
2	90
3	96
4	92
5	109
6	107
7	99
8	113
9	153
10	186
11	118
12	75
13	110
14	73
15	43

Config	T = 4.45
0	35
1	120
2	68
3	120
4	76
5	112
6	111
7	104
8	103
9	176
10	158
11	99
12	95
13	99
14	87
15	37

Config	T = 4.44
0	37
1	110
2	81
3	114
4	82
5	111
6	95
7	106
8	98
9	154
10	191
11	108
12	85
13	104
14	84
15	40

Config	T = 4.43
0	33
1	105
2	72
3	109
4	68
5	115
6	101
7	115
8	109
9	197
10	181
11	107
12	78
13	103
14	82
15	25

Config	T = 4.42
0	35
1	113
2	80
3	112
4	72
5	97
6	107
7	106
8	114
9	171
10	175
11	117
12	73
13	118
14	81
15	29

Config	T = 4.41
0	26
1	119
2	62
3	112
4	80
5	102
6	135
7	91
8	110
9	199
10	174
11	98
12	85
13	105
14	67
15	35

Config	T = 4.4
0	31
1	106
2	73
3	110
4	77
5	110
6	102
7	102
8	102
9	200
10	191
11	106
12	80
13	102
14	76
15	32

Config	T = 4.39
0	34
1	114
2	71
3	111
4	79
5	105
6	114
7	100
8	103
9	178
10	181
11	99
12	92
13	102
14	84
15	33

Config	T = 4.38
0	35
1	113
2	77
3	115
4	65
5	99
6	109
7	109
8	123
9	192
10	154
11	106
12	78
13	104
14	90
15	31

Config	T = 4.37
0	39
1	114
2	76
3	122
4	71
5	101
6	102
7	98
8	115
9	184
10	159
11	115
12	75
13	107
14	80
15	42

Config	T = 4.36
0	37
1	96
2	77
3	106
4	88
5	116
6	117
7	95
8	116
9	161
10	190
11	117
12	74
13	107
14	63
15	40

Config	T = 4.35
0	39
1	103
2	77
3	98
4	86
5	108
6	132
7	104
8	118
9	171
10	161
11	108
12	76
13	113
14	67
15	39

Config	T = 4.34
0	48
1	99
2	76
3	99
4	86
5	109
6	122
7	99
8	112
9	152
10	180
11	105
12	90
13	105
14	80
15	38

Config	T = 4.33
0	40
1	116
2	67
3	111
4	75
5	109
6	110
7	106
8	97
9	207
10	154
11	102
12	83
13	107
14	75
15	41

Config	T = 4.32
0	38
1	113
2	73
3	115
4	74
5	113
6	95
7	110
8	96
9	202
10	147
11	100
12	100
13	98
14	99
15	27

Config	T = 4.31
0	29
1	103
2	77
3	110
4	77
5	125
6	106
7	118
8	113
9	141
10	202
11	118
12	72
13	111
14	72
15	26

Config	T = 4.3
0	33
1	106
2	75
3	113
4	77
5	108
6	110
7	99
8	115
9	178
10	181
11	110
12	81
13	103
14	79
15	32

Config	T = 4.29
0	33
1	104
2	71
3	106
4	82
5	110
6	130
7	97
8	121
9	172
10	174
