Config	T = 5
0	26
1	68
2	41
3	63
4	41
5	61
6	68
7	66
8	63
9	77
10	90
11	57
12	44
13	62
14	44
15	29

Config	T = 4.99
0	26
1	62
2	39
3	68
4	46
5	71
6	54
7	58
8	53
9	72
10	106
11	76
12	42
13	70
14	35
15	22

Config	T = 4.98
0	21
1	58
2	49
3	51
4	50
5	76
6	54
7	82
8	46
9	75
10	105
11	68
12	37
13	75
14	36
15	17

Config	T = 4.97
0	10
1	74
2	37
3	69
4	40
5	62
6	65
7	64
8	57
9	134
10	68
11	50
12	49
13	55
14	46
15	20

Config	T = 4.96
0	14
1	68
2	43
3	63
4	51
5	65
6	72
7	62
8	59
9	101
10	78
11	55
12	44
13	60
14	36
15	29

Config	T = 4.95
0	22
1	57
2	42
3	66
4	46
5	72
6	51
7	59
8	56
9	102
10	95
11	65
12	46
13	56
14	42
15	23

Config	T = 4.94
0	17
1	60
2	58
3	56
4	43
5	56
6	57
7	75
8	68
9	79
10	105
11	61
12	30
13	65
14	45
15	25

Config	T = 4.93
0	15
1	73
2	48
3	72
4	39
5	55
6	47
7	65
8	55
9	94
10	97
11	62
12	42
13	63
14	51
15	22

Config	T = 4.92
0	20
1	59
2	50
3	64
4	44
5	73
6	39
7	74
8	50
9	110
10	80
11	63
12	45
13	58
14	51
15	20

Config	T = 4.91
0	27
1	61
2	42
3	63
4	46
5	57
6	70
7	51
8	68
9	80
10	98
11	65
12	42
13	63
14	38
15	29

Config	T = 4.9
0	21
1	51
2	48
3	54
4	46
5	75
6	56
7	74
8	61
9	107
10	86
11	57
12	44
13	54
14	46
15	20

Config	T = 4.89
0	26
1	66
2	40
3	56
4	42
5	56
6	68
7	64
8	56
9	105
10	91
11	43
12	55
13	53
14	53
15	26

Config	T = 4.88
0	28
1	77
2	37
3	67
4	36
5	59
6	62
7	70
8	53
9	95
10	67
11	58
12	49
13	68
14	50
15	24

Config	T = 4.87
0	17
1	62
2	44
3	64
4	44
5	71
6	52
7	69
8	54
9	112
10	80
11	64
12	44
13	62
14	44
15	17

Config	T = 4.86
0	12
1	68
2	45
3	60
4	46
5	59
6	64
7	66
8	55
9	101
10	99
11	46
12	54
13	54
14	53
15	18

Config	T = 4.85
0	25
1	57
2	51
3	50
4	54
5	59
6	72
7	63
8	62
9	70
10	95
