Config	T = 5
0	49
1	121
2	75
3	129
4	75
5	102
6	98
7	94
8	106
9	166
10	127
11	120
12	93
13	112
14	93
15	40

Config	T = 4.99
0	42
1	115
2	78
3	123
4	74
5	114
6	100
7	110
8	112
9	168
10	132
11	109
12	88
13	101
14	92
15	42

Config	T = 4.98
0	33
1	106
2	82
3	114
4	85
5	131
6	87
7	120
8	92
9	165
10	170
11	117
12	77
13	109
14	74
15	38

Config	T = 4.97
0	34
1	104
2	81
3	111
4	83
5	111
6	110
7	102
8	115
9	178
10	175
11	106
12	71
13	99
14	69
15	51

Config	T = 4.96
0	58
1	109
2	80
3	109
4	86
5	110
6	113
7	104
8	107
9	163
10	110
11	114
12	90
13	114
14	84
15	49

Config	T = 4.95
0	38
1	101
2	88
3	101
4	80
5	97
6	108
7	105
8	116
9	200
10	170
11	101
12	68
13	101
14	76
15	50

Config	T = 4.94
0	53
1	97
2	79
3	104
4	72
5	113
6	108
7	113
8	122
9	148
10	163
11	117
12	82
13	110
14	89
15	30

Config	T = 4.93
0	32
1	109
2	80
3	103
4	87
5	103
6	110
7	102
8	97
9	207
10	159
11	106
12	84
13	112
14	77
15	32

Config	T = 4.92
0	48
1	102
2	78
3	103
4	86
5	114
6	111
7	105
8	104
9	161
10	161
11	119
12	80
13	118
14	72
15	38

Config	T = 4.91
0	37
1	104
2	86
3	107
4	81
5	114
6	91
7	116
8	99
9	185
10	163
11	110
12	80
13	107
14	85
15	35

Config	T = 4.9
0	43
1	110
2	79
3	110
4	80
5	103
6	103
7	102
8	102
9	172
10	165
11	107
12	92
13	107
14	91
15	34

Config	T = 4.89
0	40
1	97
2	89
3	99
4	81
5	106
6	106
7	112
8	116
9	155
10	190
11	120
12	63
13	118
14	71
15	37

Config	T = 4.88
0	36
1	96
2	89
3	106
4	94
5	110
6	116
7	95
8	121
9	158
10	165
11	122
12	71
13	112
14	66
15	43

Config	T = 4.87
0	37
1	103
2	85
3	107
4	86
5	110
6	104
7	105
8	107
9	167
10	175
11	111
12	78
13	107
14	77
15	41

Config	T = 4.86
0	42
1	100
2	77
3	107
4	75
5	114
6	118
7	109
8	127
9	167
10	157
11	106
12	82
13	99
14	84
15	36

Config	T = 4.85
0	34
1	120
2	66
3	112
4	68
5	119
6	110
7	125
8	100
9	187
10	150
11	104
12	85
13	112
14	83
15	25

Config	T = 4.84
0	31
1	129
2	72
3	128
4	82
5	102
6	116
7	93
8	105
9	144
10	163
11	120
12	83
13	121
14	73
15	38

Config	T = 4.83
0	37
1	127
2	81
3	122
4	77
5	102
6	98
7	111
8	97
9	166
10	143
11	99
12	95
13	104
14	99
15	42

Config	T = 4.82
0	35
1	113
2	67
3	109
4	75
5	116
6	114
7	112
8	102
9	179
10	176
11	100
12	87
13	104
14	79
15	32

Config	T = 4.81
0	45
1	113
2	71
3	120
4	78
5	112
6	99
7	98
8	99
9	167
10	168
11	122
12	79
13	115
14	72
15	42

Config	T = 4.8
0	41
1	119
2	82
3	111
4	79
5	99
6	105
7	110
8	100
9	163
10	153
11	113
12	83
13	121
14	86
15	35

Config	T = 4.79
0	38
1	100
2	92
3	92
4	81
5	105
6	109
7	124
8	112
9	147
10	192
11	114
12	64
13	122
14	75
