Config	T = 5
0	8
1	20
2	18
3	19
4	16
5	12
6	13
7	15
8	14
9	14
10	25
11	22
12	14
13	23
14	16
15	7

Config	T = 4.99
0	4
1	20
2	10
3	18
4	9
5	17
6	24
7	20
8	23
9	28
10	23
11	13
12	13
13	15
14	14
15	5

Config	T = 4.98
0	7
1	22
2	14
3	22
4	11
5	14
6	16
7	17
8	19
9	20
10	20
11	18
12	13
13	18
14	16
15	9

Config	T = 4.97
0	7
1	17
2	11
3	19
4	9
5	19
6	14
7	19
8	18
9	43
10	17
11	18
12	10
13	16
14	12
15	7

Config	T = 4.96
0	7
1	15
2	20
3	14
4	15
5	15
6	11
7	21
8	15
9	13
10	39
11	24
12	5
13	25
14	10
15	7

Config	T = 4.95
0	13
1	16
2	12
3	17
4	14
5	17
6	14
7	14
8	13
9	19
10	33
11	21
12	12
13	20
14	10
15	11

Config	T = 4.94
0	3
1	24
2	8
3	23
4	8
5	19
6	16
7	20
8	15
9	42
10	14
11	13
12	16
13	14
14	16
15	5

Config	T = 4.93
0	5
1	16
2	15
3	15
4	16
5	15
6	20
7	15
8	18
9	31
10	23
11	15
12	16
13	16
14	15
15	5

Config	T = 4.92
0	8
1	16
2	12
3	13
4	16
5	21
6	25
7	20
8	18
9	18
10	25
11	14
12	14
13	17
14	10
15	9

Config	T = 4.91
0	10
1	18
2	9
3	16
4	8
5	21
6	13
7	24
8	12
9	22
10	36
11	18
12	12
13	20
14	13
15	4

Config	T = 4.9
0	7
1	16
2	12
3	18
4	13
5	19
6	12
7	16
8	13
9	52
10	14
11	10
12	19
13	8
14	18
15	9

Config	T = 4.89
0	3
1	19
2	16
3	16
4	16
5	21
6	9
7	24
8	6
9	25
10	34
11	16
12	13
13	19
14	13
15	6

Config	T = 4.88
0	4
1	23
2	10
3	17
4	13
5	16
6	25
7	19
8	16
9	16
10	33
11	17
12	10
13	23
14	7
15	7

Config	T = 4.87
0	7
1	16
2	11
3	20
4	15
5	19
6	17
7	11
8	17
9	20
10	30
11	21
12	18
13	17
14	14
15	3

Config	T = 4.86
0	12
1	14
2	13
3	15
4	13
5	14
6	18
7	13
8	19
9	30
10	21
11	16
12	19
13	15
14	19
15	5

Config	T = 4.85
0	8
1	20
2	10
3	21
4	15
5	22
6	14
7	16
8	10
9	28
10	16
11	17
12	21
13	16
14	16
15	6

Config	T = 4.84
0	6
1	20
2	14
3	19
4	7
5	13
6	12
7	21
8	18
9	40
10	20
11	13
12	13
13	14
14	20
15	6

Config	T = 4.83
0	6
1	19
2	11
3	23
4	12
5	15
6	18
7	10
8	21
9	31
10	20
11	15
12	19
13	11
14	18
15	7

Config	T = 4.82
0	2
1	19
2	10
3	18
4	11
5	11
6	25
7	11
8	23
9	28
10	38
11	20
12	9
13	21
14	8
15	2

Config	T = 4.81
0	13
1	16
2	15
3	14
4	13
5	19
6	18
7	23
8	18
9	12
10	21
11	19
12	11
13	21
14	13
15	10

Config	T = 4.8
0	5
1	13
2	20
3	13
4	22
5	20
6	12
7	18
8	10
9	10
10	41
11	20
12	14
13	20
14	12
15	6

Config	T = 4.79
0	9
1	16
2	13
3	18
4	13
5	17
6	18
7	15
8	20
9	20
10	31
11	17
12	11
13	15
14	11
15	12

Config	T = 4.78
0	6
1	21
2	11
3	22
4	14
5	19
6	17
7	15
8	15
9	29
10	14
11	16
12	19
13	15
14	16
15	7

Config	T = 4.77
0	5
1	11
2	18
3	12
4	16
5	13
6	16
7	14
8	19
9	27
10	44
11	18
12	9
13	17
14	11
15	6

Config	T = 4.76
0	1
1	19
2	17
3	17
4	13
5	13
6	17
7	19
8	19
9	33
10	25
11	18
12	8
13	20
14	12
15	5

Config	T = 4.75
0	4
1	21
2	9
3	19
4	11
5	14
6	22
7	14
8	18
9	24
10	36
11	17
12	13
13	19
14	11
15	4

Config	T = 4.74
0	4
1	19
2	12
3	20
4	14
5	18
6	19
7	15
8	18
9	33
10	15
11	18
12	16
13	17
14	14
15	4

Config	T = 4.73
0	7
1	18
2	11
3	20
4	8
5	13
6	22
7	14
8	27
9	26
10	27
11	18
12	9
13	16
14	12
15	8

Config	T = 4.72
0	2
1	21
2	14
3	19
4	14
5	11
6	21
7	13
8	19
9	32
10	27
11	15
12	11
13	17
14	11
15	9

Config	T = 4.71
0	5
1	27
2	10
3	20
4	8
5	11
6	17
7	20
8	12
9	37
10	21
11	8
12	18
13	15
14	20
15	7

Config	T = 4.7
0	5
1	17
2	13
3	18
4	16
5	16
6	14
7	12
8	12
9	30
10	34
11	18
12	16
13	17
14	13
15	5

Config	T = 4.69
0	7
1	20
2	10
3	18
4	10
5	11
6	26
7	13
8	24
9	33
10	19
11	14
12	14
13	16
14	14
15	7

Config	T = 4.68
0	8
1	14
2	8
3	17
4	10
5	18
6	24
7	13
8	25
9	15
10	42
11	23
12	9
13	20
14	7
15	3

Config	T = 4.67
0	4
1	21
2	6
3	20
4	10
5	21
6	26
7	18
8	21
9	32
10	20
11	14
12	12
13	15
14	8
15	8

Config	T = 4.66
0	8
1	20
2	13
3	17
4	15
5	18
6	17
7	19
8	12
9	19
10	23
11	19
12	15
13	22
14	13
15	6

Config	T = 4.65
0	3
1	17
2	15
3	21
4	15
5	19
6	11
7	15
8	15
9	27
10	31
11	20
12	12
13	16
14	12
15	7

Config	T = 4.64
0	3
1	16
2	14
3	16
4	14
5	20
6	16
7	20
8	16
9	19
10	42
11	17
12	10
13	17
14	10
15	6

Config	T = 4.63
0	7
1	24
2	11
3	18
4	12
5	16
6	18
7	21
8	11
9	23
10	23
11	14
12	16
13	20
14	15
15	7

Config	T = 4.62
0	8
1	16
2	15
3	14
4	13
5	21
6	14
7	25
8	14
9	24
10	24
11	15
12	14
13	17
14	16
15	6

Config	T = 4.61
0	3
1	19
2	14
3	17
4	13
5	14
6	13
7	17
8	12
9	29
10	37
11	19
12	13
13	21
14	14
15	1

Config	T = 4.6
0	7
1	18
2	13
3	17
4	17
5	27
6	16
7	24
8	11
9	18
10	15
11	14
12	21
13	15
14	17
15	6

Config	T = 4.59
0	5
1	16
2	15
3	16
4	9
5	19
6	12
7	25
8	18
9	36
10	25
11	13
12	11
13	13
14	17
15	6

Config	T = 4.58
0	6
1	22
2	10
3	17
4	10
5	14
6	18
7	19
8	13
9	29
10	30
11	17
12	13
13	22
14	13
15	3

Config	T = 4.57
0	5
1	16
2	12
3	14
4	8
5	15
6	21
7	21
8	23
9	39
10	28
11	10
12	11
13	12
14	15
15	6

Config	T = 4.56
0	4
1	19
2	12
3	22
4	13
5	21
6	15
7	17
8	17
9	30
10	19
11	17
12	15
13	14
14	14
15	7

Config	T = 4.55
0	5
1	18
2	14
3	18
4	15
5	15
6	20
7	14
8	19
9	18
10	33
11	20
12	10
13	20
14	9
15	8

Config	T = 4.54
0	6
1	20
2	12
3	19
4	12
5	17
6	20
7	18
8	19
9	34
10	14
11	14
12	13
13	15
14	13
15	10

Config	T = 4.53
0	8
1	20
2	8
3	19
4	11
5	26
6	13
7	24
8	9
9	32
10	21
11	14
12	15
13	15
14	12
15	9

Config	T = 4.52
0	5
1	20
2	11
3	17
4	13
5	19
6	20
7	20
8	15
9	22
10	30
11	16
12	12
13	19
14	10
15	7

Config	T = 4.51
0	5
1	18
2	10
3	22
4	10
5	27
6	16
7	23
8	20
9	20
10	20
11	15
12	17
13	11
14	17
15	5

Config	T = 4.5
0	6
1	14
2	10
3	13
4	16
5	25
6	18
7	20
8	11
9	32
10	30
11	14
12	17
13	15
14	11
15	4

Config	T = 4.49
0	1
1	19
2	14
3	23
4	13
5	18
6	12
7	15
8	17
9	30
10	30
11	19
12	11
13	15
14	12
15	7

Config	T = 4.48
0	5
1	15
2	17
3	15
4	17
5	21
6	20
7	21
8	20
9	16
10	21
11	21
12	10
13	21
14	10
15	6

Config	T = 4.47
0	4
1	19
2	12
3	18
4	12
5	15
6	15
7	16
8	14
9	33
10	33
11	16
12	14
13	17
14	14
15	4

Config	T = 4.46
0	5
1	18
2	10
3	19
4	13
5	15
6	21
7	11
8	19
9	26
10	33
11	20
12	13
13	19
14	10
15	4

Config	T = 4.45
0	2
1	19
2	10
3	23
4	10
5	24
6	11
7	20
8	15
9	28
10	34
11	18
12	11
13	14
14	11
15	6

Config	T = 4.44
0	4
1	21
2	12
3	15
4	14
5	12
6	23
7	16
8	15
9	29
10	31
11	13
12	14
13	19
14	12
15	6

Config	T = 4.43
0	6
1	16
2	15
3	11
4	17
5	15
6	24
7	18
8	17
9	22
10	29
11	15
12	14
13	20
14	12
15	5

Config	T = 4.42
0	3
1	20
2	11
3	16
4	13
5	18
6	18
7	20
8	12
9	26
10	38
11	20
12	7
13	24
14	5
15	5

Config	T = 4.41
0	4
1	25
2	11
3	18
4	10
5	15
6	17
7	23
8	11
9	35
10	22
11	10
12	15
13	17
14	16
15	7

Config	T = 4.4
0	9
1	13
2	16
3	11
4	17
5	19
6	21
7	20
8	18
9	9
10	35
11	16
12	14
13	18
14	13
15	7

Config	T = 4.39
0	7
1	15
2	14
3	12
4	15
5	10
6	22
7	12
8	18
9	31
10	38
11	15
12	11
13	18
14	10
15	8

Config	T = 4.38
0	4
1	21
2	11
3	22
4	13
5	21
6	15
7	18
8	14
9	29
10	22
11	15
12	15
13	14
14	13
15	9

Config	T = 4.37
0	6
1	18
2	12
3	18
4	13
5	15
6	24
7	14
8	23
9	23
10	22
11	16
12	16
13	16
14	15
15	5

Config	T = 4.36
0	7
1	16
2	11
3	14
4	15
5	19
6	21
7	17
8	15
9	28
10	31
11	14
12	14
13	16
14	10
15	8

Config	T = 4.35
0	6
1	20
2	15
3	17
4	13
5	17
6	15
7	22
8	14
9	28
10	21
11	11
12	16
13	14
14	18
15	9

Config	T = 4.34
0	8
1	11
2	16
3	20
4	12
5	18
6	13
7	13
8	26
9	31
10	20
11	24
12	9
13	15
14	13
15	7

Config	T = 4.33
0	4
1	18
2	15
3	21
4	15
5	11
6	23
7	8
8	26
9	23
10	21
11	19
12	15
13	16
14	15
15	6

Config	T = 4.32
0	4
1	16
2	10
3	19
4	11
5	15
6	19
7	11
8	21
9	54
10	19
11	16
12	11
13	13
14	10
15	7

Config	T = 4.31
0	5
1	16
2	16
3	15
4	14
5	18
6	12
7	21
8	13
9	37
10	24
11	15
12	13
13	16
14	15
15	6

Config	T = 4.3
0	4
1	16
2	10
3	19
4	10
5	19
6	16
7	16
8	19
9	43
10	26
11	21
12	7
13	18
14	7
15	5

Config	T = 4.29
0	4
1	15
2	16
3	12
4	15
5	25
6	14
7	29
8	12
9	23
10	30
11	12
12	14
13	15
14	15
15	5

Config	T = 4.28
0	3
1	18
2	11
3	18
4	11
5	19
6	19
7	19
8	19
9	16
10	44
11	21
12	6
13	21
14	6
15	5

Config	T = 4.27
0	6
1	23
2	7
3	20
4	9
5	12
6	23
7	13
8	18
9	34
10	28
11	13
12	14
13	16
14	12
15	8

Config	T = 4.26
0	5
1	24
2	9
3	19
4	7
5	11
6	22
7	18
8	19
9	45
10	12
11	9
12	18
13	14
14	20
15	4

Config	T = 4.25
0	10
1	11
2	13
3	14
4	10
5	20
6	15
7	20
8	21
9	11
10	45
11	25
12	7
13	22
14	10
15	2

Config	T = 4.24
0	7
1	15
2	12
3	14
4	13
5	23
6	12
7	23
8	10
9	31
10	32
11	13
12	17
13	14
14	16
15	4

Config	T = 4.23
0	5
1	22
2	11
3	17
4	6
5	12
6	19
7	22
8	19
9	36
10	25
11	13
12	11
13	18
14	16
15	4

Config	T = 4.22
0	6
1	19
2	12
3	18
4	11
5	15
6	15
7	17
8	15
9	39
10	24
11	16
12	12
13	17
14	13
15	7

Config	T = 4.21
0	7
1	16
2	12
3	17
4	11
5	20
