Config	T = 5
0	20
1	62
2	46
3	55
4	49
5	52
6	69
7	56
8	59
9	89
10	110
11	67
12	38
13	74
14	35
15	19

Config	T = 4.99
0	31
1	59
2	39
3	65
4	45
5	69
6	57
7	57
8	57
9	103
10	74
11	63
12	52
13	57
14	46
15	26

Config	T = 4.98
0	29
1	59
2	42
3	61
4	45
5	66
6	63
7	61
8	62
9	71
10	102
11	68
12	41
13	66
14	38
15	26

Config	T = 4.97
0	16
1	52
2	48
3	56
4	47
5	64
6	64
7	61
8	69
9	104
10	99
11	60
12	44
13	56
14	45
15	15

Config	T = 4.96
0	26
1	65
2	41
3	67
4	49
5	71
6	64
7	61
8	58
9	51
10	96
11	62
12	57
13	60
14	49
15	23

Config	T = 4.95
0	27
1	57
2	44
3	61
4	53
5	63
6	55
7	50
8	50
9	80
10	120
11	65
12	47
13	61
14	38
15	29

Config	T = 4.94
0	25
1	61
2	52
3	57
4	49
5	55
6	61
7	62
8	60
9	71
10	101
11	67
12	41
13	71
14	44
15	23

Config	T = 4.93
0	26
1	57
2	44
3	56
4	44
5	61
6	64
7	62
8	63
9	110
10	83
11	57
12	46
13	58
14	46
15	23

Config	T = 4.92
0	23
1	64
2	46
3	59
4	49
5	47
6	69
7	49
8	61
9	90
10	96
11	68
12	46
13	73
14	43
15	17

Config	T = 4.91
0	22
1	57
2	46
3	65
4	43
5	70
6	44
7	65
8	55
9	90
10	113
11	69
12	36
13	61
14	39
15	25

Config	T = 4.9
0	19
1	58
2	43
3	65
4	42
5	68
6	66
7	62
8	74
9	103
10	70
11	56
12	54
13	49
14	55
15	16

Config	T = 4.89
0	23
1	67
2	36
3	65
4	33
5	62
6	64
7	67
8	65
9	106
10	92
11	54
12	40
13	56
14	43
15	27

Config	T = 4.88
0	20
1	62
2	48
3	61
4	47
5	55
6	70
7	57
8	70
9	94
10	81
11	60
12	45
13	61
14	46
15	23

Config	T = 4.87
0	18
1	61
2	47
3	57
4	51
5	72
6	59
7	72
8	51
9	73
10	108
11	69
12	36
13	73
14	32
15	21

Config	T = 4.86
0	21
1	58
2	53
3	55
4	61
5	68
6	69
7	63
8	58
9	90
10	66
11	58
12	48
13	61
14	40
15	31

Config	T = 4.85
0	26
1	65
2	47
3	63
4	54
5	50
6	65
7	45
8	56
9	99
10	81
11	59
12	52
13	61
14	45
15	32

Config	T = 4.84
0	21
1	59
2	47
3	55
4	45
5	57
6	70
7	63
8	68
9	92
10	91
11	59
12	46
13	63
14	48
15	16

Config	T = 4.83
0	14
1	67
2	43
3	57
4	41
5	58
6	59
7	70
8	51
9	123
10	97
11	50
12	46
13	60
14	48
15	16

Config	T = 4.82
0	19
1	59
2	54
3	62
4	49
5	63
6	54
7	65
8	62
9	85
10	95
11	58
12	43
13	55
14	48
15	29

Config	T = 4.81
0	14
1	55
2	42
3	66
4	49
5	72
6	60
7	54
8	64
9	104
10	95
11	65
12	49
13	54
14	42
15	15

Config	T = 4.8
0	17
1	60
2	51
3	54
4	55
5	67
6	69
7	69
8	59
9	60
10	107
11	63
12	41
13	69
14	37
15	22

Config	T = 4.79
0	25
1	68
2	41
3	62
4	37
5	57
6	58
7	67
8	56
9	89
10	103
11	58
12	45
13	64
14	49
15	21

Config	T = 4.78
0	18
1	55
2	48
3	65
4	48
5	63
6	52
7	53
8	62
9	96
10	104
11	70
12	45
13	60
14	45
15	16

Config	T = 4.77
0	28
1	53
2	55
3	61
4	49
5	61
6	59
7	59
8	73
9	57
10	101
11	71
12	37
13	63
14	43
15	30

Config	T = 4.76
0	26
1	63
2	50
3	60
4	45
5	56
6	52
7	64
8	54
9	84
10	104
11	62
12	41
13	65
14	46
15	28

Config	T = 4.75
0	14
1	62
2	47
3	62
4	46
5	72
6	49
7	73
8	50
9	111
10	90
11	59
12	42
13	59
14	43
15	21

Config	T = 4.74
0	25
1	64
2	46
3	59
4	49
5	72
6	53
7	74
8	45
9	94
10	81
11	57
12	46
13	62
14	43
15	30

Config	T = 4.73
0	20
1	58
2	48
3	48
4	52
5	55
6	79
7	61
8	65
9	94
10	95
11	58
12	41
13	68
14	37
15	21

Config	T = 4.72
0	30
1	67
2	36
3	64
4	34
5	63
6	60
7	68
8	59
9	127
10	60
11	43
12	56
13	46
14	58
15	29

Config	T = 4.71
0	24
1	64
2	41
3	56
4	44
5	52
6	77
7	57
8	66
9	94
10	89
11	60
12	47
13	68
14	44
15	17

Config	T = 4.7
0	18
1	64
2	42
3	60
4	51
5	62
6	64
7	57
8	51
9	97
10	99
11	57
12	54
13	61
14	45
15	18

Config	T = 4.69
0	26
1	54
2	56
3	54
4	46
5	66
6	51
7	76
8	61
9	75
10	100
11	62
12	37
13	62
14	47
15	27

Config	T = 4.68
0	15
1	52
2	47
3	61
4	47
5	62
6	56
7	53
8	65
9	109
10	110
11	70
12	39
13	61
14	39
15	14

Config	T = 4.67
0	15
1	64
2	42
3	61
4	39
5	56
6	68
7	62
8	68
9	129
10	77
11	57
12	41
13	60
14	44
15	17

Config	T = 4.66
0	26
1	54
2	45
3	53
4	44
5	57
6	69
7	59
8	69
9	87
10	107
11	66
12	39
13	67
14	40
15	18

Config	T = 4.65
0	14
1	67
2	41
3	55
4	51
5	63
6	77
7	65
8	55
9	104
10	86
11	60
12	40
13	72
14	30
15	20

Config	T = 4.64
0	20
1	57
2	46
3	65
4	55
5	81
6	46
7	64
8	45
9	81
10	103
11	59
12	55
13	51
14	46
15	26

Config	T = 4.63
0	26
1	56
2	52
3	57
4	43
5	50
6	59
7	58
8	69
9	86
10	105
11	67
12	38
13	66
14	47
15	21

Config	T = 4.62
0	20
1	51
2	44
3	58
4	46
5	72
6	52
7	63
8	57
9	84
10	129
11	69
12	40
13	62
14	38
15	15

Config	T = 4.61
0	9
1	65
2	48
3	62
4	45
5	71
6	52
7	77
8	52
9	85
10	117
11	60
12	35
13	63
14	38
15	21

Config	T = 4.6
0	24
1	63
2	42
3	64
4	45
5	66
6	61
7	62
8	59
9	82
10	87
11	69
12	47
13	68
14	44
15	17

Config	T = 4.59
0	13
1	66
2	44
3	61
4	39
5	59
6	65
7	69
8	65
9	100
10	98
11	59
12	39
13	64
14	44
15	15

Config	T = 4.58
0	22
1	62
2	43
3	60
4	48
5	52
6	81
7	49
8	74
9	81
10	94
11	61
12	46
13	63
14	41
15	23

Config	T = 4.57
0	18
1	58
2	48
3	58
4	50
5	59
6	71
7	57
8	69
9	75
10	101
11	70
12	42
13	70
14	40
15	14

Config	T = 4.56
0	23
1	62
2	40
3	61
4	41
5	67
6	63
7	67
8	61
9	107
10	77
11	54
12	52
13	55
14	51
15	19

Config	T = 4.55
0	20
1	71
2	33
3	70
4	34
5	65
6	52
7	65
8	50
9	106
10	103
11	53
12	54
13	54
14	53
15	17

Config	T = 4.54
0	23
1	52
2	50
3	59
4	47
5	59
6	48
7	55
8	58
9	118
10	103
11	54
12	49
13	47
14	52
15	26

Config	T = 4.53
0	24
1	61
2	40
3	69
4	37
5	73
6	42
7	68
8	53
9	97
10	105
11	71
12	35
13	63
14	38
15	24

Config	T = 4.52
0	24
1	58
2	42
3	54
4	48
5	57
6	65
7	55
8	55
9	104
10	102
11	56
12	56
13	60
14	50
15	14

Config	T = 4.51
0	30
1	53
2	50
3	51
4	48
5	51
6	63
7	55
8	63
9	82
10	115
11	61
12	45
13	63
14	47
15	23

Config	T = 4.5
0	10
1	71
2	36
3	67
4	30
5	57
6	54
7	67
8	56
9	146
10	92
11	48
12	49
13	52
14	55
15	10

Config	T = 4.49
0	20
1	64
2	36
3	55
4	38
5	63
6	62
7	70
8	51
9	127
10	97
11	51
12	46
13	60
14	44
15	16

Config	T = 4.48
0	18
1	59
2	45
3	60
4	43
5	69
6	59
7	70
8	62
9	121
10	68
11	56
12	48
13	55
14	50
15	17

Config	T = 4.47
0	24
1	60
2	41
3	61
4	42
5	59
6	60
7	57
8	60
9	77
10	128
11	67
12	39
13	66
14	38
15	21

Config	T = 4.46
0	32
1	54
2	36
3	56
4	54
5	76
6	59
7	56
8	43
9	105
10	91
11	61
12	55
13	59
14	37
15	26

Config	T = 4.45
0	25
1	66
2	42
3	63
4	38
5	64
6	56
7	71
8	57
9	83
10	104
11	59
12	39
13	62
14	43
15	28

Config	T = 4.44
0	19
1	48
2	52
3	51
4	43
5	65
6	59
7	71
8	71
9	116
10	89
11	61
12	36
13	58
14	45
15	16

Config	T = 4.43
0	18
1	70
2	41
3	67
4	42
5	63
6	67
7	65
8	63
9	87
10	78
11	67
12	43
13	70
14	42
15	17

Config	T = 4.42
0	26
1	52
2	44
3	57
4	41
5	69
6	51
7	67
8	59
9	101
10	97
11	76
12	38
13	71
14	41
15	10

Config	T = 4.41
0	18
1	50
2	55
3	50
4	60
5	54
6	64
7	49
8	59
9	74
10	133
11	72
12	39
13	72
14	34
15	17

Config	T = 4.4
0	24
1	56
2	45
3	57
4	50
5	70
6	57
7	64
8	53
9	107
10	80
11	61
12	51
13	60
14	46
15	19

Config	T = 4.39
0	14
1	67
2	45
3	65
4	39
5	45
6	60
7	53
8	64
9	124
10	98
11	58
12	42
13	60
14	48
15	18

Config	T = 4.38
0	17
1	69
2	41
3	64
4	49
5	65
6	71
7	62
8	58
9	96
10	79
11	55
12	47
13	60
14	39
15	28

Config	T = 4.37
0	22
1	61
2	46
3	61
4	44
5	57
6	70
7	59
8	72
9	82
10	100
11	62
12	35
13	62
14	37
15	30

Config	T = 4.36
0	21
1	65
2	41
3	57
4	48
5	62
6	66
7	63
8	51
9	99
10	99
11	51
12	50
13	59
14	43
15	25

Config	T = 4.35
0	16
1	59
2	50
3	53
4	51
5	55
6	72
7	60
8	65
9	83
10	103
11	70
12	38
13	76
14	37
15	12

Config	T = 4.34
0	22
1	57
2	39
3	59
4	42
5	64
6	55
7	59
8	54
9	102
10	118
11	63
12	48
13	61
14	45
15	12

Config	T = 4.33
0	20
1	64
2	36
3	70
4	32
5	62
6	57
7	60
8	67
9	109
10	98
11	67
12	38
13	61
14	42
15	17

Config	T = 4.32
0	13
1	68
2	44
3	66
4	49
5	60
6	61
7	57
8	54
9	100
10	94
11	60
12	49
13	62
14	44
15	19

Config	T = 4.31
0	19
1	72
2	39
3	62
4	48
5	56
6	72
7	57
8	53
9	100
10	81
11	65
12	46
13	75
14	37
15	18

Config	T = 4.3
0	24
1	59
2	36
3	67
4	41
5	65
6	52
7	52
8	55
9	103
10	112
11	73
12	42
13	65
14	37
15	17

Config	T = 4.29
0	23
1	69
2	37
3	67
4	41
5	61
6	57
7	59
8	51
9	109
10	88
11	63
12	46
13	65
14	42
15	22

Config	T = 4.28
0	14
1	67
2	43
3	56
4	41
5	56
6	64
7	69
8	55
9	149
10	66
11	46
12	50
13	57
14	52
15	15

Config	T = 4.27
0	20
1	70
2	42
3	64
4	44
5	58
6	73
7	62
8	65
9	80
10	88
11	57
12	45
13	63
14	43
15	26

Config	T = 4.26
0	19
1	53
2	45
3	52
4	45
5	56
6	68
7	57
8	67
9	85
10	135
11	67
12	34
13	68
14	34
15	15

Config	T = 4.25
0	17
1	62
2	51
3	52
4	41
5	59
6	54
7	79
8	54
9	110
10	103
11	54
12	34
13	64
14	44
15	22

Config	T = 4.24
0	19
1	63
2	46
3	63
4	45
5	49
6	60
7	50
8	61
9	114
10	98
11	60
12	44
13	60
14	45
15	23

Config	T = 4.23
0	26
1	69
2	36
3	69
4	32
5	49
6	67
7	53
8	71
9	112
10	84
11	59
12	42
13	59
14	46
15	26

Config	T = 4.22
0	23
1	58
2	51
3	49
4	39
5	55
6	56
7	76
8	59
9	91
10	114
11	52
12	45
13	61
14	57
15	14

Config	T = 4.21
0	24
1	70
2	37
3	71
4	37
5	63
6	56
7	62
8	57
9	105
10	75
11	65
12	47
13	64
14	47
15	20

Config	T = 4.2
0	22
1	59
2	40
3	61
4	41
5	71
6	50
7	68
8	51
9	87
10	129
11	59
12	41
13	57
14	40
15	24

Config	T = 4.19
0	12
1	60
2	55
3	55
4	56
5	64
6	55
7	68
8	49
9	102
10	90
11	68
12	39
13	73
14	38
15	16

Config	T = 4.18
0	15
1	65
2	44
3	62
4	42
5	50
6	60
7	55
8	59
9	106
10	119
11	60
12	39
13	63
14	41
15	20

Config	T = 4.17
0	19
1	68
2	35
3	70
4	39
5	69
6	63
7	63
8	61
9	99
10	81
11	62
12	49
13	60
14	45
15	17

Config	T = 4.16
0	17
1	61
2	45
3	61
4	50
5	69
6	59
7	64
8	54
9	74
10	112
11	71
12	40
13	71
14	35
15	17

Config	T = 4.15
0	19
1	65
2	40
3	63
4	34
5	50
6	70
7	58
8	74
9	91
10	111
11	69
12	32
13	71
14	38
15	15

Config	T = 4.14
0	15
1	57
2	55
3	58
4	53
5	53
6	72
7	54
8	75
9	78
10	102
11	60
12	41
13	59
14	43
15	25

Config	T = 4.13
0	25
1	60
2	36
3	62
4	38
5	67
6	58
7	63
8	58
9	104
10	96
11	69
12	43
13	67
14	41
15	13

Config	T = 4.12
0	15
1	60
2	39
3	65
4	37
5	74
6	45
7	71
8	52
9	120
10	105
11	61
12	42
13	56
14	44
15	14

Config	T = 4.11
0	11
1	81
2	34
3	81
4	33
5	50
6	68
7	51
8	69
9	99
10	95
11	58
12	44
13	58
14	45
15	23

Config	T = 4.1
0	18
1	63
2	38
3	66
4	41
5	69
6	59
7	63
8	59
9	96
10	98
11	71
12	40
13	68
14	37
15	14

Config	T = 4.09
0	12
1	64
2	42
3	67
4	44
5	59
6	71
7	54
8	72
9	84
10	107
11	64
12	42
13	61
14	40
15	17

Config	T = 4.08
0	16
1	63
2	40
3	62
4	33
5	65
6	49
7	73
8	55
9	141
10	91
11	52
12	41
13	53
14	48
15	18

Config	T = 4.07
0	14
1	62
2	38
3	64
4	41
5	67
6	64
7	62
8	63
9	107
10	96
11	61
12	47
13	59
14	44
15	11

Config	T = 4.06
0	23
1	68
2	50
3	64
4	48
5	52
6	57
7	58
8	55
9	90
10	86
11	67
12	41
13	71
14	43
15	27

Config	T = 4.05
0	19
1	64
2	42
3	68
4	43
5	65
6	61
7	60
8	64
9	103
10	80
11	56
12	50
13	52
14	49
15	24

Config	T = 4.04
0	18
1	60
2	36
3	59
4	39
5	73
6	62
7	71
8	58
9	99
10	108
11	65
12	38
13	66
14	35
15	13

Config	T = 4.03
0	20
1	62
2	48
3	54
4	41
5	58
6	61
7	73
8	60
9	95
10	107
11	55
12	36
13	63
14	43
15	24

Config	T = 4.02
0	13
1	80
2	43
3	76
4	41
5	47
6	62
7	53
8	60
9	88
10	91
11	68
12	42
13	72
14	44
15	20

Config	T = 4.01
0	19
1	58
2	45
3	60
4	43
5	61
6	55
7	61
8	59
9	102
10	109
11	60
12	46
13	58
14	48
15	16

Config	T = 4
0	17
1	51
2	53
3	54
4	51
5	66
6	54
7	65
8	59
9	81
10	122
11	74
12	32
13	71
14	34
15	16

Config	T = 3.99
0	18
1	66
2	48
3	64
4	40
5	57
6	59
7	67
8	65
9	86
10	100
11	61
12	37
13	63
14	45
15	24

Config	T = 3.98
0	18
1	62
2	38
3	64
4	45
5	64
6	56
7	55
8	51
9	113
10	104
11	56
12	56
13	54
14	49
15	15

Config	T = 3.97
0	19
1	58
2	56
3	44
4	44
5	56
6	68
7	82
8	66
9	91
10	89
11	50
12	44
13	64
14	56
15	13

Config	T = 3.96
0	25
1	52
2	47
3	56
4	47
5	62
6	57
7	58
8	61
9	77
10	125
11	64
12	45
13	60
14	45
15	19

Config	T = 3.95
0	14
1	68
2	37
3	59
4	43
5	77
6	52
7	80
8	37
9	126
10	90
11	47
12	51
13	56
14	45
15	18

Config	T = 3.94
0	19
1	67
2	40
3	54
4	38
5	48
6	81
7	63
8	70
9	110
10	83
11	52
12	49
13	65
14	51
15	10

Config	T = 3.93
0	21
1	62
2	45
3	60
4	46
5	56
6	62
7	57
8	59
9	89
10	104
11	62
12	49
13	64
14	48
15	16

Config	T = 3.92
0	13
1	65
2	39
3	74
4	47
5	53
6	72
7	36
8	73
9	96
10	97
11	61
12	57
13	52
14	49
15	16

Config	T = 3.91
0	17
1	68
2	42
3	62
4	41
5	59
6	64
7	66
8	59
9	108
10	90
11	55
12	42
13	61
14	43
15	23

Config	T = 3.9
0	18
1	64
2	40
3	61
4	38
5	44
6	62
7	49
8	61
9	93
10	139
11	72
12	37
13	75
14	39
15	8

Config	T = 3.89
