Config	T = 5
0	9
1	34
2	12
3	33
4	14
5	23
6	27
7	22
8	24
9	72
10	26
11	20
12	29
13	21
14	27
15	7

Config	T = 4.99
0	13
1	31
2	17
3	31
4	16
5	25
6	30
7	26
8	31
9	34
10	33
11	27
12	25
13	27
14	26
15	8

Config	T = 4.98
0	16
1	32
2	14
3	26
4	15
5	23
6	37
7	28
8	30
9	50
10	22
11	20
12	25
13	26
14	24
15	12

Config	T = 4.97
0	7
1	26
2	31
3	24
4	31
5	24
6	34
7	26
8	32
9	24
10	38
11	24
12	15
13	26
14	15
15	23

Config	T = 4.96
0	5
1	26
2	19
3	27
4	24
5	28
6	30
7	22
8	26
9	37
10	57
11	29
12	20
13	28
14	15
15	7

Config	T = 4.95
0	14
1	36
2	18
3	31
4	14
5	17
6	27
7	26
8	26
9	52
10	24
11	20
12	27
13	25
14	31
15	12

Config	T = 4.94
0	11
1	20
2	29
3	20
4	21
5	23
6	31
7	31
8	39
9	24
10	46
11	30
12	15
13	30
14	23
15	7

Config	T = 4.93
0	10
1	29
2	15
3	31
4	16
5	27
6	40
7	24
8	41
9	40
10	29
11	26
12	18
13	24
14	17
15	13

Config	T = 4.92
0	9
1	22
2	24
3	21
4	25
5	21
6	30
7	21
8	28
9	20
10	75
11	30
12	19
13	31
14	18
15	6

Config	T = 4.91
0	12
1	30
2	13
3	33
4	17
5	30
6	28
7	23
8	27
9	54
10	28
11	24
12	26
13	21
14	22
15	12

Config	T = 4.9
0	10
1	25
2	20
3	27
4	23
5	27
6	28
7	22
8	27
9	31
10	57
11	29
12	19
13	27
14	16
15	12

Config	T = 4.89
0	14
1	25
2	18
3	24
4	14
5	25
6	28
7	30
8	31
9	46
10	42
11	28
12	18
13	29
14	22
15	6

Config	T = 4.88
0	11
1	22
2	21
3	28
4	21
5	25
6	19
7	19
8	25
9	40
10	62
11	35
12	18
13	29
14	18
15	7

Config	T = 4.87
0	3
1	31
2	20
3	27
4	20
5	31
6	31
7	35
8	27
9	35
10	41
11	25
12	20
13	29
14	20
15	5

Config	T = 4.86
0	7
1	25
2	16
3	28
4	23
5	34
6	31
7	24
8	27
9	32
10	57
11	26
12	22
13	23
14	15
15	10

Config	T = 4.85
0	7
1	29
2	18
3	26
4	21
5	30
6	31
7	30
8	25
9	45
10	40
11	19
12	25
13	22
14	22
15	10

Config	T = 4.84
0	5
1	25
2	25
3	24
4	25
5	22
6	31
7	23
8	30
9	32
10	58
11	29
12	16
13	30
14	16
15	9

Config	T = 4.83
0	9
1	32
2	17
3	28
4	12
5	28
6	30
7	37
8	31
9	44
10	37
11	16
12	21
13	20
14	26
15	12

Config	T = 4.82
0	15
1	29
2	15
3	23
4	15
5	27
6	32
7	33
8	26
9	37
10	45
11	26
12	18
13	32
14	18
15	9

Config	T = 4.81
0	11
1	27
2	23
3	25
4	15
5	23
6	24
7	33
8	30
9	43
10	41
11	26
12	18
13	28
14	26
15	7

Config	T = 4.8
0	5
1	32
2	22
3	29
4	21
5	16
6	34
7	20
8	32
9	27
10	57
11	29
12	17
13	32
14	18
15	9

Config	T = 4.79
0	9
1	29
2	20
3	28
4	22
5	27
6	26
7	26
8	23
9	29
10	51
11	28
12	24
13	29
14	22
15	7

Config	T = 4.78
0	11
1	15
2	23
3	24
4	27
5	42
6	22
7	29
8	27
9	34
10	42
11	34
12	21
13	25
14	17
15	7

Config	T = 4.77
0	8
1	28
2	19
3	23
4	24
5	21
6	40
7	21
8	30
9	30
10	48
11	27
12	26
13	32
14	21
15	2

Config	T = 4.76
0	9
1	28
2	21
3	29
4	21
5	32
6	22
7	31
8	23
9	32
10	47
11	27
12	20
13	26
14	20
15	12

Config	T = 4.75
0	8
1	31
2	18
3	29
4	19
5	25
6	32
7	26
8	29
9	35
10	43
11	25
12	23
13	27
14	22
15	8

Config	T = 4.74
0	11
1	27
2	22
3	28
4	22
5	26
6	28
7	25
8	29
9	44
10	31
11	29
12	18
13	28
14	18
15	14

Config	T = 4.73
0	7
1	28
2	20
3	27
4	25
5	26
6	32
7	22
8	26
9	45
10	38
11	24
12	25
13	25
14	20
15	10

Config	T = 4.72
0	6
1	30
2	20
3	28
4	21
5	35
6	25
7	36
8	22
9	42
10	32
11	31
12	16
13	33
14	15
15	8

Config	T = 4.71
0	6
1	23
2	23
3	26
4	21
5	24
6	28
7	23
8	33
9	41
10	57
11	29
12	14
13	26
14	16
15	10

Config	T = 4.7
0	7
1	29
2	18
3	35
4	20
5	33
6	24
7	25
8	28
9	30
10	47
11	29
12	21
13	23
14	19
15	12

Config	T = 4.69
0	9
1	22
2	24
3	21
4	22
5	31
6	21
7	34
8	22
9	40
10	56
11	26
12	17
13	27
14	19
15	9

Config	T = 4.68
0	11
1	30
2	11
3	32
4	14
5	35
6	26
7	30
8	25
9	63
10	22
11	20
12	29
13	18
14	26
15	8

Config	T = 4.67
0	9
1	29
2	18
3	24
4	16
5	25
6	29
7	32
8	26
9	44
10	50
11	20
12	22
13	25
14	24
15	7

Config	T = 4.66
0	9
1	28
2	19
3	29
4	22
5	26
6	34
7	22
8	32
9	45
10	29
11	29
12	20
13	28
14	17
15	11

Config	T = 4.65
0	13
1	29
2	16
3	31
4	18
5	32
6	23
7	28
8	23
9	46
10	33
11	25
12	25
13	23
14	23
15	12

Config	T = 4.64
0	8
1	29
2	15
3	31
4	20
5	31
6	28
7	24
8	25
9	52
10	32
11	30
12	23
13	28
14	18
15	6

Config	T = 4.63
0	7
1	31
2	16
3	30
4	17
5	40
6	16
7	40
8	14
9	47
10	40
11	28
12	20
13	29
14	19
15	6

Config	T = 4.62
0	6
1	32
2	18
3	25
4	18
5	22
6	30
7	29
8	23
9	61
10	39
11	13
12	28
13	20
14	28
15	8

Config	T = 4.61
0	13
1	29
2	24
3	19
4	24
5	25
6	30
7	35
8	20
9	26
10	44
11	32
12	13
13	42
14	13
15	11

Config	T = 4.6
0	9
1	26
2	30
3	23
4	23
5	23
6	19
7	33
8	23
9	42
10	42
11	28
12	14
13	31
14	21
15	13

Config	T = 4.59
0	9
1	29
2	14
3	28
4	17
5	28
6	34
7	26
8	30
9	28
10	57
11	29
12	19
13	30
14	16
15	6

Config	T = 4.58
0	14
1	28
2	19
3	27
4	16
5	23
6	29
7	27
8	31
9	47
10	30
11	27
12	21
13	28
14	24
15	9

Config	T = 4.57
0	7
1	23
2	21
3	22
4	24
5	27
6	30
7	25
8	26
9	42
10	61
11	24
12	17
13	25
14	14
15	12

Config	T = 4.56
0	10
1	22
2	21
3	23
4	19
5	39
6	19
7	40
8	22
9	47
10	39
11	28
12	18
13	27
14	20
15	6

Config	T = 4.55
0	11
1	22
2	30
3	19
4	33
5	25
6	25
7	25
8	19
9	17
10	58
11	32
12	21
13	35
14	18
15	10

Config	T = 4.54
0	8
1	32
2	16
3	33
4	16
5	32
6	17
7	31
8	18
9	47
10	43
11	29
12	22
13	28
14	22
15	6

Config	T = 4.53
0	5
1	29
2	22
3	31
4	22
5	24
6	30
7	22
8	32
9	31
10	44
11	30
12	22
13	28
14	22
15	6

Config	T = 4.52
0	8
1	29
2	19
3	31
4	26
5	25
6	30
7	16
8	25
9	39
10	46
11	24
12	26
13	22
14	19
15	15

Config	T = 4.51
0	6
1	28
2	17
3	29
4	19
5	21
6	35
7	18
8	34
9	43
10	50
11	24
12	25
13	23
14	23
15	5

Config	T = 4.5
0	6
1	31
2	18
3	29
4	17
5	29
6	20
7	32
8	19
9	59
10	40
11	29
12	16
13	31
14	17
15	7

Config	T = 4.49
0	7
1	27
2	20
3	33
4	23
5	29
6	24
7	20
8	27
9	43
10	45
11	30
12	18
13	24
14	15
15	15

Config	T = 4.48
0	12
1	29
2	20
3	22
4	20
5	22
6	30
7	29
8	23
9	33
10	51
11	30
12	18
13	37
14	18
15	6

Config	T = 4.47
0	9
1	27
2	17
3	27
4	21
5	34
6	24
7	30
8	20
9	35
10	51
11	31
12	21
13	31
14	17
15	5

Config	T = 4.46
0	11
1	31
2	16
3	29
4	18
5	29
6	28
7	29
8	24
9	45
10	34
11	27
12	21
13	29
14	19
15	10

Config	T = 4.45
0	7
1	33
2	16
3	28
4	15
5	24
6	26
7	30
8	22
9	61
10	41
11	17
12	24
13	22
14	25
15	9

Config	T = 4.44
0	9
1	32
2	19
3	30
4	20
5	24
6	28
7	25
8	25
9	42
10	38
11	23
12	25
13	25
14	24
15	11

Config	T = 4.43
0	6
1	26
2	23
3	27
4	21
5	27
6	30
7	28
8	33
9	38
10	42
11	28
12	16
13	27
14	18
15	10

Config	T = 4.42
0	7
1	34
2	20
3	28
4	18
5	20
6	27
7	28
8	23
9	47
10	39
11	24
12	24
13	30
14	26
15	5

Config	T = 4.41
0	14
1	17
2	25
3	21
4	21
5	27
6	23
7	27
8	31
9	36
10	54
11	29
12	19
13	25
14	23
15	8

Config	T = 4.4
0	10
1	29
2	27
3	27
4	27
5	27
6	21
7	29
8	19
9	29
10	37
11	34
12	18
13	36
14	18
15	12

Config	T = 4.39
0	9
1	24
2	23
3	25
4	21
5	25
6	29
7	26
8	32
9	29
10	53
11	31
12	17
13	30
14	19
15	7

Config	T = 4.38
0	8
1	30
2	16
3	28
4	20
5	32
6	22
7	30
8	16
9	45
10	46
11	30
12	23
13	32
14	19
15	3

Config	T = 4.37
0	7
1	26
2	18
3	30
4	17
5	29
6	21
7	26
8	26
9	52
10	52
11	25
12	20
13	21
14	21
15	9

Config	T = 4.36
0	14
1	23
2	14
3	27
4	19
5	28
6	31
7	19
8	30
9	50
10	40
11	32
12	22
13	28
14	17
15	6

Config	T = 4.35
0	8
1	39
2	11
3	40
4	17
5	23
6	29
7	16
8	24
9	52
10	29
11	27
12	27
13	26
14	21
15	11

Config	T = 4.34
0	10
1	26
2	21
3	25
4	22
5	30
6	28
7	30
8	26
9	26
10	50
11	29
12	20
13	30
14	19
15	8

Config	T = 4.33
0	11
1	23
2	19
3	24
4	22
5	32
6	27
7	28
8	25
9	40
10	45
11	26
12	25
13	25
14	22
15	6

Config	T = 4.32
0	6
1	27
2	23
3	29
4	22
5	21
6	31
7	20
8	34
9	52
10	32
11	28
12	19
13	26
14	20
15	10

Config	T = 4.31
0	7
1	28
2	17
3	25
4	17
5	30
6	30
7	33
8	27
9	33
10	58
11	28
12	15
13	31
14	15
15	6

Config	T = 4.3
0	8
1	21
2	25
3	26
4	20
5	24
6	29
7	24
8	39
9	36
10	46
11	25
12	23
13	20
14	28
15	6

Config	T = 4.29
0	8
1	32
2	16
3	34
4	15
5	28
6	29
7	27
8	32
9	49
10	28
11	27
12	19
13	25
14	20
15	11

Config	T = 4.28
0	5
1	29
2	12
3	36
4	16
5	31
6	26
7	20
8	29
9	57
10	41
11	27
12	25
13	20
14	21
15	5

Config	T = 4.27
0	9
1	19
2	23
3	26
