Config	T = 5
0	20
1	63
2	36
3	58
4	48
5	69
6	73
7	62
8	56
9	82
10	104
11	61
12	49
13	66
14	37
15	16

Config	T = 4.99
0	17
1	65
2	50
3	61
4	46
5	51
6	58
7	59
8	58
9	117
10	85
11	54
12	47
13	58
14	51
15	23

Config	T = 4.98
0	15
1	64
2	46
3	61
4	40
5	66
6	45
7	75
8	48
9	111
10	102
11	49
12	53
13	52
14	59
15	14

Config	T = 4.97
0	23
1	67
2	49
3	66
4	53
5	64
6	52
7	61
8	47
9	85
10	75
11	68
12	51
13	69
14	47
15	23

Config	T = 4.96
0	31
1	59
2	41
3	61
4	36
5	54
6	62
7	57
8	69
9	98
10	95
11	55
12	51
13	53
14	56
15	22

Config	T = 4.95
0	27
1	70
2	38
3	71
4	38
5	50
6	60
7	49
8	61
9	105
10	81
11	64
12	51
13	63
14	51
15	21

Config	T = 4.94
0	20
1	59
2	37
3	60
4	41
5	72
6	67
7	67
8	64
9	78
10	114
11	66
12	39
13	65
14	35
15	16

Config	T = 4.93
0	19
1	61
2	47
3	57
4	50
5	55
6	67
7	56
8	60
9	89
10	104
11	64
12	44
13	68
14	41
15	18

Config	T = 4.92
0	25
1	56
2	52
3	66
4	48
5	69
6	48
7	63
8	62
9	67
10	99
11	68
12	44
13	58
14	48
15	27

Config	T = 4.91
0	18
1	66
2	42
3	75
4	32
5	67
6	43
7	68
8	62
9	122
10	75
11	66
12	38
13	57
14	48
15	21

Config	T = 4.9
0	19
1	72
2	34
3	67
4	37
5	56
6	83
7	58
8	75
9	112
10	62
11	55
12	45
13	60
14	42
15	23

Config	T = 4.89
0	18
1	57
2	43
3	61
4	51
5	71
6	69
7	59
8	65
9	94
10	81
11	61
12	52
13	57
14	44
15	17

Config	T = 4.88
0	17
1	69
2	46
3	68
4	36
5	53
6	60
7	64
8	69
9	105
10	80
11	58
12	43
13	59
14	53
15	20

Config	T = 4.87
0	21
1	63
2	46
3	56
4	45
5	57
6	68
7	65
8	62
9	111
10	82
11	48
12	46
13	55
14	47
15	28

Config	T = 4.86
0	23
1	55
2	54
3	51
4	56
5	60
6	61
7	62
8	55
9	85
10	102
11	64
12	40
13	68
14	38
15	26

Config	T = 4.85
0	22
1	59
2	40
3	69
4	36
5	73
6	44
7	67
8	58
9	97
10	108
11	65
12	41
13	55
14	45
15	21

Config	T = 4.84
0	23
1	47
2	52
3	48
4	46
5	54
6	66
7	59
8	73
9	78
10	135
11	66
12	31
13	65
14	37
15	20

Config	T = 4.83
0	15
1	66
2	41
3	70
4	37
5	58
6	57
7	58
8	65
9	80
10	124
11	71
12	36
13	67
14	40
15	15

Config	T = 4.82
0	22
1	50
2	48
3	50
4	51
5	55
6	74
7	52
8	71
9	72
10	127
11	66
12	42
13	66
14	39
15	15

Config	T = 4.81
0	17
1	65
2	53
3	57
4	49
5	58
6	63
7	70
8	59
9	76
10	103
11	58
12	37
13	66
14	41
15	28

Config	T = 4.8
0	17
1	61
2	51
3	58
4	47
5	46
6	74
7	53
8	75
9	82
10	107
11	62
12	38
13	65
14	42
15	22

Config	T = 4.79
0	22
1	58
2	44
3	54
4	41
5	52
6	79
7	59
8	78
9	100
10	90
11	60
12	39
13	64
14	42
15	18

Config	T = 4.78
0	24
1	56
2	53
3	46
4	47
5	52
6	49
7	68
8	45
9	71
10	150
11	70
12	36
13	80
14	42
15	11

Config	T = 4.77
0	18
1	64
2	44
3	58
4	45
5	67
6	66
7	72
8	59
9	90
10	92
11	56
12	43
13	62
14	42
15	22

Config	T = 4.76
0	23
1	67
2	44
3	66
4	48
5	63
6	48
7	60
8	43
9	103
10	91
11	66
12	44
13	67
14	40
15	27

Config	T = 4.75
0	21
1	66
2	35
3	68
4	39
5	62
6	75
7	56
8	73
9	95
10	86
11	65
12	37
13	63
14	33
15	26

Config	T = 4.74
0	20
1	59
2	45
3	58
4	45
5	57
6	59
7	58
8	58
9	81
10	131
11	62
12	43
13	63
14	43
15	18

Config	T = 4.73
0	15
1	70
2	48
3	59
4	48
5	55
6	68
7	66
8	57
9	82
10	95
11	62
12	42
13	73
14	42
15	18

Config	T = 4.72
0	20
1	69
2	50
3	60
4	40
5	49
6	65
7	68
8	66
9	75
10	103
11	58
12	38
13	67
14	48
15	24

Config	T = 4.71
0	27
1	75
2	36
3	69
4	36
5	49
6	71
7	55
8	65
9	113
10	64
11	60
12	42
13	66
14	42
15	30

Config	T = 4.7
0	22
1	66
2	57
3	54
4	54
5	55
6	64
7	70
8	55
9	76
10	79
11	60
12	43
13	72
14	46
15	27

Config	T = 4.69
0	15
1	64
2	48
3	66
4	41
5	72
6	53
7	77
8	62
9	86
10	92
11	61
12	36
13	59
14	43
15	25

Config	T = 4.68
0	15
1	56
2	43
3	59
4	50
5	68
6	64
7	58
8	60
9	83
10	121
11	59
12	50
13	56
14	43
15	15

Config	T = 4.67
0	13
1	65
2	43
3	57
4	47
5	62
6	74
7	66
8	62
9	109
10	79
11	54
12	48
13	62
14	44
15	15

Config	T = 4.66
0	24
1	61
2	44
3	59
4	45
5	64
6	58
7	65
8	55
9	83
10	109
11	59
12	45
13	61
14	44
15	24

Config	T = 4.65
0	21
1	62
2	35
3	64
4	42
5	60
6	74
7	51
8	69
9	87
10	105
11	65
12	47
13	63
14	40
15	15

Config	T = 4.64
0	23
1	62
2	40
3	62
4	50
5	58
6	68
7	48
8	58
9	85
10	112
11	65
12	44
13	65
14	34
15	26

Config	T = 4.63
0	17
1	64
2	52
3	57
4	54
5	64
6	60
7	69
8	51
9	86
10	85
11	65
12	43
13	72
14	41
15	20

Config	T = 4.62
0	24
1	62
2	46
3	66
4	46
5	60
6	63
7	56
8	67
9	89
10	87
11	56
12	46
13	52
14	46
15	34

