Config	T = 5
0	46
1	113
2	73
3	114
4	75
5	108
6	107
7	105
8	106
9	169
10	167
11	109
12	76
13	108
14	74
15	50

Config	T = 4.99
0	50
1	98
2	91
3	99
4	95
5	95
6	112
7	90
8	109
9	126
10	196
11	127
12	73
13	126
14	69
15	44

Config	T = 4.98
0	37
1	114
2	78
3	112
4	87
5	107
6	118
7	100
8	107
9	159
10	162
11	116
12	74
13	118
14	65
15	46

Config	T = 4.97
0	33
1	125
2	72
3	114
4	77
5	97
6	119
7	103
8	103
9	206
10	132
11	96
12	93
13	107
14	88
15	35

Config	T = 4.96
0	48
1	98
2	93
3	107
4	79
5	97
6	96
7	102
8	119
9	160
10	169
11	117
12	76
13	108
14	90
15	41

Config	T = 4.95
0	43
1	124
2	85
3	110
4	80
5	103
6	95
7	122
8	86
9	202
10	110
11	94
12	94
13	108
14	99
15	45

Config	T = 4.94
0	37
1	110
2	90
3	108
4	93
5	99
6	105
7	98
8	100
9	152
10	185
11	112
12	74
13	114
14	71
15	52

Config	T = 4.93
0	45
1	119
2	76
3	116
4	73
5	97
6	102
7	103
8	102
9	177
10	159
11	99
12	92
13	102
14	95
15	43

Config	T = 4.92
0	31
1	111
2	80
3	121
4	72
5	124
6	109
7	122
8	127
9	182
10	115
11	105
12	79
13	95
14	87
15	40

Config	T = 4.91
0	37
1	111
2	69
3	110
4	66
5	115
6	109
7	119
8	111
9	158
10	201
11	100
12	77
13	101
14	80
15	36

Config	T = 4.9
0	34
1	118
2	79
3	117
4	76
5	103
6	100
7	107
8	102
9	193
10	143
11	113
12	84
13	114
14	87
15	30

Config	T = 4.89
0	37
1	119
2	77
3	111
4	83
5	106
6	119
7	108
8	105
9	175
10	136
11	98
12	93
13	106
14	87
15	40

Config	T = 4.88
0	43
1	110
2	81
3	123
4	84
5	118
6	101
7	102
8	111
9	137
10	154
11	120
12	82
13	107
14	79
15	48

Config	T = 4.87
0	39
1	99
2	85
3	105
4	86
5	110
6	103
7	103
8	108
9	161
10	177
11	114
12	87
13	108
14	86
15	29

Config	T = 4.86
0	27
1	123
2	77
3	114
4	73
5	98
6	100
7	111
8	95
9	184
10	184
11	101
12	86
13	110
14	90
15	27

Config	T = 4.85
0	24
1	114
2	80
3	121
4	79
5	116
6	102
7	110
8	110
9	183
10	161
11	106
12	76
13	99
14	77
15	42

Config	T = 4.84
0	33
1	102
2	97
3	113
4	81
5	105
6	81
7	110
8	108
9	169
10	177
11	119
12	73
13	108
14	89
15	35

Config	T = 4.83
0	40
1	109
2	77
3	114
4	78
5	115
6	93
7	109
8	97
9	168
10	189
11	104
12	81
13	99
14	80
15	47

Config	T = 4.82
0	33
1	112
2	84
3	108
4	83
5	114
6	105
7	119
8	102
9	165
10	168
11	105
12	73
13	109
14	74
15	46

Config	T = 4.81
0	36
1	120
2	78
3	111
4	74
5	101
6	117
7	114
8	112
9	159
10	163
11	107
12	74
13	116
14	78
15	40

Config	T = 4.8
0	42
1	113
2	77
3	121
4	73
5	101
6	105
7	97
8	117
9	156
10	164
11	112
12	90
13	104
14	94
15	34

Config	T = 4.79
0	34
1	113
2	71
3	116
4	72
5	103
6	118
7	99
8	120
9	177
10	165
11	114
12	80
13	111
14	79
15	28

Config	T = 4.78
0	33
1	113
2	81
3	117
4	76
5	111
6	103
7	112
8	112
9	140
10	179
11	118
12	78
13	114
14	83
15	30

Config	T = 4.77
0	34
1	100
2	88
3	107
4	86
5	110
6	99
7	105
8	108
9	158
10	199
11	114
12	70
13	107
14	72
15	43

Config	T = 4.76
0	32
1	115
2	77
3	109
4	75
5	123
6	107
7	131
8	103
9	175
10	146
11	103
12	80
13	109
14	82
15	33

Config	T = 4.75
0	45
1	96
2	80
3	99
4	79
5	103
6	103
7	101
8	107
9	189
10	192
11	108
12	77
13	105
14	78
15	38

Config	T = 4.74
0	33
1	101
2	72
3	112
4	67
5	128
6	100
7	122
8	116
9	203
10	151
11	112
12	77
13	101
14	82
15	23

Config	T = 4.73
0	35
1	102
2	85
3	103
4	96
5	119
6	100
7	107
8	90
9	149
10	197
11	119
12	76
13	118
14	65
15	39

Config	T = 4.72
0	35
1	109
2	65
3	94
4	74
5	115
6	124
7	121
8	100
9	195
10	179
11	95
12	85
13	110
14	76
15	23

Config	T = 4.71
0	43
1	108
2	72
3	100
4	73
5	113
6	120
7	120
8	111
9	160
10	180
11	91
12	86
13	99
14	85
15	39

Config	T = 4.7
0	39
1	116
2	76
3	104
4	86
5	92
6	122
7	94
8	100
9	152
10	197
11	103
12	88
13	115
14	78
15	38

Config	T = 4.69
0	38
1	106
2	85
3	110
4	82
5	109
6	107
7	108
8	114
9	149
10	176
11	117
12	70
13	113
14	73
15	43

Config	T = 4.68
0	34
1	98
2	96
3	96
4	92
5	111
6	98
7	117
8	100
9	135
10	206
11	110
12	79
13	112
14	83
15	33

Config	T = 4.67
0	33
1	112
2	85
3	117
4	79
5	104
6	97
7	105
8	108
9	172
10	172
11	108
12	78
13	103
14	84
15	43

Config	T = 4.66
0	37
1	102
2	80
3	100
4	87
5	130
6	95
7	125
8	86
9	182
10	171
11	108
12	78
13	110
14	71
15	38

Config	T = 4.65
0	33
1	99
2	84
3	94
4	87
5	115
6	114
7	117
8	106
9	154
10	194
11	110
12	77
13	115
14	74
15	27

Config	T = 4.64
0	43
1	120
2	68
3	129
4	66
5	105
6	104
7	98
8	115
9	200
10	127
11	110
12	84
13	101
14	86
15	44

Config	T = 4.63
0	29
1	105
2	86
3	109
4	74
5	95
6	113
7	103
8	129
9	177
10	178
11	103
12	79
13	99
14	91
15	30

Config	T = 4.62
0	36
1	116
2	80
3	116
4	74
5	94
6	114
7	100
8	120
9	157
10	167
11	116
12	78
13	116
14	84
15	32

Config	T = 4.61
0	41
1	94
2	93
3	97
4	99
5	110
6	111
7	101
8	108
9	128
10	197
11	115
12	78
13	112
14	72
15	44

Config	T = 4.6
0	29
1	112
2	87
3	111
4	83
5	106
6	103
7	111
8	106
9	163
10	177
11	111
12	73
13	112
14	77
15	39

