Config	T = 5
0	62
1	153
2	130
3	159
4	128
5	170
6	169
7	166
8	177
9	254
10	298
11	171
12	118
13	165
14	120
15	60

Config	T = 4.99
0	52
1	176
2	130
3	178
4	133
5	183
6	158
7	178
8	157
9	221
10	263
11	172
12	141
13	170
14	138
15	50

Config	T = 4.98
0	51
1	169
2	140
3	174
4	141
5	171
6	161
7	165
8	165
9	251
10	244
11	184
12	124
13	179
14	123
15	58

Config	T = 4.97
0	67
1	173
2	132
3	172
4	134
5	159
6	162
7	158
8	159
9	253
10	261
11	176
12	122
13	177
14	120
15	75

Config	T = 4.96
0	51
1	150
2	148
3	157
4	143
5	169
6	156
7	167
8	168
9	241
10	296
11	180
12	125
13	173
14	130
15	46

Config	T = 4.95
0	59
1	164
2	140
3	153
4	143
5	153
6	176
7	161
8	162
9	250
10	277
11	167
12	132
13	178
14	129
15	56

Config	T = 4.94
0	57
1	179
2	122
3	168
4	141
5	155
6	190
7	147
8	160
9	273
10	245
11	157
12	148
13	168
14	129
15	61

Config	T = 4.93
0	62
1	159
2	134
3	168
4	138
5	176
6	154
7	163
8	159
9	255
10	263
11	172
12	142
13	163
14	138
15	54

Config	T = 4.92
0	66
1	160
2	120
3	164
4	115
5	170
6	170
7	171
8	179
9	272
10	287
11	162
12	118
13	158
14	123
15	65

Config	T = 4.91
0	41
1	165
2	133
3	157
4	138
5	181
6	168
7	184
8	155
9	296
10	266
11	155
12	122
13	163
14	117
15	59

Config	T = 4.9
0	53
1	151
2	143
3	156
4	147
5	164
6	168
7	155
8	169
9	256
10	296
11	177
12	118
13	172
14	114
15	61

Config	T = 4.89
0	54
1	175
2	125
3	182
4	129
5	178
6	161
7	167
8	164
9	262
10	245
11	186
12	118
13	179
14	114
15	61

Config	T = 4.88
0	66
1	160
2	145
3	156
4	142
5	160
6	162
7	167
8	161
9	216
10	301
11	169
12	124
13	173
14	127
15	71

Config	T = 4.87
0	50
1	181
2	123
3	178
4	131
5	184
6	152
7	179
8	141
9	246
10	279
11	182
12	120
13	185
14	112
15	57

Config	T = 4.86
0	76
1	156
2	115
3	153
4	125
5	189
6	179
7	182
8	166
9	249
10	264
11	168
12	131
13	171
14	121
15	55

Config	T = 4.85
0	50
1	174
2	129
3	171
4	131
5	172
6	183
7	173
8	178
9	252
10	260
11	153
12	121
13	156
14	119
15	78

Config	T = 4.84
0	55
1	153
2	141
3	165
4	144
5	165
6	171
7	150
8	180
9	236
