5	-0.0245723
4.99	-0.0156371
4.98	0.0290646
4.97	-0.0224514
4.96	-0.0231975
4.95	0.0175095
4.94	-0.00329194
4.93	0.03156
4.92	0.0156548
4.91	0.0115444
4.9	-0.0120972
4.89	0.00536369
4.88	-0.0148613
4.87	0.0208775
4.86	-0.0164853
4.85	0.00675413
4.84	0.0115592
4.83	-0.000461189
4.82	0.000550813
4.81	-0.0220703
4.8	-0.0119694
4.79	0.0115285
4.78	-0.00905733
4.77	-0.00347563
4.76	0.0246153
4.75	-0.00731903
4.74	0.0189626
4.73	0.0177934
4.72	-0.000306033
4.71	0.0149625
4.7	0.0149359
4.69	0.0173346
4.68	-0.00342542
4.67	-0.015344
4.66	0.000897782
4.65	-0.00136684
4.64	0.00835092
4.63	0.0197433
4.62	0.0118833
4.61	0.0130158
4.6	-0.0100655
4.59	0.00793104
4.58	-0.00373259
4.57	0.0219374
4.56	0.00145025
4.55	0.0188565
4.54	-0.00791295
4.53	0.000913196
4.52	-0.00785529
4.51	0.00255133
4.5	0.00586235
4.49	0.00793224
4.48	0.0201537
4.47	-0.0530753
4.46	0.00548786
4.45	-0.0202312
4.44	-0.00362887
4.43	0.0198765
4.42	-0.00761032
4.41	0.0115024
4.4	0.0156336
4.39	-0.0102237
4.38	0.0035184
4.37	-0.0201789
4.36	-0.0030355
4.35	-0.00104095
4.34	0.00197806
4.33	0.01483
4.32	0.00182612
4.31	0.00295864
4.3	-0.011052
4.29	0.00532923
4.28	0.00679335
4.27	-0.00197529
4.26	-0.0128986
4.25	-0.00338665
4.24	0.011736
4.23	0.0132122
4.22	0.0246086
4.21	-0.0157769
4.2	-0.00501719
4.19	0.0229499
4.18	-0.0064256
4.17	0.0108132
4.16	0.00096904
4.15	-0.00768124
4.14	0.00251179
4.13	0.0192673
4.12	-0.0144507
4.11	-0.0109695
4.1	0.0380274
4.09	0.0199632
4.08	0.0154989
4.07	-0.000307268
4.06	-0.0159289
4.05	0.0101212
4.04	0.0261236
4.03	-0.0102106
4.02	-0.00777372
4.01	-0.00753452
4	-0.0180927
3.99	0.017638
3.98	-8.51401e-05
3.97	-0.0382799
3.96	0.020954
3.95	0.0160204
3.94	0.0117559
3.93	-0.010719
3.92	0.00400128
3.91	-0.00224199
3.9	0.0187287
3.89	0.0113534
3.88	-0.0472328
3.87	-0.00340044
3.86	-0.0165709
3.85	0.0143679
3.84	-0.00252521
3.83	-0.0151015
3.82	-0.0108446
3.81	0.02567
3.8	0.00736948
3.79	0.0360099
3.78	0.00870962
3.77	0.00846731
3.76	-0.017461
3.75	-0.0371004
3.74	0.00220715
3.73	0.00248514
3.72	-0.0157529
3.71	0.00481465
3.7	0.00531766
