Config	T = 5
0	3
1	14
2	17
3	20
4	18
5	23
6	11
7	16
8	16
9	15
10	31
11	21
12	17
13	15
14	16
15	3

Config	T = 4.99
0	11
1	20
2	8
3	22
4	8
5	19
6	18
7	17
8	20
9	12
10	30
11	18
12	14
13	16
14	14
15	9

Config	T = 4.98
0	4
1	11
2	17
3	17
4	16
5	28
6	15
7	23
8	22
9	15
10	26
11	22
12	8
13	16
14	9
15	7

Config	T = 4.97
0	4
1	20
2	8
3	21
4	7
5	18
6	18
7	18
8	20
9	44
10	19
11	15
12	12
13	14
14	13
15	5

Config	T = 4.96
0	4
1	18
2	10
3	18
4	11
5	13
6	26
7	12
8	25
9	44
10	18
11	10
12	15
13	10
14	14
15	8

Config	T = 4.95
0	8
1	12
2	14
3	15
4	16
5	23
6	12
7	18
8	13
9	21
10	40
11	19
12	11
13	16
14	9
15	9

Config	T = 4.94
0	6
1	11
2	11
3	13
4	19
5	22
6	24
7	12
8	18
9	15
10	43
11	20
12	14
13	18
14	6
15	4

Config	T = 4.93
0	7
1	9
2	18
3	12
4	18
5	17
6	18
7	14
8	21
9	28
10	28
11	20
12	12
13	17
14	12
15	5

Config	T = 4.92
0	12
1	13
2	15
3	14
4	17
5	16
6	12
7	13
8	11
9	16
10	42
11	24
12	11
13	23
14	9
15	8

Config	T = 4.91
0	4
1	17
2	15
3	16
4	16
5	17
6	18
7	17
8	16
9	29
10	24
11	17
12	14
13	18
14	13
15	5

Config	T = 4.9
0	3
1	14
2	11
3	16
4	14
5	21
6	20
7	16
8	19
9	38
10	26
11	16
12	14
13	14
14	11
15	3

Config	T = 4.89
0	7
1	20
2	15
3	14
4	17
5	16
6	19
7	20
8	11
9	9
10	33
11	23
12	10
13	29
14	8
15	5

Config	T = 4.88
0	5
1	15
2	18
3	15
4	11
5	14
6	11
7	21
8	18
9	15
10	47
11	20
12	8
13	20
14	15
15	3

Config	T = 4.87
0	11
1	13
2	11
3	18
4	10
5	21
6	17
7	17
8	23
9	16
10	28
11	22
12	14
13	17
14	15
15	3

Config	T = 4.86
0	9
1	17
2	7
3	19
4	9
5	21
6	21
7	17
8	21
9	28
10	23
11	17
12	14
13	15
14	12
15	6

Config	T = 4.85
0	7
1	20
2	11
3	22
4	12
5	14
6	21
7	11
8	22
9	25
10	22
11	20
12	11
13	18
14	10
15	10

Config	T = 4.84
0	5
1	19
2	11
3	19
4	12
5	22
6	19
7	21
8	18
9	14
10	30
11	20
12	11
13	20
14	10
15	5

Config	T = 4.83
0	15
1	10
2	15
3	14
4	17
5	18
6	16
7	12
8	18
9	11
10	34
11	22
12	14
13	18
14	12
15	10

Config	T = 4.82
0	4
1	19
2	15
3	18
