Config	T = 5
0	6
1	33
2	17
3	28
4	21
5	25
6	30
7	26
8	21
9	36
10	55
11	26
12	20
13	31
14	16
15	9

Config	T = 4.99
0	12
1	29
2	19
3	28
4	23
5	26
6	27
7	23
8	22
9	43
10	32
11	28
12	28
13	29
14	24
15	7

Config	T = 4.98
0	6
1	26
2	18
3	29
4	18
5	30
6	19
7	27
8	22
9	55
10	57
11	24
12	19
13	21
14	19
15	10

Config	T = 4.97
0	9
1	24
2	24
3	23
4	17
5	27
6	26
7	35
8	32
9	40
10	44
11	27
12	15
13	28
14	22
15	7

Config	T = 4.96
0	10
1	31
2	21
3	26
4	18
5	26
6	22
7	34
8	20
9	45
10	40
11	28
12	17
13	33
14	20
15	9

Config	T = 4.95
0	9
1	22
2	19
3	26
4	24
5	33
6	20
7	24
8	19
9	51
10	48
11	28
12	27
13	24
14	22
15	4

Config	T = 4.94
0	7
1	31
2	22
3	30
4	20
5	27
6	25
7	30
8	26
9	35
10	39
11	27
12	21
13	28
14	23
15	9

Config	T = 4.93
0	11
1	26
2	21
3	27
4	19
5	16
6	38
7	17
8	41
9	37
10	43
11	26
12	20
13	25
14	22
15	11

Config	T = 4.92
0	6
1	28
2	19
3	24
4	21
5	25
6	29
7	27
8	23
9	52
10	49
11	22
12	22
13	26
14	20
15	7

Config	T = 4.91
0	13
1	20
2	12
3	31
4	19
5	42
6	28
7	24
8	32
9	50
10	28
11	30
12	26
13	19
14	19
15	7

Config	T = 4.9
0	11
1	31
2	15
3	29
4	23
5	36
6	27
7	30
8	17
9	36
10	36
11	24
12	28
13	26
14	20
15	11

Config	T = 4.89
0	10
1	24
2	26
3	25
4	24
5	23
6	23
7	24
8	26
9	42
10	43
11	28
12	22
13	27
14	24
15	9

Config	T = 4.88
0	5
1	26
2	24
3	28
4	24
5	33
6	23
7	31
8	25
9	41
10	39
11	30
12	16
13	28
14	16
15	11

Config	T = 4.87
0	15
1	32
2	9
3	28
4	17
5	32
6	29
7	28
8	17
9	66
10	22
11	20
12	29
13	24
14	21
15	11

Config	T = 4.86
0	11
1	32
2	15
3	30
4	16
5	21
6	30
7	22
8	27
9	49
10	41
11	24
12	24
13	26
14	23
15	9

Config	T = 4.85
0	12
1	23
2	25
3	24
4	22
5	16
6	28
7	18
8	32
9	36
10	54
11	29
12	21
13	28
14	24
15	8

Config	T = 4.84
0	6
1	27
2	18
3	25
4	17
5	24
6	33
7	27
8	32
9	39
10	62
11	23
12	16
13	25
14	17
15	9

Config	T = 4.83
0	9
1	38
2	16
3	30
4	13
5	25
6	23
7	36
8	18
9	47
10	41
11	20
12	21
13	28
14	24
15	11

Config	T = 4.82
0	11
1	23
2	20
3	26
4	20
5	29
6	29
7	26
8	32
9	40
